,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Colour,Thickness,Waste Supplied,Bowl Type,Bowl Shape,Fitting / Mounting Type,Main Bowl Size,Material,Number of Tap Holes,Second Bowl Size,Depth (mm),Feature 15,Feature 16,Connection,Connection Size,Thread Standard,Thread Size,Maximum Operating Temperature,Application,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Style,Warranty,Sector,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Handle Type,Finish,Pack Quantity,Flush Type,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Fittings Included,Feature 17,Feature 18,Anti Slip,Grips/Handles,Weight,Mounting Type,Feature 19,Feature 20,Feature 21,Position,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Anti Slip Surface,Grips or Handles,Shape,Capacity Litre,Dimensions (L x W x D),Diameter,Attachment 6,Attachment 7,Attachment 8
20,PJ23347,Ideal Standard Orbit 21 2 tap hole countertop basin with overflow and chain 550mm White,Ideal Standard,208.41,"The Ideal Standard Orbit 21 550mm countertop washbasin is designed for installation on a vanity or countertop. Built in tough vitreous china, this basin includes two tap holes ready for your choice of taps.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Orbit 21 2 tap hole countertop basin with overflow and chain 550mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/47/J23347_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/J23347_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PB96675,"Saniflo Saniplus Up macerator pump for WC, basin, bidet and shower",Saniflo,528.5,"Ideal for your add-on en-suite bathroom, the Saniflo Saniplus UP macerator pump includes four inlets and a large tank capacity for effortless removal of waste from your toilet, basin, bidet and even from a high output power shower. With easy access for maintenance via a removable lid and easy installation when replacing existing Saniflo products, the Saniplus Up is a convenient choice for retrofit or new installation.","Commercial Plumbing/Commercial Plumbing.csv -> Saniflo Saniplus Up macerator pump for WC, basin, bidet and shower",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/75/NW-B96675_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B96675_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Saniflo_Pumps_Macerators_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Saniflo_Sani_Plus_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PD67382,"Saracen Non Concussive non-concussive wall mouted basin tap, 7 seconds",Saracen,49.64,"Modern, safe and reliable, the Saracen non-concussive, wall-mounted seven-second basin tap offers push operation, making it suitable for users with reduced mobility. Closing automatically after seven seconds of use, this tap helps to minimise water waste in unsupervised public bathrooms and changing rooms. Designed with a 100mm projection, this brass tap with chrome finish is supplied with red (hot) and blue (cold) indicator gaskets.","Commercial Plumbing/Commercial Plumbing.csv -> Saracen Non Concussive non-concussive wall mouted basin tap, 7 seconds",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/82/NW-D67382_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/D67382_Saracen_TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Saracen_Wall_Basin_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PJ23584,Armitage Shanks Contour 21+ doc M back to wall left handed rails Blue,Armitage Shanks,1278.8,"Doc M Contour 21+ back to wall left hand corner pack, rimless WC pan, water saving delay fill Conceala cistern with spatula lever, grab rails, hinged support rail with toilet roll holder, seat no cover with retaining buffers, copper tails on TMV3 mixer tap. Doc M pack, specifically designed to latest recommendations which call for the tap to be positioned more conveniently on the side of the basin closest to the seated user. These packs have a left hand or right hand single taphole basin specific to that need. Taps have copper tails as these are preferred in many applications. TMV3 approved basin mixer to help prevent scalding with integral thermostat to reduce Legionella risk. Water saving 4.5 or 6 litre cistern.",Commercial Plumbing/Commercial Plumbing.csv -> Armitage Shanks Contour 21+ doc M back to wall left handed rails Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/5_/lh/S0685_LH_wm.jpg,,,,,,Contour 21,N,S0685LI,Back to Wall Left Handed Rails,N,Delivered in one box,Further rail colour options,LABC approved,BS8300 compliant,Stainless Steel finish rails with Grey seat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PB45298,Center CB steel bath pack White,Center CB,208.95,This Center CB complete bathroom pack includes a pedestal basin and close coupled toilet with 6/3L dual flush along with a Nabis steel bath with hand grips and bolt-oneg set.,Commercial Plumbing/Commercial Plumbing.csv -> Center CB steel bath pack White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Centersuite 2012 Suite Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Wolseley_Plumbing_Heating_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PD02388,Ideal Standard Sandringham 21 back to wall toilet pan with horizontal outlet White,Ideal Standard,137.7,"Reliably simple, the Ideal Standard Kinloch back-to-wall toilet pan with gravity flush is part of the Sandringham 21 range, providing a smart, streamlined bathroom look and high quality build.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Sandringham 21 back to wall toilet pan with horizontal outlet White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/88/NW-D02388_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Armitage_Shanks_Sandringham_21_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Armitage_Shanks_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PD90009,Intatec Non Concussive  manual non-concussive time flow mixer tap,Intatec,200.58,"Suitable for use with Inta's range of thermostatic mixing valves, the Intatec manual mixer tap with adjustable temperature control combines user-friendly operation with economical water delivery. Supplying water with a simple press, this deck-mounted tap has a non-concussive action to automatically close after around 15 seconds, reducing water waste. For additional comfort, water temperature can be adjusted by twisting the control knob.",Commercial Plumbing/Commercial Plumbing.csv -> Intatec Non Concussive  manual non-concussive time flow mixer tap,,Manual mixer tapM8 retaining screwSealing washerRetaining plateRetaining nutCopper tailSealing washer,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/09/NW-D90009_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Intatec_NC230CP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Intatec_NC230CP_Spare_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Intatec_NC230CP_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PB79100,Cistermiser Hydraulic Control Valve Standard Flush Cntrl Valve,Cistermiser,141.25,"The Cistermiser hydraulic control valve is designed for use with a urinal-flushing cistern. Built with a hydraulic valve mechanism with no mains or battery power required, this standard pressure automatic urinal flush promotes hygiene and ensures constant cleanliness.",Commercial Plumbing/Commercial Plumbing.csv -> Cistermiser Hydraulic Control Valve Standard Flush Cntrl Valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/01/NW-B79100_B79101_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Cistermiser_Hydraulic_Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Cistermiser_Specification_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Cistermiser_Hydraulic_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Cistermiser_Hydra_Valve_HSLP_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PD61182,Rada Thermotap-3 thermostatic mixing tap with short lever,Rada,287.19,"Easy to use, the Rada Thermotap-3L thermostatic mixing tap has a 100mm lever control offering single sequential lever control from cold through to a pre-set maximum temperature. Installation of this deck-mounted tap is easy and quick while day-to-day care is equally simple thanks to the durable easy-clean chrome finish.",Commercial Plumbing/Commercial Plumbing.csv -> Rada Thermotap-3 thermostatic mixing tap with short lever,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/83/NW-D61182_D61183_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Rada_Thermotap_3_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/at/ic/Rada_Thermotap_3_Schematic.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_Thermotap_3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_Thermotap3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PC01171,Deva dual source sensor tap,Deva,308.4,"The Deva mono basin sensor tap offers convenient and hygienic water saving automatic operation. Made of brass with a chrome finish, this sensor tap is suitable for high pressure systems and ideal for public bathrooms.",Commercial Plumbing/Commercial Plumbing.csv -> Deva dual source sensor tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/71/NW-C01171_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_SENSOR2_D_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PB96673,Saniflo Saniflo Up macerator pump for WC,Saniflo,378.48,"The original Saniflo Up macerator pump unit is supplied complete with non-return valve and activated carbon filter to combat nasty odours. An ideal installation for a single toilet, the Up provides easy access for maintenance and simple installation, particularly when replacing an existing Saniflo product.",Commercial Plumbing/Commercial Plumbing.csv -> Saniflo Saniflo Up macerator pump for WC,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/73/NW-B96673_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Saniflo_Pumps_Macerators_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B96673_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Saniflo_Sanibroyeur_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PB98987,Ideal Standard Contour 21 close coupled cistern white 75mm projection,Ideal Standard,276.87,A 4.5L Ideal Standard Contour 21 delay fill siphon cistern for 750mm projection toilet bowls.,Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Contour 21 close coupled cistern white 75mm projection,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/87/NW-B98987_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour_21_S365401_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Close_Coupled_WC_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P310912,Honeywell Home TM200VP hw home tm200vp 3/4e 15mm therm-mix valv,Honeywell Home,116.28,"Helping to make showering safer for everyone, this thermostatic mixing valve with scald protection is made of brass and offers 15mm connections and NBR seals. Used for localised control adjacent to point of use outlets, this valve automatically cuts off the hot water inlet should the incoming cold supply fail, providing the hot water inlet temperature is at least 10K higher than that of the mixed water setting.",Commercial Plumbing/Commercial Plumbing.csv -> Honeywell Home TM200VP hw home tm200vp 3/4e 15mm therm-mix valv,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/13/NW-310912_310913_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Honeywell_Resideo_TM200VP_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PJ23334,Ideal Standard Profile 21 back to wall bowl horizontal outlet White,Ideal Standard,260.32,"Part of a contemporary, stylish range of bathroom furniture, the Ideal Standard Profile 21 back-to-wall toilet pan is highly durable, standing up to commercial or domestic use.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Profile 21 back to wall bowl horizontal outlet White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/34/NW-J23334_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Armitage_Shanks_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AS_Profile_21_1867_1_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PB62101,Ideal Standard Contour 21+ one tap hole basin mixer rim mounted Chrome CU-T,Ideal Standard,437.92,"Designed for one tap hole basins, this Ideal Standard Contour 21+ thermostatic basin mixer has single lever sequential operation to draw both hot and cold water for each use. Fitted with 15mm copper tails and a Laminar flow regulator with anti-vandal housing, this mixer tap also offers a 2LPM eco spray outlet.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Contour 21+ one tap hole basin mixer rim mounted Chrome CU-T,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/01/NW-B62101_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Monobloc_BasinTap_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour_21+_A6697AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PG73253,Pland Fife SAN6157 urinal with exposed sparge right hand waste 1800mm,Pland,596.44,"This Pland Fife trough urinal pack is supplied with plastic cistern and stainless steel sparge flushing pipe. The sparge is located below an integral valance and 2"" domed plastic urinal waste.",Commercial Plumbing/Commercial Plumbing.csv -> Pland Fife SAN6157 urinal with exposed sparge right hand waste 1800mm,,Trough urinal;Plastic cistern;Stainless steel sparge flushing pipe,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/56/NW-G73251_G73256_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pland_File_1511197291_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PB75900,Ideal Standard Birch cleaners sink 455mm White,Ideal Standard,583.97,"The Ideal Standard Birch 460mm cleaner's and laboratory sink with fitted bucket grating is made of robust fireclay with a white glazed finish. Suitable for use in laboratories, public buildings and schools, this sink can be mounted with legs and bearers for easy floor standing installation.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Birch cleaners sink 455mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/00/NW-B75900_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B75900_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PB62113,Ideal Standard Contour 21+ projection back to wall bowl rimless 75cm SmartGuard White,Ideal Standard,660.76,"The Ideal Standard Contour 21+ back-to-wall rimless toilet bowl incorporates improved rimless technology and is designed with a hydrophilic, smooth antibacterial glaze for clean, hygienic commercial use.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Contour 21+ projection back to wall bowl rimless 75cm SmartGuard White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/13/NW-B62112_B62113_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_S0438-3617-4066-6466_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PD06419,Saracen WhiffAway Waterless Urinals waterless powerballs (Pack of 50),Saracen,115.0,Saracen Waterless Urinal Power-Balls.  Tub of 50 Power-Balls.  Replacement Instructions provided.  Helpline provided for technical support.,Commercial Plumbing/Commercial Plumbing.csv -> Saracen WhiffAway Waterless Urinals waterless powerballs (Pack of 50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/19/NW-D06419_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ba/ll/Saracen_ChangingthePowerBall.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Whiffaway_PowerBall_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/ss/Saracen_D06416-D06419_ConvrsnProcess.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Saracen_D06416-D06419_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
