,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Colour,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Seasonal Space Heating Energy Efficiency %,Seasonal Space Heating Energy Efficiency Class,Output,Depth (mm),Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Flow Rate,Water Heating Energy Efficiency Class,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Dry Weight (kg),Boiler Bundles,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6
79,P115351,Worcester Bosch Heatslave II 2022+ 18/25 Greenstar heatslave II external 18/25 2022+,Worcester Bosch,3219.93,"Suitable for properties of most sizes, the floor standing Greenstar Heatslave II 18/25 provides reliable hot water and heating with high levels of efficiency. The oil-fired combi boilers in this range provide flow rates of up to 22LPM and have easy to access connections alongside a single-piece stainless steel primary baffle and cross firing burner for simple servicing and maintenance as well as reliability. Controlling the Heatslave II with the next-gen Heatronic 4i digital control unit provides users with accuracy as well as handy diagnostic information.",Boilers/Oil Boilers/Oil Boilers.csv -> Worcester Bosch Heatslave II 2022+ 18/25 Greenstar heatslave II external 18/25 2022+,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/52/115350_115352_wm.jpg,,Oil,Heatslave II 2022+,2 years,1.83 kg,A,N,,,25 kW,770,88.9,Floor Standing,7731600264,Oil Boiler,N,Cross firing burner,"One-piece baffle for quick, easy servicing",Easy-access oil and hydraulic connections,Front access for routine servicing,Pivoting expansion vessel for ease of access,"Robust, durable external cabinet",Cabinet blends into garden,Compatible with Greenstar Comfort controls,18 L/min,B,80/125mm room sealed flues up to 8M available,Plume management available up to 5M with conventional flexi-flue kits,A-rated efficiency,IP45 protection from water and dust,2 year warranty,,,,,,,,
80,P116296,Grant Vortex Pro External Combi 21 ErP high efficiency outdoor combi oil boiler,Grant,3005.11,"Helping to lower your carbon footprint and reduce fuel bills, the ErP A-rated Grant Vortex Pro External Combi 21 boiler is fitted with the brand's high performance larger sized heat exchanger and an ultra-reliable Riello RDB burner for compliancy with 2018 low NOx legislation. Providing heating and instant hot water on demand without the need for an additional water tank, this 21kW combi boiler is ideal for those family homes where space is limited thanks to its robust powder-coated casing and built-in frost protection that allow it to be sited in the garden or garage without any risk of adverse effects or additional maintenance requirements.",Boilers/Oil Boilers/Oil Boilers.csv -> Grant Vortex Pro External Combi 21 ErP high efficiency outdoor combi oil boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/98/116296_116298_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_Vortex_Pro_Ext_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_Vortex_Pro_Ext_Combi_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/_1/Grant_Vortex_Pro_Brochure_1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/gs/Grant_Vortex_Pro_Burner_Settings.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grant_Vortex_Pro_Ext_Combi_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/116296_ErP.pdf
81,P174962,Warmflow Agentis E21C external combi oil boiler 21kW,Warmflow,2678.48,"Designed specifically for outdoor use, the weather-protected 21kW output Warmflow Agentis E21C external combi boiler features an IP45 rated maintenance-free casing inside which you'll find the UK and Ireland's only AAA-rated oil boiler system. Featuring the latest Riello low NOx technology plus a 24L hinged expansion vessel, a highly efficient patented 32 plate heat exchanger and factory-fitted domestic hot water mini expansion vessel, the Agentis E21C can save up to 5L of fuel per week compared to other leading oil boilers.",Boilers/Oil Boilers/Oil Boilers.csv -> Warmflow Agentis E21C external combi oil boiler 21kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/63/174962_174963_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Warmflow_Agentis_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Warmflow_Agentis_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Warmflow_Agentis_E21C_ErP.pdf,,,
82,P174972,Warmflow Agentis Pro external combi oil boiler 26kW,Warmflow,3204.62,"Supplied complete with a fire valve and MagnaClean system, the Warmflow Agentis Pro 26kW external combi oil boiler offers reliability and performance thanks to its 32-plate heat exchanger and internal expansion vessel. AAA-rated, this oil boiler offers unbeatable levels of efficiency, reducing fuel consumption by more than 5L per week.",Boilers/Oil Boilers/Oil Boilers.csv -> Warmflow Agentis Pro external combi oil boiler 26kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_p/ro/E21 26 33 C PRO_wm.jpg,,Oil,Agentis Pro,5 Years (GB Only),226 Kg,A/A,N,,A,27 kW,700,-,Floor Standing,E26CPRO,Combi Boiler,N,Multi-directional flue,Weatherproof casing rated  to IP45,Includes Crossland oil filter,With Teddington fire valve,Includes Adey Magnacelan Pro 2 and 2x bottles of inhibitor,With 24L hinged expansion vessel,With 32 plate heat exchanger,Factory-fitted DHW mini expansion vessel,22 L/min,A,AAA rated,5 year warranty,,,,,,,,,,,
83,P117036,Grant Vortex Eco External System 15/21 external sealed system boiler 15/21kw,Grant,2160.66,"The steel-enclosed Grant Vortex Eco External 15/21 condensing boiler is tough and reliable, allowing for installation anywhere outside of the home and standing up to all conditions. With a multi-directional flue and extremely low noise levels, this unit makes installation easy and flexible while cutting edge components such as a Riello RDB low-NOx burner and Grant's own design stainless steel heat exchanger provide ErP A-rated efficiency and reliable operation even under the stresses of inclement weather.",Boilers/Oil Boilers/Oil Boilers.csv -> Grant Vortex Eco External System 15/21 external sealed system boiler 15/21kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/38/117036_117038_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grant_Vortex_Burner_Settings_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Grant_VortexEcoExternalSystem_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Vortex_Oil_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_Vortex_Oil-Boiler_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/117036_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_VortexEcoExternal_Installation.pdf
84,P114674,Worcester Bosch Greenstar 8000 Life GR8300iW 50 R NG regular boiler 50kW White,Worcester Bosch,2660.0,"The Worcester Bosch Greenstar 8000 Life GR8300iW 50 R NG condensing regular boiler is an ideal replacement for the award-winning Greenstar CDi Classic, providing the same high levels of reliability but with a contemporary new design that brings it in line with modern living. A whole host of features, including a digital control system and inbuilt diagnostics make operation and maintenance of this 50kW boiler easy while best ever A-rated efficiency and effectiveness is gained through a modulating fan, temperature sensors and direct burner ignition electrodes.",Boilers/Oil Boilers/Oil Boilers.csv -> Worcester Bosch Greenstar 8000 Life GR8300iW 50 R NG regular boiler 50kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/83/114674_114683_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar8000LifeRglr_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_8000_LifeStyle_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/114674_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114674_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar8000Life_Regular_Install.pdf,
85,P174941,Warmflow Agentis internal combi oil boiler 33kW,Warmflow,2902.83,"Supplied complete with a fire valve and MagnaClean system, the Warmflow Agentis Pro 33kW internal combi oil boiler offers reliability and performance thanks to its 32-plate heat exchanger and internal expansion vessel. AAA-rated, this oil boiler offers unbeatable levels of efficiency, reducing fuel consumption by more than 5L per week.",Boilers/Oil Boilers/Oil Boilers.csv -> Warmflow Agentis internal combi oil boiler 33kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/_c/I21 26 33 C_wm.jpg,,Oil,Agentis,2 years,221 Kg,A/A,N,,A,3.3 kW,602,-,Floor Standing,I33C,Combi Boiler,N,With Riello low NOx burner technology,With 24L hinged expansion vessel,With 32 plate heat exchanger,Factory-fitted DHW mini expansion vessel,"With 7-day, 2-channel programmer",Includes O-ring fittings,AAA rated,2 year warranty,24 L/min,A,,,,,,,,,,,,,
86,P112143,Firebird Envirolite Utility CR35 utility heat only elco burner low nox 35kW,Firebird,1624.09,"Ultra-quiet in operation and with a compact, under-counter fit, the Firebird Envirolite Utility CR35 internal regular boiler offers flexible installation with multiple tapping points and a multi-directional flue. ErP A-rated, this 35kW regular boiler has a reliable low-NOx burner and patented heat exchanger for fuel bill lowering efficiency and reduced maintenance. A great pick for larger households with multiple bathrooms, the Envirolite can be used in conjunction with water storage for generous, balanced hot water output.",Boilers/Oil Boilers/Oil Boilers.csv -> Firebird Envirolite Utility CR35 utility heat only elco burner low nox 35kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/43/112141_112143_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Firebird_Boiler_Handbook.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Firebird_Envirolite_Utility_ErP.pdf,,,,
87,P112142,Firebird Envirolite Utility CR26 utility heat only elco burner low nox 26kW,Firebird,1405.87,"Ultra-quiet in operation and with a compact, under-counter fit, the Firebird Envirolite Utility CR26 internal regular boiler offers flexible installation with multiple tapping points and a multi-directional flue. ErP A-rated, this 26kW regular boiler has a reliable low-NOx burner and patented heat exchanger for fuel bill lowering efficiency and reduced maintenance. A great pick for larger households with multiple bathrooms, the Envirollite can be used in conjunction with water storage for generous, balanced hot water output.",Boilers/Oil Boilers/Oil Boilers.csv -> Firebird Envirolite Utility CR26 utility heat only elco burner low nox 26kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/43/112141_112143_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Firebird_Boiler_Handbook.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Firebird_Envirolite_Utility_ErP.pdf,,,,
88,P174948,Warmflow Agentis Professional I21CPRO internal combi oil boiler 21kW,Warmflow,2926.71,"The UK and Ireland's only AAA-rated oil combi, the slimline Warmflow Agentis Professional I21CPRO internal combi boiler can save homeowners an impressive 5L of fuel per week compared to similar oil boilers. The unique design of the Agentis Professional incorporates an efficient 32 plate heat exchanger, 24L hinged expansion vessel, factory-fitted seven day dual channel programmer and eco-friendly Riello NOx burner technology. Easy to operate, this compact 21kW boiler has a low component count and push-in O-ring fittings for ease of maintenance and installation.",Boilers/Oil Boilers/Oil Boilers.csv -> Warmflow Agentis Professional I21CPRO internal combi oil boiler 21kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/48/174948_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Warmflow_Agentis_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Warmflow_Agentis_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Warmflow_Agentis_I21C_ErP.pdf,,,
89,P111872,Firebird Envirogreen Popular C58 boiler 44-58kW,Firebird,2357.43,"With flexible fitting options, the Firebird Envirogreen Popular C58 regular boiler is suitable for new installation or retrofit in a dedicated boiler house, garage or other outside building, freeing up interior space without compromising on comfort in the home. Efficient and reliable, this steel-cased 58kW boiler is packed with impressive features, including a low-NOx blue flame burner and patented heat exchanger for reduced maintenance and an ErP A rating.",Boilers/Oil Boilers/Oil Boilers.csv -> Firebird Envirogreen Popular C58 boiler 44-58kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/74/111871_111874_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Firebird_Envirogreen_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Firebird_Boiler_Handbook.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Firebird_Envirogreen_Popular_ErP.pdf,,,
90,P115361,Worcester Bosch Greenstar Danesmoor 25/32 2022+ external system boiler,Worcester Bosch,3243.09,"Suitable for heating most properties of most sizes, the Worcester Bosch Greenstar Danesmoor External System 25/32 2022+ system boiler is designed with a tough, weatherproof cabinet for installation outside the house, meaning there's no need to dedicate a whole kitchen cupboard to running your home heating. With a one-piece stainless steel primary baffle and cross firing burner, this 32kW system boiler offers high levels of efficiency and quick, easy servicing to help reduce running and maintenance costs.",Boilers/Oil Boilers/Oil Boilers.csv -> Worcester Bosch Greenstar Danesmoor 25/32 2022+ external system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/61/115359_115361_wm.jpg,,Oil,Greenstar Danesmoor,2 years,131 kg,A,N,,,32 kW,780,90.7,Floor Standing,7731600259,System Boiler,N,Floor standing design,With cross firing burner,Suitable for 30°C return temperature to suit modern heating designs,One-piece baffle for faster servicing,Lightweight design makes installation simple,With easy-access oil and hydraulic connections,Durable casing designed to blend into garden environments,80/125mm room sealed flues available in lengths of up to 8M,,A,Plume management up to 5M with conventional and flexi-flue kits available,ErP A-rated for efficiency,IP45 protection,2 year warranty,,115,,,,,,,
91,P115347,Worcester Bosch Heatslave II 2022+ 12/18 Greenstar heatslave II 12/18 2022+,Worcester Bosch,2903.9,"Suitable for properties of most sizes, the floor standing Greenstar Heatslave II 12/18 provides reliable hot water and heating with high levels of efficiency. The oil-fired combi boilers in this range provide flow rates of up to 22LPM and have easy to access connections alongside a single-piece stainless steel primary baffle and cross firing burner for simple servicing and maintenance as well as reliability. Controlling the Heatslave II with the next-gen Heatronic 4i digital control unit provides users with accuracy as well as handy diagnostic information.",Boilers/Oil Boilers/Oil Boilers.csv -> Worcester Bosch Heatslave II 2022+ 12/18 Greenstar heatslave II 12/18 2022+,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/49/115347_115349_wm.jpg,,Oil,Heatslave II 2022+,2 years,138 kg,A,N,,,18 kW,600,89.0,Floor Standing,7731600260,Oil Boiler,N,Cross firing burner,"One-piece baffle for quick, easy servicing",Easy-access oil and hydraulic connections,Front access for routine servicing,Pivoting expansion vessel for ease of access,Compatible with Greenstar Comfort controls,80/125mm room sealed flues up to 8M available,Plume management available up to 5M with conventional flexi-flue kits,15 L/min,B,A-rated efficiency,2 year warranty,,,,,,,,,,,
92,P117034,Grant Vortex Eco VTXSECO21/26 ERP utility boiler 21/26kw,Grant,2040.71,"Ideal for installation in utility rooms, the Grant Vortex Eco Utility boiler features the cutting edge Vortex stainless steel heat exchanger and up-to-the-minute Riello burner technology for reliable, efficient and powerful home heating. With a plain, simple casing, an easy to use control panel and straightforward pipework arrangement, this 26kW utility boiler provides hassle-free installation and is supplied with a factory-fitted expansion vessel and high efficiency circulating pump, doing away with the requirement for a feed and expansion tank in the loft.",Boilers/Oil Boilers/Oil Boilers.csv -> Grant Vortex Eco VTXSECO21/26 ERP utility boiler 21/26kw,,Boiler;Expansion vessel;Filling loop;Pressure gauge;Automatic air vent;Pressure relief valve;Circulating pump,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/35/117033_117035_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Vortex_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_Vortex_Eco_Installation.pdf,,,,
93,P112152,Firebird Envirogreen Kitchen C26 kitchen heat only elco burner low nox 20-26kW,Firebird,1588.82,"Compact enough to fit underneath a kitchen worktop and ultra-quiet in operation, the Firebird Envirogreen Kitchen C26 internal regular boiler is aesthetically designed to look good in any space and offers easy and flexible installation too. ErP A-rated, this 26kW regular boiler is fitted with a powerful low-NOx burner and patented heat exchanger for impressive levels of efficiency and low maintenance requirements. Ideal for larger households, the Envirogreen can be used in conjunction with water storage for reliable hot water output across two or more bathrooms.",Boilers/Oil Boilers/Oil Boilers.csv -> Firebird Envirogreen Kitchen C26 kitchen heat only elco burner low nox 20-26kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/53/112150_112153_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Firebird_Envirogreen_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Firebird_Boiler_Handbook.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Firebird_Envirogreen_Kitchen_ErP.pdf,,,
94,P174937,Warmflow Agentis I26S internal system oil boiler 26kW,Warmflow,1802.78,"Slimline and stylish, the Warmflow Agentis I26S internal system boiler offers a seamless finish in contemporary kitchen and utility room designs. Fitted with powerful components, including a patented heat exchanger, Riello low-NOx burner and reliable Grundfos pump, the Agentis internal range includes the only AA-rated oil boiler currently on the market, averaging a saving of 5L of fuel a week for lower fuel bills and reduced emissions.",Boilers/Oil Boilers/Oil Boilers.csv -> Warmflow Agentis I26S internal system oil boiler 26kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/37/174936_174937_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Warmflow_Agentis_I26S_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Warmflow_Agentis_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Warmflow_Oil_Boilers_Guide.pdf,,,
95,P111868,Firebird Envirogreen Heatpac C44 external boiler 35-44kW,Firebird,2752.46,"Offering all the same reliability and cutting edge features you've come to expect from Firebird but with added protection for outdoors installation, the Firebird Envirogreen Heatpac C44 external regular boiler is suitable for any outdoor location with no requirement for additional protection or housing. This 44kW, ErP A-rated boiler is fitted with a patented heat exchanger, frost protection stat and low-NOx blue flame burner for reliable and efficient operation even in harsh conditions.",Boilers/Oil Boilers/Oil Boilers.csv -> Firebird Envirogreen Heatpac C44 external boiler 35-44kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/70/111868_111870_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Firebird_Envirogreen_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Firebird_Envirogreen_Heatpac_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Firebird_Boiler_Handbook.pdf,,,
96,P117035,Grant Vortex Eco VTXSECO26/35 ERP utility boiler 26/35kw,Grant,2359.49,"Ideal for installation in utility rooms, the Grant Vortex Eco Utility boiler features the cutting edge Vortex stainless steel heat exchanger and up-to-the-minute Riello burner technology for reliable, efficient and powerful home heating. With a plain, simple casing, an easy to use control panel and straightforward pipework arrangement, this 35kW utility boiler provides hassle-free installation and is supplied with a factory-fitted expansion vessel and high efficiency circulating pump, doing away with the requirement for a feed and expansion tank in the loft.",Boilers/Oil Boilers/Oil Boilers.csv -> Grant Vortex Eco VTXSECO26/35 ERP utility boiler 26/35kw,,Boiler;Expansion vessel;Filling loop;Pressure gauge;Automatic air vent;Pressure relief valve;Circulating pump,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/35/117033_117035_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Vortex_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_Vortex_Eco_Installation.pdf,,,,
97,P116256,Grant Vortex Eco Utility 15/21 ErP floor standing utility boiler excluding flue,Grant,1576.22,"With its simplified design, including an uncomplicated pipework layout and fuss-free control panel, the Grant Vortex Eco Utility 15/21 automatic pressure jet oil boilers, is easy to install and particularly well-suited to utility room spaces. Featuring cutting edge internal components such as a Riello RDB low-NOx burner and Grant's own stainless steel heat exchanger, this boiler combines robustness with economy, helping to reduce costs with an ErP A rating while ensuring the best possible performance.",Boilers/Oil Boilers/Oil Boilers.csv -> Grant Vortex Eco Utility 15/21 ErP floor standing utility boiler excluding flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/58/116256_116258_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grant_Vortex_Burner_Settings_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/116256_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_VortexEcoUtility_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Grant_VortexEcoUtilitySystem_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Vortex_Oil_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_Vortex_Oil-Boiler_Technical.pdf
