,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Area (m2),Range,Warranty,Hazardous,Output (W),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Diameter,Dimensions (L x W x D),Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Connection Size,Material,Number of Ports,Depth (mm),Feature 17,Thickness,Connection Type,Operating Temperature,Sector,Model For Use With
86,P581372,JG Underfloor Speedfit foil faceboard 1250 x 600 x 25mm,JG Underfloor,25.72,"Ideal for new build or renovation projects, this JG Underfloor Speedfit overfit board is a low profile system featuring grooved foil-faced underfloor heating insulation panels. The panels are designed for the installation of 15mm tubing over existing timber floor structures.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor Speedfit foil faceboard 1250 x 600 x 25mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/72/581372_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/JG_Speedfit_UHF_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_PushFit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JG_Speedfit_Aura_UFH_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Speedfit_PushFit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Speedfit_UnderFloorHeating_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Speedfit_UFHeating_installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,P567624,Wavin Hep2O underfloor heating mains controlledneo thermotat White,Wavin,164.39,This Wavin Hep2O UFH mains control Neostat is designed to put you in control of your underfloor heating system. It is used alongside a controller to control up to eight zone centres via a handy app.,Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Wavin Hep2O underfloor heating mains controlledneo thermotat White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/24/567624_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Wavin_Hep2O_Guarantee_Statement.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Wavin_Hep2O_Underfloor_Heatng_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,P581479,JG Underfloor LowFit castelled panel 16mm 12mm pipe,JG Underfloor,10.98,"Designed for high output, low height underfloor heating systems, this JG LowFit 1250 x 600mm castellated panel has a 16mm depth. With castellations equally spaced at 50mm, the panel allows 12mm pipe to be securely and accurately clipped in, making installation fast and simple. An adhesive backing and overlapping alignment system makes securely laying panels completely hassle-free.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor LowFit castelled panel 16mm 12mm pipe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/79/NW-581479_wm.jpg,,,,,,,,Lowfit,,N,,JGLOWFIT16,Castellated Panel,N,Easy to install,Low profile 16mm panel for 12mm pipe,Total floor height including screed is 19 - 21mm,High performance,High heat output at low flow temperatures,"Compatible with 50, 100, 150 or 200mm castellation spacing for flexibility",,1250 x 600 mm,Open grid design for improved screed flow around pipes and castellations,"Peel-off adhesive backing film for easy, secure installation to sub-floor",Panels link via a simple overlap system for accurate alignment,Made from 100% recyclable material,,,,,,,,,,,,16mm,,,,
89,PP42083,Uponor Smatrix Pulse wave controller pulse x-265 6x uk,Uponor,283.72,"The Uponor Smatrix Wave Pulse controller offers total smart home control, allowing for individual area control of up to six individual zones while also providing central control of heating and cooling systems.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Uponor Smatrix Pulse wave controller pulse x-265 6x uk,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/83/NW-P42082_P42083_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Uponor_Smatrix_Wave_Pulse_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,P262498,Myson Floortec 3D large tackernail 58mm,Myson,67.31,"This 58mm long Myson Floortec 3D Tackernail is ultra-strong for the quick and reliable anchoring of Floortec underfloor heating pipework, even in solid floors. Made entirely from plastic, the Tackernail does away with the problem of sticky tape and the high number of barbs means there's no risk of nails lifting. To use, the pipe is positioned and the Tackernail is simply installed over the pipe using a Myson Floortec Tacker tool.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Myson Floortec 3D large tackernail 58mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/98/262498_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_UnderfloorHeating_Introduction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_25085Underfloor_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,P261914,Myson Floortec PUNCHPACK40 underfloor heating punch pack 40mtr2,Myson,1208.02,"This cost-effective and high quality Myson Floortec 40M² punch pack is designed for underfloor heating installations in a screeded floor. Supplied with Myson's unique Tackernails for easy installation straight out of the box and offering complete control via the included floor sensor, single zone control unit and thermostat, this all-in-one pack makes both fitting and using an underfloor heating system in a single room straightforward.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Myson Floortec PUNCHPACK40 underfloor heating punch pack 40mtr2,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/14/261913_261914_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/et/hr/29489 Packs-a-Punch A5 LeafletHR.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_UnderfloorHeating_Introduction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,P581492,JG Underfloor Lowfit JGLOWFITMAN12 12 port manifold stainless steel 12mm conns,JG Underfloor,482.99,"Distributing warm water via low profile pipework, the JG Underfloor LowFit 12mm 12-port UFH manifold is manufactured to a high level in tough stainless steel. Fitted using JG Speedfit push-fit connections, this manifold is easy and quick to install thanks to the supplied pre-mounted bracket and vibration isolation mount. Ready assembled, the LowFit UFH manifold is supplied complete with vital components including flow and return rails, an automatic air vent, adjustable flow meters and a fill valve. In addition, protective dust caps are supplied on the return rail, removable if circuit actuator valves are installed, allowing for the opening and closing of water flow around pipe loops.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor Lowfit JGLOWFITMAN12 12 port manifold stainless steel 12mm conns,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/92/NW-581492_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JG_LowFit_UFH_Manifold_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/JG_Underfloor_Heating_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,P206501,Beneath Heat 200m 16 x 2mm underfloor heating pipe,Beneath Heat,276.0,"A multilayer composite pipe, or MLCP, supplied in a length of 200M, this Beneath Heat 16 x 2mm underfloor heating pipe consists of five layers for reliable, resistant use.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Beneath Heat 200m 16 x 2mm underfloor heating pipe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/01/206501_wm.jpg,,,,,,,,,50 Years,N,,20016MLCP,MLCP,N,Five-layer design,For use in underfloor heating,50 year warranty,,,,680,660 x 680 x 200,,,,,,,,,,,,,,200,,16mm,,,,
94,PP10889,Rehau smart base 2.0 24V,Rehau,449.42,"Suitable for both domestic and commercial use, the Rehau NEA Smart 2.0 24V base unit offers flexible use in a range of applications. Attractively designed to fit well into a room's design, the NEA Smart system offers complete integrated control.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Rehau smart base 2.0 24V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/89/P10889_wm.jpg,,,,,,,,,5 Year,N,,328024-001,,N,Integrated control,"Quick, easy installation",Stylish design,White colour,5 year warranty,,,,,,,,,,,,,,,,,,,30 mm,,,,
95,P581452,JG Underfloor Speedfit wet room probe box,JG Underfloor,16.25,"This JG Underfloor Speedfit sensor box is used to control underfloor heating temperature in a wet room, bathroom or anywhere that moisture could cause problems. It is also suitable to control floor temperature where overheating might cause damage.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor Speedfit wet room probe box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/52/581452_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JGSpeedfit_Aura_Wireless_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/JG_Speedfit_UHF_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG UFH Fittings Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PP94693,Uponor thermostatic head and sensor,Uponor,147.32,"The Uponor SPI V4 thermostatic head and sensor can be used with compact control packs V3, V4 and V5.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Uponor thermostatic head and sensor,,Thermostatic head;Sensor,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/93/P94693_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Spares_List_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,P567616,Hep2O underfloor heating 16 zone control centre,Hep2O,252.38,"This Hep2O 16 Zone Control Centre is designed to work with wired or wireless thermostats to control a room's temperature, as part of a wider heating system.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Hep2O underfloor heating 16 zone control centre,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/16/567616_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Hep2o_Underfloor_Product-Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hep2O_16-zone_control_centre_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,P567629,Wavin Hep2O underfloor heating isolation valves 22mm,Wavin,46.3,These Hep2O 22mm composite manifold isolation valves are designed for use in screeded underfloor heating installations.,Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Wavin Hep2O underfloor heating isolation valves 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/29/567629_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Hep2o_Underfloor_Product-Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hep2O_UFH_Composite_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,P262969,Myson Floortec 99308PR 8 port premium manifold,Myson,521.73,"A compact eight port Myson Floortec premium manifold, built as the central point for your underfloor heating system. Supplied complete with fixtures and fittings for easier installation, the manifold is used to distribute the mixed water provided by a manifold control centre to each heating circuit.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Myson Floortec 99308PR 8 port premium manifold,,Manifold;Automatic air vent;Pressure gauge;Isolating valves;Flow meter adjustment key;Fibre washers;Mounting plugs;screws;Hose connection;Pipe inserts;Bend formers,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/73/262963_262973_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_UFH_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,P581428,JG Underfloor speedfit 2 port manifold 15mm conns,JG Underfloor,176.39,"Manufactured to the best possible quality, the JG Speedfit two zone underfloor heating manifold promises reliability and longevity. Manufactured in stainless steel, this manifold offers quick and easy installation thanks to its Speedfit push-fit connections, pre-assembled wall brackets and ready-fitted vibration isolation mounts and automatic air vent.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor speedfit 2 port manifold 15mm conns,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/28/581428_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG UFH Fittings Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_UFH_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,P206191,Beneath Heat saswell 230v lcd prog ostat,Beneath Heat,58.91,This Beneath Heat 230V programmable thermostat supplies intuitive 5/2 day programming of an underfloor heating via a simple LCD display.,Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Beneath Heat saswell 230v lcd prog ostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/91/206191_wm.jpg,,,,,,,,,,N,,SAS920WHL-7(P),Underfloor Heating Programmable Thermostat,N,230V,Offers 5/2 day programming,With LCD display,,,,,,,,,,,,,,,,,,,,,,,,,
102,P206154,Beneath Heat esbe t4 blend valve,Beneath Heat,176.72,"This Beneath Heat Esbe T4 100 x 150 x 90mm blending valve, also known as a mixing valve, is designed for UFH use.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Beneath Heat esbe t4 blend valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/54/206154_wm.jpg,,,,,,,,,,N,,ESBET4,Valve,N,For use in underfloor heating systems,,,,,,,100 X 150 X 90,,,,,,,,,,,,,,90,,,,,,
103,P581506,JG Underfloor JGTIME4BL hot water timer Black,JG Underfloor,59.47,"A simple control for hot water systems, the JG Underfloor 240v wired hot water timer in black offers a range of useful functions for convenience, comfort and protection. Stylishly designed to look good on any wall, this easy to install timer has a back plate designed for pre-fitting and a front plate that can remain uninstalled until all work is done, while standard pattress box sizing is ideal for renovation and new build projects. With an intuitive interface, this timer communicates with the hot water valve wired directly to the JG Underfloor wiring centre, making setting times and temperatures simple. App-compatible, this smart thermostat can be controlled remotely using your smartphone or digital home assistant.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor JGTIME4BL hot water timer Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/06/581506_wm.jpg,,,,,,,,,,N,,JGTIME4BL,Wired Hot Water Timer,N,Mains-wired,Easy to install and set up,7-day programme with 15-minute increments,4x on/off periods,Key lock function protects against unwanted programme changes,Hot Water Boost function boosts heat for 1 - 9 hours in low temperatures,,,Smartphone app compatible,Compatible with Alexa or Google Home voice control,,,,,,,,,,,,,,,,,,
104,P581483,JG Underfloor LowFit 3 port manifold stainless steel 12mm conns,JG Underfloor,198.2,"Manufactured to the best possible quality, the high performance JG Speedfit LowFit three port underfloor heating manifold promises reliability and longevity. Manufactured in stainless steel, this manifold offers quick and easy installation thanks to its Speedfit push-fit connections, pre-assembled wall brackets and ready-fitted vibration isolation mounts and automatic air vent. Suitable for left or right handed supplies, this manifold comes fully assembled with flow and return rails and with adjustable flow meters and a fill valve included. Protective dust caps on the return rail are suitable for removal, opening and closing flow to pipe loops for the installation of circuit actuator valves.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor LowFit 3 port manifold stainless steel 12mm conns,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/87/NW-581482_581487_wm.jpg,,,,,,,,Lowfit,2 Year,N,,JGLOWFITMAN3,Manifold,N,3 ports,Stainless steel construction,High performance,"Easy, quick install with 12mm Speedfit connections",Speedfit connections eliminate requirement for reducing adaptors,Pre-mounted brackets and vibration isolation mount for ease of installation,,,Integral automatic air vent eliminates the air that may impact circulation,Valves on return manifold compatible with thermoelectric heads,Rail valves on return rail for easy connection of circuit actuators,Suitable for left- or right-hand supply,Maximum working pressure 3 bar,Maximum test pressure 10 bar,Working temperature 30 - 55°C,2 year warranty,,,12 mm,Stainless Steel,3,,,,,,,
105,P213835,Beta pipe coil PERT-AL-PERT 16 mm x 200 mtr,Beta,183.6,This Beta five layer PERT-AL-PERT 16mm multilayer composite (MLCP) underfloor heating pipe is supplied in a 200M coiled length.,Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Beta pipe coil PERT-AL-PERT 16 mm x 200 mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/35/213835_wm.jpg,,,,,,,,,,N,,PAP16200,Pipe,N,With bend memory for ease of use,Allows zero oxygen ingress,WRAS approved,,,,,,,,,,,,,,,,,,,,,,,,,
106,P581489,JG Underfloor Lowfit JGLOWFITMAN9 9 port manifold stainless steel 12mm conns,JG Underfloor,386.55,"Distributing warm water via low profile pipework, the JG Underfloor LowFit 12mm 9-port UFH manifold is manufactured to a high level in tough stainless steel. Fitted using JG Speedfit push-fit connections, this manifold is easy and quick to install thanks to the supplied pre-mounted bracket and vibration isolation mount. Ready assembled, the LowFit UFH manifold is supplied complete with vital components including flow and return rails, an automatic air vent, adjustable flow meters and a fill valve. In addition, protective dust caps are supplied on the return rail, removable if circuit actuator valves are installed, allowing for the opening and closing of water flow around pipe loops.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor Lowfit JGLOWFITMAN9 9 port manifold stainless steel 12mm conns,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/89/NW-581489_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JG_LowFit_UFH_Manifold_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/JG_Underfloor_Heating_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,P206504,BHEAT 240M 16MM EVOH UFH PIPE RED WHITE,Beneath Heat,232.2,This Beneath Heat 16mm PERT EVOH five-layer barrier pipe is supplied in a 240M length. It is designed specifically for use in underfloor heating systems.,Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> BHEAT 240M 16MM EVOH UFH PIPE RED WHITE,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/04/206504_wm.jpg,,,,,,,,,,N,,240EVOH16,UFH Pipe,N,Flexible design,With 5x layers,Includes EVOH layer,Red colour,,,,,,,,,,,,,,,,,,,,,,,,
108,P213836,Beta pipe coil PERT-AL-PERT 16 mm x 500 mtr,Beta,466.2,"Supplied in a 500M coil, Beta PERT-AL-PERT 16mm five-layer multilayer composite pipe (MLCP) is designed for easy, hassle-free laying.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Beta pipe coil PERT-AL-PERT 16 mm x 500 mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/36/213836_wm.jpg,,,,,,,,,,N,,PAP16500-C,Pipe,N,For underfloor heating use,Bend memory for ease of use,Zero oxygen ingress,WRAS approved,,,,,,,,,,,,,,,,,,,,,,,,
109,P517314,JG Underfloor Speedfit underfloor heating single room control unit,JG Underfloor,490.34,"The JG Underfloor Speedfit underfloor heating control unit provides straightforward heating to a conservatory or room extension up to 30m². Pre-assembled and pre-wired, with Speedfit push-fit connections for quick, easy installation, this underfloor heating control can be plugged into any electrical socket or spur.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor Speedfit underfloor heating single room control unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/14/517314_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/JG_Underfloor_Product_Guide_Feb-2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,P261913,Myson Floortec PUNCHPACK20 underfloor heating punch pack 20mtr2,Myson,966.02,"This cost-effective and high quality Myson Floortec 20M² punch pack is designed for underfloor heating installations in a screeded floor. Supplied with Myson's unique Tackernails for easy installation straight out of the box and offering complete control via the included floor sensor, single zone control unit and thermostat, this all-in-one pack makes both fitting and using an underfloor heating system in a single room straightforward.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Myson Floortec PUNCHPACK20 underfloor heating punch pack 20mtr2,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/14/261913_261914_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_UnderfloorHeating_Introduction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,P567620,Hep2O UFH wireless programmable thermostat,Hep2O,116.84,This Hep2O wireless programmable thermostat gives homeowners control over their underfloor heating systems.,Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Hep2O UFH wireless programmable thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/20/567619_567620_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Hep2o_Underfloor_Product-Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hep2O_16-zone_control_centre_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,P581504,JG Underfloor 9 port JGUFHMAN9/3 manifold s/s 15mm connections,JG Underfloor,386.55,"Keeping underfloor heating pipework in one place, the JG Underfloor nine port manifold distributes warm water through pipe circuits for even warmth without hot spots. Manufactured in stainless steel to very high standards, this manifold offers quick, simple installation thanks to its JG Speedfit connections, integral air vent and fill valve and its pre-assembled wall bracket and vibration isolation mount. Additionally, pre-assembled flow rate indicators allow for the easy adjustment of flow and pipe circuit isolation. Protective dust caps on the return rail are suitable for removal, opening and closing flow to pipe loops for the installation of circuit actuator valves. Suitable for use with the JG Aura wiring centre and JG Aura heating controls, the JG Underfloor manifold can also be used for independent zone control.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor 9 port JGUFHMAN9/3 manifold s/s 15mm connections,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/04/NW-581504_wm.jpg,,,,,,,,9 port,2,N,,JGUFHMAN9/3,N/A,N,High performance stainless steel manifold with 9 ports,Easy to fit wall bracket and vibration isolation mount,Fast and simple push-fit connections (JG Speedfit),"Integral air vent, fill valve and adjustable flow meter",Versatile assembly for left or right-hand supply,Protective and removable dust caps,,120x336x605,Suitable for use with JG Speedfit PEX and polybutylene barrier pipe (inserts required),"Screw plugs, pipe inserts (STS) and collet clips supplied",Suitable for underfloor heating applications only,,,,,,,,15mm,Stainless Steel,9,60.5,,,,,,
