,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Fuel Type,Range,Hazardous,Seasonal Space Heating Energy Efficiency %,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Attachment 6,Boiler Bundles,Flow Rate,Warranty,Weight,Energy Rating,Water Heating Energy Efficiency Class,Output,Depth (mm),Efficiency (SAP 2009),Mounting Type,Feature 15,Feature 16,Feature 17,Feature 18,Max Vertical Level Flue Length (metres),Boiler Section,Boiler Range,Rated Heat Output (Prated or Psup),Seasonal Space Heating Energy Efficiency Class,Max High Level Flue Length (metres),Preset Pressure Relief Valve (Bar),Dry Weight (kg),Feature 19,Feature 20,Attachment 7,Attachment 8
20,P333156,Heatrae Sadia Amptec C1200 electric boiler only pack 12kW,Heatrae Sadia,959.0,"Helping homeowners to minimise waste, the Heatrae Sadia Amptec C1200 electric flow boiler is a reliable electric alternative to gas or oil-fired home heating. Ideal for use in challenging locations, like a loft room, conservatory or workshop, this 12kW boiler is suitable for connection to pressurised or open-vented systems and can be installed with existing radiators, thermostats and valves for easy conversion to electric. With no flue outlet or fuel tank to work with, the Amptec simplifies installation and makes siting easier compared to conventional heating solutions.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Heatrae Sadia Amptec C1200 electric boiler only pack 12kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/6_/pk/333154_56 PK_wm.jpg,,,,,,,Electric,Amptec,N,,333156 PK,Electric Flow Boiler - Standard Pack,N,"Compatible with standard radiators, programmer, pump, room thermostat and thermostatic radiator valves",Compact and lightweight,Suitable for use in pressurised or open-vented systems,Domestic hot water can be produced when installed with an indirect cylinder or separate direct cylinder,No flue and no fuel tanks means installation is flexible,"With no flue, no heat is wasted for 99.8% efficiency",Silent in operation,Front panel indicator shows boiler state,Solid state technology with no moving parts for a longer life,Soft start and zero volt switching avoids power surges,,,,,,333156,,,,,,,,,,,,,,,,,,,,,,,,,
21,P334490,Worcester Bosch Greenstar 21RI regular boiler pack with flue,Worcester Bosch,1055.0,"Providing reliable heating for small and medium sized homes, even those that experience problematic low water pressure, the Worcester Bosch Greenstar 21Ri ErP+ NG regular boiler is ErP A-rated for its high levels of frost-protected efficiency. And with the option to connect to Bosch's Greenskies solar panels and the Greenstore cylinder, this 21kW boiler could really help to improve the carbon footprint of a green-minded household. Easy to install, thanks to its compact footprint, the Greenstar Ri is supplied with a telescopic horizontal flue kit to help save on fitting time and trouble.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester Bosch Greenstar 21RI regular boiler pack with flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/pk/334486_50 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Gas_Consumer_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_9-24Ri_Regular_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/112405_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/WB_Greenstar_Ri_ErP+_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,P333192,Worcester Bosch Greenstar 4000 GR4700iW 24 S NG system boiler and flue 24kW,Worcester Bosch,1313.0,"Supplied with a flue, the Worcester Bosch Greenstar 4000 System GR4700iW 24 S NG system boiler pack offers easy wall mounting and a neat, attractive finish ideal for modern family homes. Providing excellent levels of performance, this 24kW system boiler has earned an ErP A rating for its energy efficiency and is designed with an intuitive, clear display panel for ease of operation and trouble-free error identification.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester Bosch Greenstar 4000 GR4700iW 24 S NG system boiler and flue 24kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/2_/pk/333186_333192_PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar_4000_Combi_Instal_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_4000System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/he/WB_GR4700iW_24_S_NG_ErP_Data_Fiche.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P333830,Worcester Bosch Greenstar 8000 Life GR8300iW 30 C NG combi boiler and flue pack 30kw,Worcester Bosch,1335.0,"Bring your heating and hot water system bang up to date with the Worcester Bosch Greenstar 8000 Life GR8300iW 30 C NG combi boiler. A direct replacement for the engineers' favourite CDi Classic, this ErP A-rated unit has all of those features that made the Classic so popular and much more besides. Easier to install, service and maintain, with a lighter lift weight and compatibility with the cutting edge Greenstar Intelligent Filling System, the 8000 Life is also simpler to use, offering an at-a-glance LCD display and the option to wirelessly connect to the smart Bosch EasyControl.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester Bosch Greenstar 8000 Life GR8300iW 30 C NG combi boiler and flue pack 30kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/pk/333826_30 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/333826-30_Worcester_TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/333826-30_Worcester_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P124843,Ideal Vogue Max 32 system boiler 32kW,Ideal,1438.11,"The installer-friendly Ideal Vogue Max 32 condensing system boiler is built in a single piece with a lower than average lift weight for a less stressful fitting job. Attractively designed, with a modern composite casing and concealed controls, this 32kW room-sealed boiler looks great in any space and is easy to use too thanks to a large backlit LCD display. Highly efficient, the Vogue Max is fitted with high quality components for reduced maintenance and a bill-busting ErP A rating.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Ideal Vogue Max 32 system boiler 32kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/43/124840_124843_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Vogue_Max_System_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/124843_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Consumer_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Logic_Max_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ideal_Vogue_Max_System_Spec_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ideal_Vogue_Max_System_Product_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P333660,Ideal Logic+ Combi C30 boiler and horizontal flue pack,Ideal,1037.0,"Part of the award-winning Logic range, the Ideal Logic+ Combi C30 boiler, provided with a horizontal flue, delivers highly efficient, ErP A-rated and Energy Saving Trust endorsed heating and hot water thanks to full modulation to low outputs and inbuilt protection from frost. Offering an output of 30kW, this boiler has a variety of flueing options, low lift weight and pre-formed copper tails for faster and more flexible installation, while its compact size allows for easy fitting in the average kitchen cupboard.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Ideal Logic+ Combi C30 boiler and horizontal flue pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/cl/ip/Logic+ Combi C24_clip_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Logic+Combi_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Logic+_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Logic+_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Logic_Plus_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P333088,Glow-worm Energy 25C energy 25c blr h/flue filter pack,Glow-worm,936.0,"Attractively designed to suit a modern interior, the Glow-worm Energy 25C combi boiler pack is compact enough to fit into the average kitchen cupboard. A convenient choice for any household, this 25kW wall-mounted combi boiler has a simple interface for ease of use and compatibility with a number of external controls. Using a robust aluminium heat exchanger, the Energy is highly efficient, earning it an ErP A rating, meaning that it has the potential to reduce waste and even energy bills. Supplied with a horizontal flue and a filter, this boiler has a rear flue option, making installation easier, with handy siting flexibility.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Glow-worm Energy 25C energy 25c blr h/flue filter pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/pk/333088_90PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Glow_worm_Energy_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_The_Energy_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Glow_worm_Energy7_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_TheEnergy_Compact_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Glow_worm_Independent_Merchant_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Glow_worm_Energy7_Operating_Instrcts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P334488,Worcester Bosch Greenstar 15RI regular boiler pack with flue,Worcester Bosch,965.0,"Providing reliable heating for small and medium sized homes, even those that experience problematic low water pressure, the Worcester Bosch Greenstar 15Ri ErP+ NG regular boiler is ErP A-rated for its high levels of frost-protected efficiency. And with the option to connect to Bosch's Greenskies solar panels and the Greenstore cylinder, this 15kW boiler could really help to improve the carbon footprint of a green-minded household. Easy to install, thanks to its compact footprint, the Greenstar Ri is supplied with a telescopic horizontal flue kit to help save on fitting time and trouble.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester Bosch Greenstar 15RI regular boiler pack with flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/pk/334486_50 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Gas_Consumer_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_9-24Ri_Regular_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/112403_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/WB_Greenstar_Ri_ErP+_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P333079,Worcester 4000 30 kW boiler flue & comfort pack,Worcester,1304.0,"Making specification and fitting simple, this complete boiler pack is built around the Worcester Bosch 4000 30kW boiler and a compatible flue.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester 4000 30 kW boiler flue & comfort pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/_b/333079_B_wm.jpg,,,,,,,,,N,,333079 PK,,N,All-in-one pack,For ease of specification,With flue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P333051,Vaillant Ecotec Plus 2 826 horizontal flue pack,Vaillant,1339.0,Make new installation and retrofit jobs easier with this complete boiler pack featuring the Vaillant ecoTEC Plus 2 826 boiler and a compatible horizontal flue.,Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Vaillant Ecotec Plus 2 826 horizontal flue pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/51/333051_wm.jpg,,,,,,,,Ecotec Plus 2,N,,333051 PK,,N,All-in-one pack,For ease of specification,With flue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P333102,Vaillant Ecotec Plus 2 826 boiler only pack,Vaillant,1242.0,"Connecting to a wide variety of controls, the updated Vaillant ecoTEC Plus 826 combi boiler can be operated via app meaning you never have to worry about coming home to a chilly house. Easy to install, maintain and service, this 26kW boiler has a smart internal layout with all vital components in easy reach. And because the ecoTEC's footprint and connections haven't changed, retrofitting in the same position as an old, worn boiler is simple. Offering ease of operation and inBUS technology, the ecoTEC Plus gives the homeowner ErP A-rated efficiency and the option to switch to LPG or, at a later date, hydrogen.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Vaillant Ecotec Plus 2 826 boiler only pack,,"Boiler, Connections, Documnets ;manuals",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/87/127377_127387_wm.jpg,,,,,,,Natural Gas / LPG,Ecotec Plus 2,N,,333102 PK,Combi Boiler,N,Compatible with plug-and-play myVAILLANT connect internet gateway,Connects to most Vaillant controls excluding timeSWITCH 150 and 160,Suitable for app control,Internal layout offers ease of access to major components,Easy installation and servicing,"Same dimensions, footprint, flue position and pipe connections as previous models",Simple semi-touchscreen interface,Guided commissioning and set-up wizard,Offers ease of navigation,Automatic quick conversion to LPG,No additional parts required for LPG,With IoniDETECT technology,Intelligent gas combustion monitoring for modulation range of up to 1:10,InBUS technology for accurate reading of flow rate and pressure differential via pump,,,10.6,5 Years,38.8kg,A,A,26 kW,352,TBC,Wall Hung,Compatible with up to 20% hydrogen mix,Compatible with all Vaillant accessories and technologies,5 year warranty,,,,,,,,,,,,,
31,P333649,Worcester Bosch Greenstar CDi Compact 32CDi NG combi boiler and horizontal flue pack,Worcester Bosch,1214.0,"Designed to supply reliable heating and hot water to properties with up to three bedrooms and two bathrooms, the Worcester Bosch Greenstar 32CDi NG Compact condensing combi boiler is supplied with a horizontal flue and pre-plumbed mounting jig for ease of installation in a kitchen cupboard. Providing an easy to understand commissioning and diagnostic display, this 32kW combi boiler provides both user and engineer with all the information they need for operation and maintenance, minimising the risk of errors and downtime. The Greenstar Compact is ErP A-rated for excellent levels of efficiency, however if installed with the Bosch EasyControl smart thermostat that rating is boosted to an A+.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester Bosch Greenstar CDi Compact 32CDi NG combi boiler and horizontal flue pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/pk/333648_50 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Worcester_WM-gas-combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Worcester_CDi Compact_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
