,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Material Type,Pack Quantity,Range,Hazardous,Material,Size,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Thickness,Feature 7,Feature 8,Feature 9,Connection Size,Connection Type,Diameter,Warranty,Weight,Drainage Product Type,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Standards,Application
28,PM97911,JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 53-59mm,JET Range,3.69,"Offering excellent versatility, this JET Range twin screw rubber-lined pipe clip for 53 - 59mm pipes incorporates a phthalate-free EPDM rubber strip, allowing grip range to be extended while offering acoustic suppression, reducing noise transference through pipework. Compatible with plastic, copper and stainless steel pipes, the EPDM rubber has a rounded leading edge for easier pipework installation without the issue of the rubber being pulled out of the clip. Thanks to its BZP steel construction and strengthening ribs, the clip is able to handle high load weights with no deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 53-59mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/23/NW-M97904_M97923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97904 - M97923_RL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PM97912,JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 60-66mm,JET Range,3.69,"Offering excellent versatility, this JET Range twin screw rubber-lined pipe clip for 60 - 66mm pipes incorporates a phthalate-free EPDM rubber strip, allowing grip range to be extended while offering acoustic suppression, reducing noise transference through pipework. Compatible with plastic, copper and stainless steel pipes, the EPDM rubber has a rounded leading edge for easier pipework installation without the issue of the rubber being pulled out of the clip. Thanks to its BZP steel construction and strengthening ribs, the clip is able to handle high load weights with no deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 60-66mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/23/NW-M97904_M97923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97904 - M97923_RL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PM97922,JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 151-164mm,JET Range,10.48,"Offering excellent versatility, this JET Range twin screw rubber-lined pipe clip for 151 - 164mm pipes incorporates a phthalate-free EPDM rubber strip, allowing grip range to be extended while offering acoustic suppression, reducing noise transference through pipework. Compatible with plastic, copper and stainless steel pipes, the EPDM rubber has a rounded leading edge for easier pipework installation without the issue of the rubber being pulled out of the clip. Thanks to its BZP steel construction and strengthening ribs, the clip is able to handle high load weights with no deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 151-164mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/23/NW-M97904_M97923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97904 - M97923_RL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PM97907,JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 26-30mm,JET Range,0.7,"Offering excellent versatility, this JET Range twin screw rubber-lined pipe clip for 26 - 30mm pipes incorporates a phthalate-free EPDM rubber strip, allowing grip range to be extended while offering acoustic suppression, reducing noise transference through pipework. Compatible with plastic, copper and stainless steel pipes, the EPDM rubber has a rounded leading edge for easier pipework installation without the issue of the rubber being pulled out of the clip. Thanks to its BZP steel construction and strengthening ribs, the clip is able to handle high load weights with no deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 26-30mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/07/NW-M97907_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97904 - M97923_RL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P637078,Lawton Tube MUN single cast munsen ring M10 42mm Brass,Lawton Tube,6.81,"Made of copper with a brass finish, this Lawton Tube MUN 42mm munsen ring is designed for use as a tube support on ceilings and walls. Copper is a cost effective solution for a wide range of pipework applications.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Lawton Tube MUN single cast munsen ring M10 42mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/82/NW-637074_637082_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_Plumbing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P637079,Lawton Tube MUN single cast munsen ring M10 54mm Brass,Lawton Tube,10.18,"Made of copper with a brass finish, this Lawton Tube MUN 54mm munsen ring is designed for use as a tube support on ceilings and walls. Copper is a cost effective solution for a wide range of pipework applications.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Lawton Tube MUN single cast munsen ring M10 54mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/82/NW-637074_637082_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_Plumbing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P637086,Lawton Tube MUN single munsen ring M10 22mm Chrome Plated,Lawton Tube,4.03,"Made of copper with a chrome finish, this Lawton Tube MUN 22mm munsen ring is designed for use as a tube support on ceilings and walls. Copper is a cost effective solution for a wide range of pipework applications.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Lawton Tube MUN single munsen ring M10 22mm Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/90/NW-637085_637090_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_Plumbing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PM98919,"M Greenaway And Son MS single ring metric 1/2"" Black",M Greenaway And Son,2.28,"Made of blackheart malleable iron, this M Greenaway And Son self-colour 1/2"" single ring has been designed to support BS EN 10255 steel pipework, formerly BS 1387, and is produced in accordance with the prior BS 1494 specification in relation to dimensions and material.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> M Greenaway And Son MS single ring metric 1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/29/NW-M98919_M98929_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_MG0402M_MS0402M_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Malleable_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_Malleable_Range_Size.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P670086,"JET Range cushion clamp 1.1/8"" (Pack of 10)",JET Range,60.28,"These JET Range 1 1/8"" cushion clamps are ideal for supporting copper refrigerant tube, particularly in multiple pipe runs. They have a zinc dichromate plating for excellent resistance to corrosion resistance while polymer inserts ensure positive grip, absorbing shocks and vibrations and preventing galvanic corrosion.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range cushion clamp 1.1/8"" (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/91/NW-670080_670091_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Install_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/am/ps/Jet_Cushion_Clamps.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P511045,Center CB spacer for hinged wrap-over clip,Center CB,0.09,"This Center CB spacer for 28mm single and double open clips is designed to meet the requirements of the Water Bye-laws, providing an additional stand-off distance of 22mm from the wall, ensuring space of for pipe insulation.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Center CB spacer for hinged wrap-over clip",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/45/NW-511045_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Center_CB_LTD_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P670080,"JET Range cushion clamp 1/4"" (Pack of 10)",JET Range,37.57,"These JET Range 1/4"" cushion clamps are ideal for supporting copper refrigerant tube, particularly in multiple pipe runs. They have a zinc dichromate plating for excellent resistance to corrosion resistance while polymer inserts ensure positive grip, absorbing shocks and vibrations and preventing galvanic corrosion.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range cushion clamp 1/4"" (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/91/NW-670080_670091_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Install_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/am/ps/Jet_Cushion_Clamps.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PM98925,"M Greenaway And Son MS single ring metric 2.1/2"" Black",M Greenaway And Son,8.83,"Made of blackheart malleable iron, this M Greenaway And Son self-colour 2 1/2"" single ring has been designed to support BS EN 10255 steel pipework, formerly BS 1387, and is produced in accordance with the prior BS 1494 specification in relation to dimensions and material.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> M Greenaway And Son MS single ring metric 2.1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/29/NW-M98919_M98929_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Malleable_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_Malleable_Range_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_MG1602M_MS1602M_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P597034,"Flamco RKW supaplate 35mm 1"" White",Flamco,0.59,"Providing a neat finish to any installation this Flamco RKW 35mm white pipe escutcheon plate conceals messy pipe holes in walls, floors or ceilings.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Flamco RKW supaplate 35mm 1"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/35/NW-597030_597035_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Flamco_Domestic_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,P511311,Talon TD double hinged wrap-over pipe clip 22mm,Talon,0.67,"Easy to fit, this Talon TD 22mm double clip requires just one central screw fixing and is designed for use alongside a Talon pipe cover. Made of high quality polypropylene, this hinged clip securely locks a pipe into place, offering a 360° fixing. A range of hinged clips in a variety of sizes can be connected together via the dovetail for equal pipe spacing.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Talon TD double hinged wrap-over pipe clip 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/11/NW-511310_511311_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Talon_Hinged_Clips_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PM97917,JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 102-111mm,JET Range,8.22,"Offering excellent versatility, this JET Range twin screw rubber-lined pipe clip for 102 - 111mm pipes incorporates a phthalate-free EPDM rubber strip, allowing grip range to be extended while offering acoustic suppression, reducing noise transference through pipework. Compatible with plastic, copper and stainless steel pipes, the EPDM rubber has a rounded leading edge for easier pipework installation without the issue of the rubber being pulled out of the clip. Thanks to its BZP steel construction and strengthening ribs, the clip is able to handle high load weights with no deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 102-111mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/23/NW-M97904_M97923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97904 - M97923_RL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,P637077,Lawton Tube MUN single cast munsen ring M10 35mm Brass,Lawton Tube,5.51,"Made of copper with a brass finish, this Lawton Tube MUN 35mm munsen ring is designed for use as a tube support on ceilings and walls. Copper is a cost effective solution for a wide range of pipework applications.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Lawton Tube MUN single cast munsen ring M10 35mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/82/NW-637074_637082_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_Plumbing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT82143,Jubilee Original hose clip 13-20mm Stainless Steel,Jubilee,1.96,"Made of zinc-protected mild steel, this Jubilee Original range clip offers a clamping size of 13 - 22mm and is suitable for joining hose in a wide range of applications, from automotive industry and the automotive aftermarket to the agricultural sector, including irrigation and farm machinery, from pneumatic and hydraulic use in the industrial sector through to hardware, DIY and construction.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Jubilee Original hose clip 13-20mm Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/43/NW-T82143_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Lit-Jubilee-Original-Range_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
