,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Connection Size,Diameter,Warranty,Hazardous,Energy Efficiency Class,Material,Mounting Type,Supplier Product Code,Type,WEEE Compliant,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Range,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Colour,Connection Type,Pressure,Voltage (V),Weight,Overheat Protection,Direct / Indirect,Insulation Type,Application,Feature 15,Grade,Pack Quantity,Feature 16
55,P175934,ThermaQ Evocyl high efficiency indirect slim cylinder 180ltr,ThermaQ,725.66,"Ideal for those properties where space is at a premium, the lightweight 180L ThermaQ Evocyl slimline indirect cylinder has been designed to fit into even the snuggest of spots. With a nominal diameter of just 475mm, the slimline Evocyl might be small but it still packs the same punch as its larger cousins, with a corrosion-resistant duplex stainless steel build, thick insulation for impressive heat retention and an efficient coil promising high levels of efficiency and mains pressure hot water.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> ThermaQ Evocyl high efficiency indirect slim cylinder 180ltr,,Cylinder;Cold water inlet set;15 x 22mm tundish;Temperature and pressure relief valve;Expansion vessel;Expansion vessel bracket;Compression nut connection for expansion vessel;Immersion heaters;Instructional manual;Benchmark log book,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/35/175931_175935_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/ThermaQ_OHS-MS Policy 4.2_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/ThermaQ_Evocyl July 15_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/_s/ThermaQ_OHS-MS_Policy_4-2_H_S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/ThermaQ_Evocyl_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/ThermaQ_evocylmanual_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/ThermaQ_Cylinder_Product_Guide_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/ThermaQ_Evocyl_Brochure_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,P175902,ThermaQ Evocyl high efficiency indirect efficiency direct universal cylinder 150ltr,ThermaQ,718.06,"Designed for reliability and long life, the 150L ThermQ Evocyl indirect cylinder has been built using corrosion-resistant duplex stainless steel and high quality internal components manufactured to the highest standards for fast hot water delivery to multiple outlets. The Evocyl is full insulated with thick CFC-free lagging and contains an extremely efficient primary coil to ensure excellent heat retention and fast recovery while minimising waste.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> ThermaQ Evocyl high efficiency indirect efficiency direct universal cylinder 150ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/06/175900_175906_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/ThermaQ_OHS-MS Policy 4.2_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/ThermaQ_Evocyl July 15_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/_s/ThermaQ_OHS-MS_Policy_4-2_H_S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/ThermaQ_Evocyl_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/ThermaQ_evocylmanual_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/ThermaQ_Cylinder_Product_Guide_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/ThermaQ_Evocyl_Brochure_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,P174793,CenterStore Slim direct unvented cylinder 170L,CenterStore,695.53,"Manufactured to the brand's reliably high standards, the 170L capacity Centerstore Slimline unvented cylinder is designed with a 475mm diameter, making it perfect for installation where space is at a premium or in homes with narrow doors. This reliable cylinder is made of tough Duplex stainless steel with thick polyurethane lagging to help maximise heat retention, while high quality components supply fast hot water to a home's outlets.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> CenterStore Slim direct unvented cylinder 170L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/4_/v2/174791_174794_v2_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/CenterStore Direct External Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/ds/CenterStore_Slimline_Cylinders_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,P128770,Gledhill Stainless Pro D90 direct cylinder 90ltr,Gledhill,465.44,"Supplying mains pressure hot water, the 91L capacity Gledhill Stainless Pro D90 direct unvented hot water storage cylinder comes with full NSF WRC independent approvals and G3 package. Designed with SAP in mind, the Stainless Pro boasts extremely high levels of efficiency thanks to effective lagging and a specialist corrugated coil for improved re-heat performance. Built using robust duplex stainless steel, this tough, reliable cylinder is designed for longevity.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Gledhill Stainless Pro D90 direct cylinder 90ltr,,Unvented hot water storage cylinder;Cold water inlet PRV combination valve/expansion relief;Pressure ;temperature relief valve;Control thermostat;Energy cut-out thermostat;Tundish;Drain valve;3kW Immersion heater including control ;cut out thermostats;Ex,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/76/128770_128776_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Gledhill_Stainless Pro_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Gledhill_Stainless Pro_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,P119531,UK Cylinders Elite Cyl cylinder indirect slimline unvented 90ltr,UK Cylinders,499.95,"Measuring just 475mm in diameter, the UK Cylinders 90L Elite Cyl Slimline indirect cylinder provides high performance hot water delivery in a package suitable for homes where every inch counts. Designed to stand the test of time, this robustly built Duplex stainless steel cylinder is fitted with high quality components, helping to minimise maintenance costs while maximising performance and reliability.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Elite Cyl cylinder indirect slimline unvented 90ltr,,Cylinder;Casing;Mechanical cylinder stat;Immersion heater;Nuts;Olives,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/35/NW-119531_119535_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,P174794,CenterStore Slim direct unvented cylinder 200L,CenterStore,757.84,"Manufactured to the brand's reliably high standards, the 200L capacity Centerstore Slimline unvented cylinder is designed with a 475mm diameter, making it perfect for installation where space is at a premium or in homes with narrow doors. This reliable cylinder is made of tough Duplex stainless steel with thick polyurethane lagging to help maximise heat retention, while high quality components supply fast hot water to a home's outlets.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> CenterStore Slim direct unvented cylinder 200L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/4_/v2/174791_174794_v2_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/CenterStore Direct External Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/ds/CenterStore_Slimline_Cylinders_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,P128739,Gledhill StainlessLite Plus Indirect indirect slimline cylinder 210ltr Stainless Steel,Gledhill,956.77,"Suitable for use with a conventional boiler and electric power supply, the 210L Gledhill StainlessLite Plus Indirect uses a high efficiency corrugated tube coil which is connected to the boiler for faster recovery times and mains pressure delivery. Insulated using thick HCFC-free foam with an ODP of zero and GWP of 2, this highly efficient slimline cylinder is made of reliably tough duplex stainless steel for a longer working life and, with all safety and control devices in place, it's quick and easy to fit. Suitable for open-vented and sealed pumped primary systems, the StainlessLite Plus will require a dedicated energy cut-out overheat thermostat if used in a sealed heating system.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Gledhill StainlessLite Plus Indirect indirect slimline cylinder 210ltr Stainless Steel,,Cylinder;Hot water draw off;Temperature ;pressure relief valve;Hot water secondary return 22mm;Immersion heater;22mm cold supply compression;Dual control/overheat stat pocket;Primary return;Primary flow,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/39/NW-128739_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/_m/Gledhill_StainlessLite_Plus_Instal_M.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Gledhill_StainlessLite_Plus_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Gledhill_StainlessLite_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P178556,Heatrae Sadia Megaflo Eco unvented direct cylinder 300ltr,Heatrae Sadia,1565.69,"Part of a range favoured by installers and homeowners alike, the Heatrae Sadia Megaflo Eco 300L direct unvented cylinder reduces energy consumption without compromising on hot water power, giving you all the flow you need for uninterrupted showering, fast bath filling and stress-free dishwashing. Made right here in the UK from hardwearing corrosion-resistant duplex stainless steel, the almost maintenance-free Megaflo Eco is supplied with a lifetime guarantee so you need never worry about going without hot water. With an internal expansion system, installation of the Megaflo Eco is quick and easy with a neater, more compact finish.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Heatrae Sadia Megaflo Eco unvented direct cylinder 300ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/56/178550_178556_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HeatraeSadia_Megaflo_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Megaflo_Issue9_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Megaflo_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_Direct_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HeatraeSadia_MegafloEco_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/t2/Megaflo_Eco_Direct2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,P175962,ThermaQ Evocyl high efficiency indirect efficiency direct pre-plumbed single zone cylinder 180ltr,ThermaQ,1129.36,"A reliable, hardwearing and powerful option for domestic hot water, the pre-plumbed ThermaQ Evocyl 180L single zone indirect cylinder is manufactured to the very highest standards using tough duplex stainless steel for corrosion-free use for years to come. Equipped with cutting-edge components and insulated with thick CFC-free lagging, the Evocyl promises reduced heat loss, fast recovery and high levels of efficiency for hot water you can rely on.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> ThermaQ Evocyl high efficiency indirect efficiency direct pre-plumbed single zone cylinder 180ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/64/175961_175964_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/ThermaQ_OHS-MS Policy 4.2_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/ThermaQ_Evocyl July 15_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/_s/ThermaQ_OHS-MS_Policy_4-2_H_S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/ThermaQ_Evocyl_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/ThermaQ_evocylmanual_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/ThermaQ_Cylinder_Product_Guide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,P113885,UK Cylinders Elite Cyl direct slimline unvented cylinder 120ltr,UK Cylinders,440.51,"Ideal for homes where storage space is at a premium or access is tight, the UK Cylinders Elite Cyl 120L slimline unvented direct cylinder offers the same high performance as other Elite Cyl units but measures just 475mm in diameter. Made of Duplex stainless steel and fitted with quality components, this cylinder is built to last.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Elite Cyl direct slimline unvented cylinder 120ltr,,Cylinder;Casing;Mechanical cylinder stat;Immersion heater;Nuts;Olives,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/88/NW-113883_113888_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,P128738,Gledhill StainlessLite Plus indirect slimline cylinder 180ltr Stainless Steel,Gledhill,905.08,"Delivering mains pressure hot water convenience the slimline 180L Gledhill StainlessLite Plus indirect cylinder has been built using high quality duplex stainless steel for robust longevity. Insulated in HCFC-free foam insulation  with zero ODP and low GWP plus Section G3 compliance, this building regs-friendly cylinder is ideal for new builds and refits, promising safe operation and good efficiency without compromising on performance. Built with height-restricted spaces in mind, the horizontal StainlessLite Plus makes installation simple, even in the most awkward spots.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Gledhill StainlessLite Plus indirect slimline cylinder 180ltr Stainless Steel,,Cylinder;Cold water inlet PRV combination valve/expansion relief;Lift up pressure ;temperature relief valve;Control thermostat;Energy cut-out thermostat;Energy cut-out motorised valve;Tundish;3kW Immersion heater including control ;cut out thermostats;Dr,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/38/128736_128738_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Gledhill_StainlessLitePlusI6_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Gledhill_StainlessLite_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,P113881,UK Cylinders Elite Cyl indirect unvented cylinder 500ltr,UK Cylinders,1411.13,"Manufactured in Great Britain, the UK Cylinders Elite Cyl 500L unvented indirect cylinder is made of robust duplex stainless steel and contains highly reliable components designed to supply fast flowing water to all outlets. This well-designed cylinder promises reduced standing heat losses and quick recovery times while handy features such as compression connections make installation quick and simple.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Elite Cyl indirect unvented cylinder 500ltr,,Cylinder;Casing;Mechanical cylinder stat;Immersion heater;Nuts;Olives,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/82/NW-113873_113882_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
