,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Pack Quantity,Voltage (V),Hazardous,Setting Range,Dimensions mm (H x W x D),Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Attachment 2,Switch Type,Operating Temperature Range (C),Range,Attachment 3,Attachment 4,Attachment 5,Connection,Connection Size,Connection Type,Material,Thread Size,Working Pressure,Maximum Operating Temperature,Number of Ports,Operator Type,Seal Material,Size,Colour,Attachment 6,Connection Gender,Standards,Feature 11,Operating Temperature,Attachment Type,Pipe Diameter,Pressure Rating,Attachment 7,Material Type,Min Outlet Pressure,Max Outlet Pressure,Feature 12,Feature 13,Feature 14,Feature 15
86,P170123,Ideal Heating Halo heat and system RF,Ideal Heating,210.25,"A wireless room thermostat, the Ideal Halo Heat and System RF is specifically designed to work alongside an existing Ideal boiler. Fast and flexible, Halo provides homeowners with a raft of useful features for complete control over heating and hot water delivery all via a large, easy-read colour screen.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Ideal Heating Halo heat and system RF,,Thermostat;Combi PRT display unit;PRT rear housing;Trim plate;Desk stand;Smart wiring centre;Smart interface;Smart interface bracket;Install/user guides;Wiring diagrams;Zone valve labels;4x AA batteries;Screws;Rawl plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/23/170123_wm.jpg,,,624,N,5 - 30°C,96x95x27,222141,Thermostat,N,Domestic,"Compatible with Logic Heat H and H IE, System S and S IE and Logic+ Heat H and System S boiler","Suitable for Logic Max Heat H and H IE, System S and S IE, Keston System",Vogue System and Vogue GEN2 System units,Suitable for Vogue Max System and System IE boilers,Easily adjustable schedule,With innovative smart wiring centre with wireless connection to smart interface,"Large, clear full colour screen",Clearly marked colour-coded connections for ease of wiring,Designed in the UK,ErP Compliant,,"halos don’t have a switch type as there is no on or off, it has opentherm and a dial on the front",05 to 30,Halo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,P307270,"ESBE 3 way valve 2"" cv=40 dn50",ESBE,192.18,"Suitable for mixing or diverting, this ESBE series VRG130 three way valve with 50mm Rp thread is made of robust brass for use in heating and cooling installations. This valve combines well with ESBE actuators and controllers.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> ESBE 3 way valve 2"" cv=40 dn50",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/70/NW-307269_307270_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Esbe_VRG130_Series_Mixing_Valve_Tech.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_VRG_VRB_Building_Declaration.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Esbe_VRG130_Mixing_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_VRx_Mixing_Valve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,P312146,Honeywell 4 port valve dn20 22mm kv=2.5,Honeywell,102.01,This Honeywell small linear valve with 22mm connections is for use in combination with small electric linear valve actuators and thermoelectric actuators to control hot and/or chilled water in fan coil units and small reheaters or recoolers in electric or electronic temperature control systems.,Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Honeywell 4 port valve dn20 22mm kv=2.5,,Linear valve;Adjustment cap,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/46/NW-312146_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Honeywell_V5822A_5823A-C_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,P350184,"Belimo 3-way valve RP 1.1/2"" KV=16",Belimo,221.9,"This Belimo three way characterised control valve with 1 1/2"" Rp internal thread is suitable for closed cold and warm water systems. It is used for modulating control of air-handling and heating systems on the water side.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Belimo 3-way valve RP 1.1/2"" KV=16",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/84/NW-350184_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Belimo_R3015-20-25-40-58-S1-S4_Tech.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_R2-S_R3-S_Installation.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Belimo_Characterised_Ctrl_ValveGuide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Belimo_AHU_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_R20-R30_DN15-32_EUDeclaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,P307008,ESBE 3F 3port flanged iron valve 50mm kv60,ESBE,326.54,"Supplied with a 50mm PN6 flange connection, this ESBE series 3F three-way mixing valve is made of a robust cast iron suitable for heating and cooling installations. Mixing or diverting up to 6 bar, this valve is ideal for use with ESBE actuators and controllers.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> ESBE 3F 3port flanged iron valve 50mm kv60,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/09/NW-307008_307009_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_F_Series_Installation.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Esbe_3F_Series_Mixing_Valve_Tech.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_3F_4F_Mixing_Valve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,P302612,"Schneider Electric MB 3 port low pressure hot water valve 1 "" cv=8.0",Schneider Electric,262.02,"Supplied with 1"" female BSP connections, this Schneider Electric MB three port rotary-shoe type valve is suitable for use as a mixing or diverting valve in hot or chilled water in heating, ventilating and air conditioning applications. This valve can be driven by the RM or XRM range of actuators or the MD10/MD20 range of damper actuators, if used in connection with a linkage kit.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Schneider Electric MB 3 port low pressure hot water valve 1 "" cv=8.0",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/15/NW-302611_302615_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/SE_Valves_Actuators_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/SE_MB_MBF_RotaryShoeValv_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,P310790,Honeywell 3 port medium pressure hot water 40mm cv=25.0,Honeywell,212.52,"This Honeywell linear single seated control or shut-off valve for hot water and chilled water has 40mm connections. It is suitable for use in heating, ventilation and air conditioning systems and in open circuits.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Honeywell 3 port medium pressure hot water 40mm cv=25.0,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/90/NW-310790_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Honeywell_V5013R_Technical.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Honeywell_V5011_V5013_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,P120081,Vaillant sensoHOME control unit,Vaillant,156.0,"Designed to blend seamlessly into the home, the Vaillant SensoHOME control unit offers practical reliability in an attractively designed package. Easy to operate, this premium control has an intuitive touchscreen interface with simple sub-menus, while installation and commissioning is effortless via guided processes. Using eBUS protocols, the SensoHOME makes the most of enhanced load compensation when fitted with Vaillant heating appliances.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Vaillant sensoHOME control unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/81/NW-120081_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_sensoHOME_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,P894212,Reliance Valves anti-legionella valve 1'',Reliance Valves,105.84,"The Reliance Valves 1"" anti-Legionella valve maintains circulation, reducing the risk of the build-up of bacteria, including Legionella, in stored cold water. Converting a single connection expansion vessel into a flow through-type unit by diverting some of the flow into the vessel, this valve ensures the constant renewal of water, reducing the likelihood of stagnation. The complete range of Reliance Valves anti-Legionella valves covers a wide range of applications, from point-of-use heater expansion vessels to plant room storage tanks.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Reliance Valves anti-legionella valve 1'',,"1 Piece Valve, Instructions & Fibre Washer",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/12/894212_wm.jpg,,,,N,,,ANTI110003,Anti-Legionella,N,,Maintains circulation through expansion vessel,Integrated ball valve and drain valve for easy servicing and maintenance,"For use on any standard vessel with 1/2"", 3/4"", 1"" or 1 1/4"" connection",Suitable for cold water use only,Compatible with copper pipe only,ANTI110003 and ANTI110004 include locking function,,,,,,,,,,,,,,Female on Swivel Union supplied with fibre washer,DZR Brass,1,,,2,Automatic with manual isolation & drain off,Fibre washer,1,,,,,,,,,,,,,,,,,
95,P310768,Honeywell Home hw home t6360b1168 10a spdt r stat 5-30c,Honeywell Home,40.81,"Providing automatic temperature control of wet central heating systems, the T6360 mains voltage room thermostat can be used to directly switch a circulating pump or boiler or to operate spring-return and motor open/motor close zone valves. Switching electrical heating loads up to 10A, T6360 can also be used for cooling applications.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Honeywell Home hw home t6360b1168 10a spdt r stat 5-30c,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/68/310768_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,P451041,Secure HRT4 HRT4-B room thermostat,Secure,42.23,"Supplying comfort alongside cost savings, the battery-operated Secure HRT4-B thermostat is designed with up to date energy-saving control technology. Suitable for most heating systems, this thermostat can be used with a variety of programmers and zone valves to create a bespoke system.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Secure HRT4 HRT4-B room thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/41/NW-451041_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Secure_HRT4-B_Technical.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Secure_HRT4-B_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,P307278,"ESBE 2 way valve and actuator 2""24v",ESBE,458.17,"Made of nickel-plated brass, this ESBE two way motorised ball valve with two point 230 VAC motor and microswitch has a 2"" female BSP parallel connection.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> ESBE 2 way valve and actuator 2""24v",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/78/NW-307277_307278_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Esbe_Motorized_Ball_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,P350174,"Belimo 3-way valve RP 1"" KV=10",Belimo,127.4,"This Belimo three way characterised control valve with 1"" Rp internal thread is suitable for closed cold and warm water systems. It is used for modulating control of air-handling and heating systems on the water side.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Belimo 3-way valve RP 1"" KV=10",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/75/NW-350174_350175_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Belimo_R3015-20-25-40-58-S1-S4_Tech.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_R2-S_R3-S_Installation.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Belimo_Characterised_Ctrl_ValveGuide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_R20-R30_DN15-32_EUDeclaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Belimo_AHU_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,P303882,"Siemens 4 port fan coil unit valve 3/4"" kv=2.5",Siemens,52.93,"This Siemens three port seat valve with bypass and 3/4"" male threaded connections is designed for the control of terminal units, chilled ceilings or heating zones.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Siemens 4 port fan coil unit valve 3/4"" kv=2.5",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/82/NW-303880_303882_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/n_/tr/Siemens_VVGVXGVVIVXIVXPVVPVMP_EN_TR.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cl/rn/Siemens_VV_VX_VMP47_EnvironDeclrn.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Siemens_VVP47_VXP47_VMP47_S_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Siemens_VVP47_VXP47_VMP47_S_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PK12105,Crane D151 gate valve (BSP) PN20 25mm Bronze,Crane,250.06,"This Crane D151 gate valve has 1"" BSP tapered female connections. A gate valve, also known as a sluice valve, opens by lifting a barrier out of the path of a fluid. Gate valves normally require minimal space along the pipe axis and offer minimal flow restriction when fully open. A multiturn valve, operation of a gate valve is carried out via a threaded stem, turning multiple times to change position.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Crane D151 gate valve (BSP) PN20 25mm Bronze,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/06/NW-K12103_K12106_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_KM_509363_Certificate.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_D151_Technical.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_D151_Gate_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_34777_WRAS_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,P451043,Secure HRT4 HRT4-ZW wireless digi thermostat,Secure,77.48,"Compatible with any Secure brand programmers and zone valves, this Secure HRT4-ZW wireless thermostat can form part of a personalised, Boiler Plus compliant heating system.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Secure HRT4 HRT4-ZW wireless digi thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/43/NW-451043_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Secure_HRT4-ZW_ASR-ZW_Installation.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/l_/Secure_HRT4-ZW_HRT4-B_Technical_.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,P303898,"Siemens 4 port fan coil unit valve 1/2"" kv=1.0",Siemens,46.31,"This Siemens three port seat valve with bypass and 1/2"" male threaded connections is designed for the control of terminal units, chilled ceilings or heating zones.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Siemens 4 port fan coil unit valve 1/2"" kv=1.0",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/99/NW-303898_303899_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/n_/tr/Siemens_VVGVXGVVIVXIVXPVVPVMP_EN_TR.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cl/rn/Siemens_VV_VX_VMP47_EnvironDeclrn.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Siemens_VVP47_VXP47_VMP47_S_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Siemens_VVP47_VXP47_VMP47_S_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,P451039,Secure HRT4 HRT4-A room thermostat mains powered,Secure,23.26,"Suitable for new or replacement installation, the mains powered Secure HRT4-A thermostat offers load compensation with a temperature setting range of 5 to 30°C. Helping to save energy, this control technology can be used in most types of heating systems compatible with a 230V mains electrical on/off signal, producing savings of up to 10%. HRT4-A has a temperature control accuracy of +/- 0.5°C with settings suitable for gas, oil and electric systems to reduce temperature swing. Compatible with a variety of programmers and zone valves, this thermostat can help you to create a bespoke heating system.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Secure HRT4 HRT4-A room thermostat mains powered,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/39/NW-451039_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Secure_HRT4-A_Technical.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Secure_HRT4-A_HFT4_HTT4_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,P301540,"Watts Industries Powerseat Eco flanged powerseat 6"" 230v",Watts Industries,4320.31,"Offering extremely high flow rates, this electro-hydraulically operated Watts Industries Black Teknigas Powerseat Eco family gas safety shut-off valve is supplied with 6"" connections, removable strainer and a range of switching options. Providing on-off general and safety control of low pressure combustible gases, air and oil, this shut-off valve is suitable for use with 1st (town gas), 2nd (natural gas) and 3rd (LPG) families and offers compatibility with oil with a viscosity of up to 200 seconds Redwood.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Watts Industries Powerseat Eco flanged powerseat 6"" 230v",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/40/NW-301540_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/WI_Black_Teknigas_Powerseat_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,P307013,ESBE 3F 3port flanged iron valve 80mm kv150,ESBE,528.92,"Supplied with a 80mm PN6 flange connection, this ESBE series 3F three-way mixing valve is made of a robust cast iron suitable for heating and cooling installations. Mixing or diverting up to 6 bar, this valve is ideal for use with ESBE actuators and controllers.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> ESBE 3F 3port flanged iron valve 80mm kv150,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/14/NW-307013_307014_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_F_Series_Installation.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Esbe_3F_Series_Mixing_Valve_Tech.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_3F_4F_Mixing_Valve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,P303873,Siemens 2-port fan coil unit valve 3/4'' kV=2.5,Siemens,27.64,"This Siemens two port seat valve with 3/4"" male threaded connections is designed for control of terminal units, chilled ceilings or heating zones.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Siemens 2-port fan coil unit valve 3/4'' kV=2.5,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/73/NW-303873_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/n_/tr/Siemens_VVGVXGVVIVXIVXPVVPVMP_EN_TR.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cl/rn/Siemens_VV_VX_VMP47_EnvironDeclrn.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Siemens_VVP47_VXP47_VMP47_S_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Siemens_VVP47_VXP47_VMP47_S_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
