,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Colour,Diameter,Hazardous,Material,Size,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Depth (mm),Dimensions mm (H x W x D),Material Type,Tap Holes,Body Material,Number of Tap Holes,Feature 6,Feature 7,Range,Feature 8,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Style,Warranty,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Feature 9,Feature 10,Attachment 3,Attachment 4,Weight,Minimum Base Unit Size (mm),Waste Kit Included,Sector
115,PC39745,Thomas Dudley plastic urinal waste fixed dome top,Thomas Dudley,2.09,"Designed with a simple plastic threaded body, this simple Thomas Dudley urinal waste is finished with a traditional white dome top.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Thomas Dudley plastic urinal waste fixed dome top,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/96/B97996_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/2-/23/TD_Products-Parts_Catalogue_2022-23.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PE94612,Ideal Standard Connect toilet tissue holder,Ideal Standard,41.29,"Made of metal with a shiny chrome-plated finish, this Ideal Standard Connect wall-mounted toilet roll holder is supplied with a fixation kit for ease of installation.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard Connect toilet tissue holder,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/12/NW-E94612_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_N1381_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_N1381_2_3_4_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PA03971,Ideal Standard bath legs steel,Ideal Standard,35.3,An Ideal Standard steel construction bath leg.,Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard bath legs steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/71/NW-A03971_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PF41154,"McAlpine BSW1PC Flange basin waste plus plug and chain 1 1/4"" x 60mm",McAlpine,5.92,"Made of white polypropylene with a black PVC plug, this quality McAlpine 72mm centre pin bath waste includes 1 1/4"" BSP x 60mm flange connections.","Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> McAlpine BSW1PC Flange basin waste plus plug and chain 1 1/4"" x 60mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/54/F41154_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/McAlpine_WcConnectors_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/McAlpine_BSW1PC_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,
119,PC30588,"Ideal Standard plastic bottle trap 1.1/4"" Self Coloured",Ideal Standard,27.01,This multipurpose Ideal Standard resealing bottle with seal can be used in exposed and concealed situations.,"Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard plastic bottle trap 1.1/4"" Self Coloured",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/88/NW-C30588_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_S8920_Bottle_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AShanks_Sanitaryware_Brochure.pdf,,,,,
120,PD06327,Roca Aqua push down pop-up basin waste Chrome Plated,Roca,16.79,A Roca slotted basin press-down pop-up waste finished in chrome.,Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Roca Aqua push down pop-up basin waste Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/27/NW-D06327_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_ZD50010005_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PC42981,Bristan Economy clicker bath waste with overflow Chrome,Bristan,39.89,"This Bristan Economy chrome bath waste with overflow and ABS plug is simple to use, pushing the button down, allows the bath to fill.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Bristan Economy clicker bath waste with overflow Chrome,,Bath waste with ABS plug;Overflow face;Overflow screw;Overflow body;Overflow washer;2x Nut ;washers;Hose;Clicker mechanism;Screw;Flange;2x Sealing washer;Overflow elbow;Waste body,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/81/NW-C42981_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_549717_Instrcts_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_549717_BATH03C_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PF41181,"McAlpine poP-up bath waste plus overflow 1.1/2"" x 70mm Brass",McAlpine,58.39,"This McAlpine pop-up bath waste is made of polypropylene (PP) to McAlpine's always high standards. This fitting includes 1 1/2"" BSP x 70mm stainless steel flange connections.","Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> McAlpine poP-up bath waste plus overflow 1.1/2"" x 70mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/81/NW-F41181_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/McAlpine_PUB-CPX_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PG51007,Franke waste plug chain and overflow 32mm Stainless Steel,Franke,12.86,"Suitable for stainless steel basins, this Franke Sissons waste pack includes waste, plug, chain and overflow.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Franke waste plug chain and overflow 32mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/07/G51007_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Franke_WS_Sales_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PB00073,Cramer bath and kitchen tap repair kit Alpine White,Cramer,65.57,"This Cramer bath and kitchen repair kit is designed for the professional standard repair of chips, marks and other minor damage in the bathroom and kitchen. Suitable for use on ceramic, enamelled steel, enamelled cast iron and acrylic, this kit offers seamless results with minimal effort.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Cramer bath and kitchen tap repair kit Alpine White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/73/NW-B00073_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Cramer_Salesbook_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Cramer_16xxx-EN_RepairKit_Instrcts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PD00676,Roca Contesa Plus steel bath euro feet,Roca,16.77,"Offering durability and stability, this Roca Contesa Plus 2 adjustable leg set is made of durable pressed steel and includes adjustable feet.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Roca Contesa Plus steel bath euro feet,,2x bath legs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/76/NW-D00676_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Roca_Discovery_Guide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PC24964,"Ideal Standard plastic bottle trap 1.1/4"" White",Ideal Standard,19.65,"This Ideal Standard white plastic seal bottle trap is designed for use in hotel, office, residential or leisure settings.","Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard plastic bottle trap 1.1/4"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/64/C24964_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AShanks_Sanitaryware_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PG75967,Franke accessory kit 3 - basin waste and overflow 1/2in,Franke,18.61,"This Franke accessory kit 3 comprises a 1/2"" stainless steel basin waste and overflow for single bowl sinks.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Franke accessory kit 3 - basin waste and overflow 1/2in,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/67/G75967_wm.jpg,,,Stainless Steel/Galvanized,,N,Stainless Steel,,112.0326.147,Waste Kit,N,For single bowl sink,With overflow,Stainless steel construction,Galvanised finish,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,Y,
128,PC04305,Ideal Standard luxury pop-up bath waste and overflow,Ideal Standard,88.54,"A universal, luxury lever bath pop-up waste with overflow, suitable for 44mm and 52mm diameter bath overflow holes.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard luxury pop-up bath waste and overflow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/05/NW-C04305_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/IS_Combined_BathFiller_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_E1486AA_Tech.pdf,,,,,
129,P176372,"Essex Partners Fix-A-Tap acrylic bath tap repair kit 36mm 3/4""  Blue",Essex Partners,9.6,"This Essex Partners Fix-A-Tap acrylic bath tap repair kit is designed for fitting new 3/4"" taps into an acrylic bath with 36mm tap holes.","Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Essex Partners Fix-A-Tap acrylic bath tap repair kit 36mm 3/4""  Blue",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/72/NW-176372_wm.jpg,,,,,N,,,36MM BLUE,Repair Kit,N,"Includes recessed plugs, plastic sleeves and brass washers","For 3/4"" bath taps or mixer",For 36mm tap hole,For acrylic bath only,To fit 1x pair of taps/mixer,,,,,,,Prevents tap rotation/damage to the wash basin,,Fix-A-Tap,,,,,,,,,,,,,,,,,,,,,,
130,PD00678,Roca Carla bath grips Chrome Plated (Pair),Roca,24.44,This Roca Carla durable steel bath grip is easy to install and provides reliable rigidity.,Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Roca Carla bath grips Chrome Plated (Pair),,2x bath grips,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/78/NW-D00678_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/30/14/INS_031003014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PF41153,"McAlpine BSW11PC Flange basin waste plus plug and chain 1 1/4"" x 60mm",McAlpine,7.2,"Made of polypropylene with a black PVC plug, this quality McAlpine 62mm centre pin bath waste includes 1 1/4"" BSP x 60mm flange connections.","Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> McAlpine BSW11PC Flange basin waste plus plug and chain 1 1/4"" x 60mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/53/F41153_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/McAlpine_BSW11PC_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PC04306,Ideal Standard luxery pop-up bathfill waste and overflow,Ideal Standard,176.02,"A universal, luxury level bath filler with pop-up waste and overflow.  Suitable for 44mm and 52mm diameter bath overflow holes and includes a chrome-plated brass plug and 900mm flexible overflow tube.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard luxery pop-up bathfill waste and overflow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/06/NW-C04306_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/IS_Combined_BathFiller_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_E1487AA_Tech.pdf,,,,,
133,PE02298,Dolphin Refillable soap dispenser stainless steel,Dolphin,137.41,"Made of hardwearing stainless steel, this Dolphin 251 x 108mm refillable liquid soap dispenser is WELL compliant.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Dolphin Refillable soap dispenser stainless steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/98/E02298_wm.jpg,,,Stainless Steel,,N,Stainless Steel,,BC926S,Bathroom Acessories,N,Refillable Soap Dispenser,,,,,,,,,,,,,Refillable,,,,,,,,,,,,,,,,,,,,,,
134,PC39738,Thomas Dudley slotted flipover basin waste brass,Thomas Dudley,10.25,"Easy to fit, this Thomas Dudley slotted basin waste has a flipover mechanism for effortless operation. Manufactured with a robust threaded brass body and sleek chrome finish, this high quality basin waste is the ideal finishing touch for a modern bathroom.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Thomas Dudley slotted flipover basin waste brass,,Waste and fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/38/NW-C39738_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/2-/23/TD_Products-Parts_Catalogue_2022-23.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PA15254,Twyford Celtic leg set and wall clips,Twyford,23.68,A Celtic bath leg set with chrome finish and included wall clips for secure fixing.,Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Twyford Celtic leg set and wall clips,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/54/NW-A15254_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Twyford_Specification_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PD02298,Roman Embrace single bath screen,Roman,251.81,"The easy install Roman Embrace standard bath/shower screen is made from a durable 6mm glass with a reversible design for flexible fitting. With Ultra Care glass protection and inwards and outwards opening, this screen is easy to maintain and easy to use.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Roman Embrace single bath screen,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/98/NW-D02298_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roman_EB_Bath_Screen_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roman_Embrace_Bath_Screen_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Roman_Embrace_ShowroomGuide_Jan_2020.pdf,,,,,
137,PE01622,Dolphin jumbo dispenser Satin Stainless Steel,Dolphin,95.82,This Dolphin lockable jumbo toilet roll dispenser is made of robust stainless steel and is designed to hold larger qualities of paper for less maintenance visits.,Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Dolphin jumbo dispenser Satin Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/22/NW-E01622_wm.jpg,,,,,N,,,WOL2023,Roll Dispenser,N,Quality stainless steel construction,Lockable,"2 1/4"" core size diameter",Dispenses jumbo toilet rolls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Office/Retail/Washrooms,Education,Healthcare,Assisted Living,Hotels/Leisure,Sport/Fitness"
138,P176370,"Essex Partners Fix-A-Tap sinks 30mm 1/2"" Pink/Stainless Steel",Essex Partners,9.6,This Essex Partners Fix-A-Tap fixing kit in pink is designed for use with stainless steel sink or basin taps.,"Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Essex Partners Fix-A-Tap sinks 30mm 1/2"" Pink/Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/70/NW-176370_wm.jpg,,,,,N,,,30MM PINK,Fixing Kit,N,"Includes recessed plugs, plastic sleeves and brass washers","Quick, easy tap fixing",Stops rotation and prevents damage on removal,,,,,,,,,,,Fix-A-Tap,,,,,,,,,,,,,,,,,,,,,,
139,P176373,"Essex Partners Fix-A-Tap bath tap repair kit 37mm 3/4"" Green/Polished Steel",Essex Partners,9.6,"This Essex Partners Fix-A-Tap bath tap repair kit is designed for 3/4"" bath taps.","Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Essex Partners Fix-A-Tap bath tap repair kit 37mm 3/4"" Green/Polished Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/73/NW-176373_wm.jpg,,,,,N,,,37MM GREEN,Repair Kit,N,"Includes recessed plugs, plastic sleeves and brass washers","For 3/4"" bath taps or mixer","Easy, quick use",,,,,,,,,,,Fix-A-Tap,,,,,,,,,,,,,,,,,,,,,,
140,PB97774,Twyford Wastes and Traps bath pop up waste and overflow,Twyford,36.57,This chrome plated Twyford pop-up bath waste and overflow is finished in chrome to suit most bathrooms.,Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Twyford Wastes and Traps bath pop up waste and overflow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/B97774_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/B97774_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Twyford_Wastes_Traps_Baths_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PD06433,Roca Aqua pop-up bath waste and over flow kit Chrome Plated,Roca,46.67,The Roca Aqua standard bath press-down pop-up waste is built in robust brass with a chrome finish to suit most bathrooms.,Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Roca Aqua pop-up bath waste and over flow kit Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/33/NW-D06433_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_ZD50010001_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PC42983,Bristan Complementary Products push button waste slotted Chrome,Bristan,57.1,"This Bristan round push button slotted bath waste incorporates a simple click clack mechanism, durable brass construction and chrome finish. It is suitable for baths with an overflow.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Bristan Complementary Products push button waste slotted Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/83/C42983_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_549713_BATH05C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_549713_Instrcts_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PP76323,Salamander HomeBoost mains pressure booster pump,Salamander,279.0,"Helping to improve the performance of incoming water either directly or via your boiler, the Salamander HomeBoost mains pressure booster pump is intended to make a home water supply more comfortable for the whole family. Intelligently recognising when pressure and flow are low, HomeBoost operates quietly to improve supply without disruption.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Salamander HomeBoost mains pressure booster pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/01/NW-D00601_wm.jpg,,,,,N,,,P76323 PK,Home Boost pump,N,Boosts mains water flow up to 12LPM,Flow indicator lights,"Extremely quiet in operation, just 46dBA","Installs directly onto incoming mains using 3/4"" BSP to 15mm or 22mm fittings",Should be installed after stop tap or before boiler,,,,,,,Fully compliant with water regulations,WRAS approved,HomeBoost,,,,,,,,,,,,,,,,,,,,,,
