,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Range,Style,Warranty,Hazardous,Depth (mm),Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Number of Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Voltage (V),Watts,Weight,Easy Maintenance,Inlets,Clog Resistance,Noise Level,Application,Thickness,Waste Supplied,Bowl Type,Tap Orientation,Drainer Type,Bowl Shape,Main Bowl Size,Second Bowl Size,Main Bowl Size (mm),Minimum Base Unit Size (mm),Waste Kit Included,Pressure,Material Type,Tap Holes
20,PP76411,Bristan echo easyfit mono sink mixer Black pack,Bristan,99.0,"A modern choice for a contemporary kitchen, the Bristan Echo EasyFit sink mixer tap is finished in a smart black. Suitable for deck mounting, this twin lever-operated tap offers ease of installation using the secure, fast EasyFit system, with all tools and parts required for straightforward top-down installation included along with the main tap unit.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan echo easyfit mono sink mixer Black pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/80/D80380_wm.jpg,,,,,,,Black,39.7 l/min @ 5 bar,0.4,65,190,,Contemporary,10 Years,N,230,Suitable for all pressure,No,No,Yes,N/A,Deck Mounted,Lever Handle,Brass,1,P76411 PK,Twin Lever Mono Sink Mixers,N,Brass construction,Black finish,Unique patented top fix design for simple installation,Locks into place with supplied Allen key,With 2x isolation valves and flexi tails,Connect to water supply and isolate base,Tap pushes onto base to secure,Easyfit tool and screws provided,Swivel spout for easy useWith long life quarter-turn ceramic disc valves for durablity and ease of use,High quality metal fixings for security and durability,10 year warranty,,,,,,,,,,,,,,,,,,,,,,
21,PB79060,"Shaws Of Darwen Cleaner cleaners sink pack birch with cross head tap 18""",Shaws Of Darwen,442.4,"A practical all in one installation kit, this Shaws Of Darwen Birch pack includes a 480 x 380mm low back rectangular cleaner's sink made of a tough fine fireclay, ideal for heavy commercial use. Constructed using cutting edge kiln technology, this single bowl sink has an antibacterial white glaze finish fired for resistance to stains and acids. This smart cleaner's sink is suitable for floor or wall mounting and is supplied with legs, a crosshead tap and all fittings for installation.","Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Shaws Of Darwen Cleaner cleaners sink pack birch with cross head tap 18""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/62/NW-B79059_B79062_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Shaws_Of_Darwen_Cleaner_Pack_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PG74669,Aga Rangemaster Andesite Igneous 1.5 bowl sink 1000 x 500mm Ash,Aga Rangemaster,220.41,"Combining practicality with style, the AGA Rangemaster Andesite inset sink is made of tough igneous granite with a statement Ash Black finish. Incorporating a large 345 x 430 x 200mm sink bowl and useful half sink, both with smart geometric design and low profile corners, the Andesite provides plenty of space for all of your kitchen tasks. This sink is finished with a simple, stylish reversible drainer and pre-drilled tap hole.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Aga Rangemaster Andesite Igneous 1.5 bowl sink 1000 x 500mm Ash,,Inset sink;Waste kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/69/NW-G74669_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Rangemaster_Andesite_Scoria_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/G74669_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PG80647,Insink Erator M Series 56 waste disposal with air switch,Insink Erator,224.44,"Helping to make after-dinner clean up easier, the InSinkErator M Series Model 56 food waste disposal unit is designed for installation in small to medium households producing a moderate volume of food waste. This powerful disposal unit works at the touch of a button, grinding food waste, including bread crusts, vegetable peelings and even small bones into miniscule particles that can be flushed away with water, helping to minimise unpleasant lingering smells and doing away with the need for a food scraps bin.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Insink Erator M Series 56 waste disposal with air switch,,"Waste disposer ;fittings, air button ;bellows, waste elbow,  wrenchette, chrome sink stopper",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/vi/ew/Model 56 hi res front view_wm.jpg,,,,,,,,,,N/A,,M Series,,3 Years,N,173,,,,,,,,,,77970H,Waste Disposal,N,1 stage stainless steel grinding system,Quiet sound reduction technology,55 hp,Built-in air switch,Plastic stopper,Large capacity (980ml) grinding chamber,Removable easy-clean sound baffle,Made in USA,3 year parts and labour warranty,,,220 - 240,380,8240.00000,Yes,1,No,No data,Domestic,,,,,,,,,,,,,,
24,PD77402,Bristan Java Easyfit Kitchen Sink Mixer Tap Chrome,Bristan,137.35,"With a looped handle, the Bristan Java mono sink mixer offers tactile, effortless control and elegant looks. This smart deck-mounted tap is made of tough brass with a chrome finish and is suitable for installation in any plumbing system.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan Java Easyfit Kitchen Sink Mixer Tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/02/NW-D77402_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Java_Sinkmixer_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Java_EF_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77402_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PD77405,Bristan Manhattan Easyfit Kitchen Sink Mixer Tap Chrome,Bristan,104.09,"The classically elegant Bristan Manhattan mono sink mixer is made of tough brass with a chrome finish. Compatible with any plumbing system, this deck-mounted kitchen tap offers easy installation and effortless control.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan Manhattan Easyfit Kitchen Sink Mixer Tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/05/NW-D77405_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Manhattan_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Manhattan_C_WHT_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77405_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PB08928,Nabis Levico mono side control kitchen tap,Nabis,44.41,"Operated by a single side lever, the Nabis Levico monobloc kitchen tap is simple to use, swivelling over multiple sinks for practical rinsing and washing up jobs. Finished in a clean, glossy chrome, this modern design deck-mounted tap is supplied with flexible tails for ease of fitting.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Nabis Levico mono side control kitchen tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/28/NW-B08928_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_B08918_19_28_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Kitchen_Tap_Product_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Kitchen_Tap_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_1/_0/WUK  INST 47 Rev.1.0.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PB08927,Nabis Idro monobloc kitchen tap,Nabis,66.83,"A practical and attractive choice for the modern kitchen, this Nabis Idro monobloc kitchen tap is fitted with flexible tails for easy installation and a ceramic disc valve for precision use. Deck-mounted, this elegant chrome kitchen tap has a high arc swivel design, making it ideal for fitting over a two bowl sink.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Nabis Idro monobloc kitchen tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/27/NW-B08927_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Kitchen_Tap_Product_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_1/_0/WUK  INST 17 Rev.1.0.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_MonoKitchenMixer_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PG70664,Carron Phoenix Antea 1.5 bowl sink reversible Stainless Steel,Carron Phoenix,142.98,"A smart finishing touch for any kitchen, this Carron Phoenix Antea AZN651 reversible rectangular inset kitchen sink is designed to sit in a pre-prepared hole in a kitchen worktop for a sleek, seamless look. Made of a robust stainless steel with a polished finish, the Antea has a 340 x 420 x 150mm main sink bowl along with a practical side bowl for rinsing and draining plus a single tap hole ready for the mixer of your choice.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Carron Phoenix Antea 1.5 bowl sink reversible Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/64/NW-G70664_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/G70664_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PD77199,Bristan Cinnamon Easyfit Kitchen Sink Mixer Tap Chrome,Bristan,117.1,"The simple, low profile Bristan Cinnamon monobloc sink mixer is made of brass with a chrome finish. Suitable for installation in any plumbing system, this practical, deck-mounted kitchen tap incorporates a large, tactile handle.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan Cinnamon Easyfit Kitchen Sink Mixer Tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/99/NW-D77199_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77199_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_CNN_EFSNK_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_CNN_EFSNK_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PB08912,Nabis Regal crosshead kitchen tap,Nabis,50.04,"A classic design for traditional kitchens, the Nabis Regal kitchen tap has a handy swivel high arc spout and elegant cross head handles. Supplied with flexible tails for ease of fitting, this deck-mounted kitchen tap with chrome finish is suitable for installation in low or high pressure systems.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Nabis Regal crosshead kitchen tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/12/NW-B08912_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Kitchen_Tap_Product_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_1/_0/WUK  INST 17 Rev.1.0.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_MonoKitchenMixer_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PB79062,"Shaws Of Darwen Cleaner cleaners sink pack alder with cross head tap 21""",Shaws Of Darwen,509.17,"A practical all in one installation kit, this Shaws Of Darwen Alder pack includes a 510 x 380mm low back rectangular cleaner's sink made of a tough fine fireclay, ideal for heavy commercial use. Constructed using cutting edge kiln technology, this single bowl sink has an antibacterial white glaze finish fired for resistance to stains and acids. This smart cleaner's sink is suitable for floor or wall mounting and is supplied with legs, a crosshead tap and all fittings for installation.","Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Shaws Of Darwen Cleaner cleaners sink pack alder with cross head tap 21""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/62/NW-B79059_B79062_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Shaws_Of_Darwen_Cleaner_Pack_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PC45015,Bristan Target monobloc sink mixer tap and pull out spray Chrome,Bristan,274.74,"Ideal for busy kitchens, the Bristan Target sink mixer includes a smart pull-out spray for on-the-spot rinsing and easy pan filling. Made of brass with a chrome finish, this deck-mounted kitchen tap is suitable for use in high pressure systems.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan Target monobloc sink mixer tap and pull out spray Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/15/NW-C45015_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/C45015_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C45015_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C45015_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PG75793,Franke Athena dual lever tap Chrome,Franke,132.6,The contemporary Franke Athena kitchen tap with dual flow swivel spout includes a Perlator for lightly aerated flow. This deck-mounted kitchen tap offers a highly polished chrome finish for a luxury look in a modern kitchen.,Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Franke Athena dual lever tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/93/NW-G75793_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Franke_G75793_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Franke_Flexi_Hi_Res_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PB08916,Nabis Monate deck kitchen mixer,Nabis,81.26,"A practical, convenient choice for modern kitchens, the Nabis Monate sink mixer tap is designed with a high arc swivel spout for flexible use and ceramic disc technology for long lasting precision. Deck-mounted, this contemporary chrome kitchen tap is supplied with flexible tails for ease of fitting.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Nabis Monate deck kitchen mixer,,Kitchen mixerFlexible tap tails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/16/NW-B08916_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Kitchen_Tap_Product_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Kitchen_Tap_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_B08916_B08920_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_1/_0/WUK  INST 07 Rev.1.0.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PD77396,Bristan Cashew Easyfit Kitchen Sink Mixer Tap Chrome,Bristan,120.55,"A contemporary choice for modern kitchens, the Bristan Cashew monobloc sink mixer is made of brass with a chrome finish and is suitable for use in all plumbing systems.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan Cashew Easyfit Kitchen Sink Mixer Tap Chrome,,Monobloc sink mixer;EasyFit base;Flexible tails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/96/NW-D77396_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77396_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D77396_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Cashew_C_Spares.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
