,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Range,Hazardous,Pack Size,Pack Type,Dimensions (L x W x D),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Colour,Connection Size,Connection Type,Thickness,Refrigerant Suitability,Material,Application,Volume,Physical State / Form,Feature 6,Feature 7,Feature 8,Pack Quantity,Diameter,Size,Connection Type 1,Gender,Connection Type 2,Attachment 5,Sheath Colour,Voltage Rating,Cross Sectional Area (mm),Conductor Strand Type,Pack Length,Harmonised Code,Conductor Material,Insulation Material,Number of Cores,Number of Strands,Operating Temperature Range (C),Outer Diameter,Sheath Material,Strands Size,Standards,Ambient CO Range,Magnetic Attachment,Flue Gas Loss Range,O2 Range,Draught Measurable Range,Ambient CO2 Measureable Range,Data Storage Capacity,Bluetooth,CO2 Determination,Display Type,Pressure Rating,Feature 9,Drive,Feature 10,Feature 11,Handle Type,Total Pack Quantity,Washer Type,Warranty,Operating Range,Detection Type,Power Supply,Measuring Range,Weight,Feature 12,Feature 13,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Testing Capability,Testing Range(s),Battery Life,Shank Type,Resistance Features,Depth (mm),Back Box Type,Number of Gangs,Material Type,Nut Types,Feature 14,Feature 15,Head Material,Feature 16,Feature 17,Feature 18,Feature 19,Amps,Voltage (V),Ways,Screw / Bolt Type,Set Type,Screw / Bolt Length,Screw / Bolt Sizes,Length (M),Hole Depth,Operating Temperature,Size (oz),Washer-Exterior Dia,Washer-Internal Dia,Cut Resistance Rating,Tear Resistance Rating,Puncture Resistance Rating,Coating Material,Lining Material,Double Sided,Dimensions mm (H x W x D),Bolt Type,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Head Type,Refrigerant,Max Pressure,Sight Glass,Number of Valves,Operating Pressure,Protection Time,Drainage Product Type,Feature 20,Feature 21,Connection,Flow Rate,Motor Speed,Horse Power,Absolute Vacuum,Stages,Oil Capacity,Container Type,Quantity,Cut Type / Speed,Teeth Per Inch
371,PT86867,Rothenberger 72091 pipe and drain cleaning coil,Rothenberger,7.24,This practical Rothenberger pipe and drain cleaning coil is designed for unblocking and clearing domestic wastes and waste pipes in bathrooms and kitchens.,Trade Essentials/Trade Essentials.csv -> Rothenberger 72091 pipe and drain cleaning coil,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/67/NW-T86867_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PIS9925,GRS Bagging limestone chippings 20mm 19kg bag,GRS Bagging,9.96,"These GRS Bagging 20mm limestone chippings, supplied in a 25kg bag, are suitable for landscaping and building projects. They're an ideal finishing touch for driveways, water features, ponds, borders, rockeries and footpaths.",Trade Essentials/Trade Essentials.csv -> GRS Bagging limestone chippings 20mm 19kg bag,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/25/IS9925_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/GRS-Bagging_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PN10913,Rothenberger Adjustable adjustable hacksaw 12mm,Rothenberger,22.14,"This Rothenberger 12"" adjustable hacksaw with blade is suitable for the cutting of a variety of different materials.",Trade Essentials/Trade Essentials.csv -> Rothenberger Adjustable adjustable hacksaw 12mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/13/N10913_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rothenberger_Hand Tools_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,P800834,Regin cable ties 250mm (Pack of 30),Regin,2.48,"Supplied in a pack of 30, Regin 250mm length cable ties are an inexpensive, simple cable management solution, allowing users to easily bunch cables for trunking or fix them neatly out of the way to minimise mess and trip hazards.",Trade Essentials/Trade Essentials.csv -> Regin cable ties 250mm (Pack of 30),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/34/NW-800834_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,P418051,Rothenberger manhole lifting key (D handle),Rothenberger,6.11,"With a 520mm length, this Rothenberger manhole lifting key has an ultra-strong lifting capacity of 30kg combined with comfortable manoeuvrability. Traditionally designed, this key is suitable for lifting a range of different sized covers, including water meter covers and heavy manhole covers.",Trade Essentials/Trade Essentials.csv -> Rothenberger manhole lifting key (D handle),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/51/NW-418051_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,P418048,Rothenberger Soldering & welding 130000 mini strips (Pack of 10),Rothenberger,9.41,"Used to roughen and deburr plastic and copper tubing, these Rothenberger soldering and welding mini strips are supplied in a pack of 10. Also suitable for removing paint and oxides from pipes and fittings ahead of soldering jobs, these handy strips are sometimes referred to as 'flexible files'.",Trade Essentials/Trade Essentials.csv -> Rothenberger Soldering & welding 130000 mini strips (Pack of 10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/00/130000_wm.jpg,,,,,Soldering & welding,N,,,45(L)x10(W)x300(H) mm,130000,Mini strips,N,Longer lasting than steel wool,Will not clog,Waterproof,Double-sided use,,,,,,,,,,,,,,pack of 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PF49938,McAlpine MACXSEAL MACXSEAL-CL hybrid sealant and adhesive 290ml Clear,McAlpine,12.87,"Suitable for use in all trades, McAlpine MACXSEAL-CL silicone and adhesive is compatible with sanitaryware, tiles and mirrors. It can be safely used on a variety of materials, including metal, wood, stone, concrete, marble and brick.",Trade Essentials/Trade Essentials.csv -> McAlpine MACXSEAL MACXSEAL-CL hybrid sealant and adhesive 290ml Clear,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/39/NW-F49938_F49939_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/McAlpine_Macxseal_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_MACXSEAL-CL_WH_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PN50045,CT1 multipurpose solvent 200ml,CT1,7.41,"Safe to use, CT1 MultiSolve clear multi-purpose solvent removes wax, paraffin, printing ink adhesives, sealants, oil, grease and silicone. Ideal for a range of trades, MultiSolve is a popular choice for plumbers, shopfitters, tilers, upholsterers, joiners, builders, sign makers, stonemasons and electricians.",Trade Essentials/Trade Essentials.csv -> CT1 multipurpose solvent 200ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/45/NW-N50045_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/CT1_Multisolve_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CT1_Multisolve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,P420888,"Aico 3000 heat alarm, audio link and smart link",Aico,56.16,"Providing protection from fire, this Aico 3000 Ei3014 heat alarm contains a high performance thermistor with a small thermal mass for faster alarm responses when the trigger temperature of 58°C is reached. Ideal for detecting heat build-up from large flaming fires, Ei3014 runs on 230VAC mains power and incorporates 10 year+ built-in tamper-proof rechargeable lithium cells for back-up in case of power failure. Ei3014 contains AudioLINK technology, giving you the option to view real-time alarm data on your smartphone or tablet via the AudioLINK App.","Trade Essentials/Trade Essentials.csv -> Aico 3000 heat alarm, audio link and smart link",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/88/NW-420888_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Aico_Ei3024_3016_3014_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Aico_EI3014_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PF69147,Polypipe SC250 solvent cement tin comes with brush 250ml,Polypipe,22.77,"Polypipe SC250 solvent cement is an extremely strong adhesive for the reliable, long-lasting joining of pipes and fittings. Suitable for use in non-pressure uPVC, ABS and cPVC applications, this fast-setting solvent is supplied with an applicator brush for easy use.",Trade Essentials/Trade Essentials.csv -> Polypipe SC250 solvent cement tin comes with brush 250ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/47/NW-F69147_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Polypipe_Solvent_Cement_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PF25303,Marley Chemicals and Adhesives silicone lubricant 100g,Marley,17.98,This Marley SZ100 universal silicone lubricant is formulated specifically for use with Marley Equator products. It is suitable for use in both above and below ground drainage projects.,Trade Essentials/Trade Essentials.csv -> Marley Chemicals and Adhesives silicone lubricant 100g,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/03/NW-F25303_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Marley_Easyjoint_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,P457161,"Regin manometer 12""",Regin,29.28,"Using a dual scale, the Regin U10 gauge measures up to 12 in.w.g or 30 mbar and incorporates a handy built-in stand for hands-free use. Made of Perspex, the robust U tube also includes a suction cup and a sliding scale for easy zeroing.","Trade Essentials/Trade Essentials.csv -> Regin manometer 12""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/61/NW-457161_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT02773,Rothenberger HEX 1/2in BSP adaptor pack,Rothenberger,24.19,The Rothenberger HEX 13mm three-jaw standard chuck adapter is a replacement part compatible with the brand's diamond core drill set.,Trade Essentials/Trade Essentials.csv -> Rothenberger HEX 1/2in BSP adaptor pack,,1x Chuck Adaptor,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/73/T02773_wm.jpg,,,,,,N,,,252 x 25 x 25 mm,89012,3 Jaw Chuck,N,Highly reliable over long term,High quality manufacture,Compatible with diamond core drill set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PN39661,Rothenberger Rocut plastic pipe cutter 0-42mm,Rothenberger,53.32,"Made of aluminium with a rubber handle, this Rothenberger Rocut pipe shear cuts pipes up to 42mm in diameter.",Trade Essentials/Trade Essentials.csv -> Rothenberger Rocut plastic pipe cutter 0-42mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/61/NW-N39661_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT02772,Rothenberger dry diamond core drill bit 127 x 150mm,Rothenberger,54.83,"The Rothenberger 127 x 150mm dry diamond core drill bit offers compatibility with any standard or rotary SDS drill. Fitted with a 1/2"" BSP female thread, this bit features a full 7mm height diamond segment.",Trade Essentials/Trade Essentials.csv -> Rothenberger dry diamond core drill bit 127 x 150mm,,1x Dry Core Drill,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/72/T02772_wm.jpg,,,,,,N,,,,89009,Dry Core Drill Bit,N,Suitable for use with SDS electric drills,With high quality diamond segment,Reliable design,,,,,,,,Steel,Hole cutter can be used with SDS electric drill.,,,,,,,127 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT87001,Rothenberger Tap Fitting Set,Rothenberger,20.0,"The Rothenberger tap fitting set comprises a range of tools suitable for the installation and removal of kitchen and bathroom taps. Included is a telescopic basin wrench, a monobloc tap spanner set and a backnut spanner set. While the monobloc spanner is supplied with 8mm, 9mm, 10mm, 11mm, 12mm and 13mm heads, the backnut set includes 1/2"" and 3/4"" backnuts.",Trade Essentials/Trade Essentials.csv -> Rothenberger Tap Fitting Set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/01/T87001_wm.jpg,,,,,,N,,,325mm x 82mm x 130mm,1000004670,Hand Tools,N,Wrench has spring-loaded self-locating hook,With 4x length adjustments,Monobloc spanner includes 6x head options,Fit together to extend length,Backnut spanner with 2x backnuts,,,,,,,,,,Both spanners include tommy bars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,P600521,Arctic Hayes Vortex Soldering & Brazing  VT3GBOXM VT3 Brazing torch plus Mapp gas (1),Arctic Hayes,68.5,"Containing everything you'll need for the majority of brazing and soldering jobs, the Arctic Hayes Vortex box contains the popular VT3 brazing torch along with a variety of burner heads for different jobs requiring different flame types. Also included is a Mapp gas canister.",Trade Essentials/Trade Essentials.csv -> Arctic Hayes Vortex Soldering & Brazing  VT3GBOXM VT3 Brazing torch plus Mapp gas (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/21/600521_wm.jpg,,,,,Vortex Soldering & Brazing,N,,,,VT3M,Box,N,Includes VT3 brazing torch,With propane gas canister,Includes 3x burner heads for different plumbing jobs,,,,,,,,,,,,,,,1,,307mm x 256mm x 80mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT86445,Rothenberger Wide Jaw Wrench 70459 Adjustable Wide Jaw Wrench 6'',Rothenberger,19.79,"Suitable for use in small, confined spaces, this Rothenberger 152.4mm adjustable wide jaw wrench is designed with a narrow profile and precision thumb turn adjustment.",Trade Essentials/Trade Essentials.csv -> Rothenberger Wide Jaw Wrench 70459 Adjustable Wide Jaw Wrench 6'',,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/47/NW-T86445_T86447_wm.jpg,,,,,Wide Jaw Wrench,N,,,,70459,Adjustable Wrench,N,Opens to 34mm,Narrow jaw profile,Precise thumbturn adjustment,Calibrated jaws for accurate sizing,Comfortable soft-grip handle,Black/Red/Silver,,6 x 34mm,,,Steel,Ideal when working in confined spaces,,,Jaw protectors protect polished surfaces,,,,,12 (W) x 170 (H) mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anti-Slip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,P457997,Regin high temperature silicone sealant 310ml Black,Regin,13.98,"This Regin black high temperature silicone sealant offers good adhesion to metal, glass and glazed ceramics, among others.",Trade Essentials/Trade Essentials.csv -> Regin high temperature silicone sealant 310ml Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/97/NW-457997_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/457997_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PBE6827,Beeswift BFlex nitrile / PU coated glove XL,Beeswift,4.0,"This pair of Beeswift Bflex X-large unisex black/grey gloves is made of nitrile with a PU mixed coating. Offering long lasting quality, these premium work gloves are breathable for comfortable wear even over long periods.",Trade Essentials/Trade Essentials.csv -> Beeswift BFlex nitrile / PU coated glove XL,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/27/NW-BE6827_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Beeswift_BFlex_Gloves_User_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Beeswift_BFlex_Gloves_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,P457154,Regin REGC10 continuity bond pair 10 mm,Regin,12.25,This Regin 1.2M continuity bond is designed to ensure the temporary continuity of earth.,Trade Essentials/Trade Essentials.csv -> Regin REGC10 continuity bond pair 10 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/54/NW-457154_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PN43564,Tarmac Blue Circle mortar mix tub 5kg,Tarmac,9.47,"A blend of selected sands, lime, cement and admixtures, Tarmac Blue Circle quality assured mortar mix is a pre-mixed general-purpose mortar offering a quality-assured weatherproof and durable finish in most brick and block applications. Highly workable and reliably cohesive, this mix offers a long board life and is pre-bagged ready for use, requiring just the simple addition of clean water.",Trade Essentials/Trade Essentials.csv -> Tarmac Blue Circle mortar mix tub 5kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/64/NW-N43564_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Tarmac_Mortar_Mix_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tarmac_Mortar-Mix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,P689246,Advanced Engineering EasyFinish aerosol 600ml,Advanced Engineering,16.72,"Supplied with an extension nozzle, this Advanced Engineering EasyFinish aerosol quickly removes unwanted UV dye.",Trade Essentials/Trade Essentials.csv -> Advanced Engineering EasyFinish aerosol 600ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/46/NW-689246_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_Easy_Finish_600mL_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
