,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Hazardous,By Model Number,Supplier Product Code,Type,WEEE Compliant,Range,Dimensions mm (H x W x D),Feature 1,Feature 2,Feature 3,Connection,Connection Size,Thread Standard,Material,Thread Size,Maximum Operating Temperature,Application,Feature 4,Feature 5,Spray Angle,Diameter,Operating Temperature,Warranty,Capacitance,Dimensions (L x W x D),Part Gas Council number,Working Pressure,Voltage (V),Output (W),Phase,Frequency,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 6,Attachment 7,Pack Quantity
26,P732930,Danfoss EH H04942Z 00.60 x 80 eh nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss EH oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Burner Parts.csv -> Danfoss EH H04942Z 00.60 x 80 eh nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/30/NW-732930_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P302645,"Schneider Electric MBX 3 port low pressure hot water valve 2 "" cv=32",Schneider Electric,391.42,"This Schneider Electric MBX three port low pressure hot water valve meets the needs of a wide variety of operating conditions and applications. It includes 2"" female BSP connections.","Heating/Burner Parts/Burner Parts.csv -> Schneider Electric MBX 3 port low pressure hot water valve 2 "" cv=32",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/45/NW-302643_302645_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/SE_MBX_Valve_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/SE_Satchwell_Prod_Sel_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P732926,Danfoss ES H04912K 00.60 x 60 es nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss ES oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 60°.",Heating/Burner Parts/Burner Parts.csv -> Danfoss ES H04912K 00.60 x 60 es nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/26/NW-732926_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P329586,Watts Industries Black Teknigas class a gas solenoid valve 1/2inch,Watts Industries,129.22,"Provided with a 1/2"" BSP connection, this Watts Industries Black Teknigas solenoid valve is used first and foremost as a gas safety shut-off valve for gas families 1 (town gas), 2 (natural gas) and 3 (LPG). Also suitable for use as a control and safety valve for automatic burners or as a pilot valve, this solenoid valve is compatible with air provided it is within the valve's pressure range.",Heating/Burner Parts/Burner Parts.csv -> Watts Industries Black Teknigas class a gas solenoid valve 1/2inch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/86/NW-329586_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Black_Tecknigas_Combustion_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P364434,"Fantini Banico gas solenoid valve with automatic reset 1.1/4"" 230v",Fantini Banico,92.86,"Used for safe, controlled gas feed pipe shut-off, this Fantini Banico gas solenoid valve with 1 1/4"" BSP connection is suitable for natural gas, propane and LPG. The 1/4"" inlet and outlet plugs are suitable for CPI switch and pressure gauges and for connection to proving and interlock systems.","Heating/Burner Parts/Burner Parts.csv -> Fantini Banico gas solenoid valve with automatic reset 1.1/4"" 230v",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/38/NW-364432_364438_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Banico_ZEV_F_Solenoid_Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Banico_ZEV_Solenoid_Valve_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Banico_ZEV_Solenoid_Valve_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P365359,"Fantini Banico water solenoid valve 20bar 3/4""",Fantini Banico,63.66,"This Fantini Banico solenoid valve with 3/4"" female BSP connection is suitable for water, air, oil, inert gases and other non-corrosive fluids with viscosity up to 2°.","Heating/Burner Parts/Burner Parts.csv -> Fantini Banico water solenoid valve 20bar 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/59/NW-365359_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Banico_Solenoid_Valve_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P732956,Danfoss EH H04944T 00.75 x 80 eh nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss EH oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Burner Parts.csv -> Danfoss EH H04944T 00.75 x 80 eh nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/56/NW-732956_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P456467,Riello 3001156 control box 530 SE,Riello,98.46,"This Riello control box is used for single stage, two stage and modulating operation in residential, commercial and industrial sectors. It is compatible with R40, G3, G5, G10 and G20 burners.",Heating/Burner Parts/Burner Parts.csv -> Riello 3001156 control box 530 SE,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/67/NW-456467_wm.jpg,,,,,,N,"RIELLO 444 T 55,RIELLO 419 T 55,RIELLO 437 T 55,RIELLO 444 T 50,RIELLO 458 T 55,RIELLO 464 T 50,RIELLO 443 T 57/58,RIELLO 459 T 55,RIELLO 422 T 56,RIELLO 443 T 56,RIELLO 464 T 55,RIELLO 437 T 50,RIELLO 424 T 55",87161092600,Control Box,N,,x  x,"For single stage, two stage and modulating operation",,,,,,,,,ResidentialCommercialIndustrial,,,,,,,,,,,,,,,,,,,,,,,
34,P733095,Danfoss OD-S 02.50 x 60 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 60° spray angle.",Heating/Burner Parts/Burner Parts.csv -> Danfoss OD-S 02.50 x 60 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/95/NW-733095_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P732893,Danfoss EH H04938V 00.40 x 80 eh nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss EH oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Burner Parts.csv -> Danfoss EH H04938V 00.40 x 80 eh nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/93/NW-732893_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P445221,Riello capacitor,Riello,26.92,"Designed to start a burner motor, this Riello 20081251 5µF capacitor has moulded connection leads and is suitable for the majority of domestic RDB burners including RDB3 and RDB4.",Heating/Burner Parts/Burner Parts.csv -> Riello capacitor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/21/NW-445221_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Riello_Grant_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P309326,Siemens VXG VXG44.32-16 44.32 32mm 3port valve cv=16.0,Siemens,131.13,"Suitable for closed circuits only, the Siemens VXG valve is designed for use in small and medium-sized heating, ventilation and air conditioning systems. A control valve for mixing and diverting functions, this valve with 2"" BSPP male connections can also be used for shut-off.",Heating/Burner Parts/Burner Parts.csv -> Siemens VXG VXG44.32-16 44.32 32mm 3port valve cv=16.0,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/27/NW-309326_309327_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_VXG_VVG_VVI_VXI_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_VXG44_VVG44_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_VXG44_VVG44_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P436142,Danfoss 030-0058 plastic box for oil nozzles,Danfoss,32.3,This Danfoss plastic box is for use with oil nozzles.,Heating/Burner Parts/Burner Parts.csv -> Danfoss 030-0058 plastic box for oil nozzles,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/42/436142_wm.jpg,,,,,,N,,H04999T,Oil Nozzle Box,N,,,Contains 5x pieces,For oil nozzle use,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,
39,P733074,Danfoss OD-S 02.00 x 60 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 60° spray angle.",Heating/Burner Parts/Burner Parts.csv -> Danfoss OD-S 02.00 x 60 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/74/NW-733074_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P406989,Riello 20193432 photodiode analogue,Riello,41.65,"Compatible with a wide range of oil boilers, this Riello analogue photodiode detects whether a burner has fired and maintains a stable flame. If a photocell is not functioning correctly the burner may cycle on and off or shut down at random.",Heating/Burner Parts/Burner Parts.csv -> Riello 20193432 photodiode analogue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/89/NW-406989_wm.jpg,,,,,,N,,8716119605,Photodiode,N,,x  x,They also manufacture gas boosters for applications where the mains gas pressure available needs to be increased.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,P732957,Danfoss ES 00.75 x 80 es nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss ES oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Burner Parts.csv -> Danfoss ES 00.75 x 80 es nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/57/NW-732957_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,P365358,"Fantini Banico 2 way solenoid valve body 1/2 "" 0-6 bar",Fantini Banico,32.86,"This Fantini Banico solenoid valve with 1/2"" female BSP connection is suitable for water, air, oil, inert gases and other non-corrosive fluids with viscosity up to 2°.","Heating/Burner Parts/Burner Parts.csv -> Fantini Banico 2 way solenoid valve body 1/2 "" 0-6 bar",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/58/NW-365358_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Banico_20B-F_NC_Solenoid_Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Banico_Solenoid_Valve_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,P796835,"Anglo Nordic oil filter and shut off valve 3/8""",Anglo Nordic,34.65,"Designed with 1/2"" FBSPP x 1"" MBSPT connection ports, this Anglo Nordic 50 micron oil filter and lever action isolation valve has a quarter-turn valve built into the adapter. This provides additional shut-off facility.","Heating/Burner Parts/Burner Parts.csv -> Anglo Nordic oil filter and shut off valve 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/35/NW-796835_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Anglo_Nordic_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,P446582,Monarch Water PLP-Type nozzle 06.50 x 60mm,Monarch Water,7.93,"Designed for large capacities, this Monarch type PLP oil nozzle with 60° spray angle offers fine atomization and a solid spray pattern up to about 3.50 USGPH, becoming increasingly hollow in larger sizes.",Heating/Burner Parts/Burner Parts.csv -> Monarch Water PLP-Type nozzle 06.50 x 60mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/82/NW-446582_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Monarch_Nozzles_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,P421711,Atkinson Tankmaster sight gauge 6ft,Atkinson,18.42,"Made of aluminium, the Atkinson Tankmaster 6ft sight tube is supplied with an aluminium shield.",Heating/Burner Parts/Burner Parts.csv -> Atkinson Tankmaster sight gauge 6ft,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/11/NW-421710_421711_wm.jpg,,,,,,N,,TM4500,Sight Tube,N,Tankmaster,x  x,Atkinson spare part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,P732943,Danfoss EH H04943S 00.65 x 80 eh nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss EH oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Burner Parts.csv -> Danfoss EH H04943S 00.65 x 80 eh nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/43/NW-732943_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,P436258,Delavan type W oil nozzle 00.75 x 60,Delavan,10.11,"Ordinarily used in oil appliances, this Delavan W type all-purpose nozzle has a 60° spray angle and, though offering neither a truly hollow or solid spray pattern, at lower flow rates tends towards a hollow pattern. In use, oil is forced through a tube at high speed creating a cloud of microscopic droplets on contact with the nozzle orifice.",Heating/Burner Parts/Burner Parts.csv -> Delavan type W oil nozzle 00.75 x 60,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/64/NW-436256_436264_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Delavan_Oil_Burner_Nozzles_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,P466579,Ecoflam capacitor 3mfd,Ecoflam,16.24,"Designed to start a burner motor, this Ecoflam C107/9 50 - 75W 3µF two pole capacitor has moulded connection leads and is suitable for the majority of domestic burners.",Heating/Burner Parts/Burner Parts.csv -> Ecoflam capacitor 3mfd,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/79/NW-466579_wm.jpg,,,,,,N,"Minor 4.1,Max 1 17/23 FS,Max 4,Minor 1R,Max 1 15/22 WM,Minor 4.1 R cr,Max 1 23/28 WM,Minor 1,Max 1 23/30 FS,Minor 4.1 R,Minor 4.1 cr,Max 1",65325037,Capacitor,N,,,All available off the shelf at extremely competitive prices,,,,,,,,,,,,,70 mm,8 to 28,1 year,3 µF,30 (Dia) x 70 (L) mm,,,,,,,,,,,,,,,
49,P732969,Danfoss EH H04945U 00.85 x 80 eh nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss EH oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Burner Parts.csv -> Danfoss EH H04945U 00.85 x 80 eh nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/69/NW-732969_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,P461058,Ideal Spares main burner,Ideal,86.21,An Ideal replacement main burner for selected Ideal boilers. The burner produces heat in a combustible heating appliance. In natural gas appliances gas is transferred to a gas valve and into the burner for ignition. The heat created is used to heat the water in the master heat exchanger.,Heating/Burner Parts/Burner Parts.csv -> Ideal Spares main burner,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/58/NW-461058_wm.jpg,,,,,,N,"CXS 120,CXD 40,CXA 90,CXS 100,CXD 80,CXS 40/H,CXAP 60/H,CXAP 80/H,CXAP 80,CXA 50/H,CXS 100/H,CXA 110,CX 80,CXAP 40,CX 60,CXA 100/H,CXS 110,CXD 90,CXAP 70/H,CXAP 100/H,CXS 50,CXA 40/H,CXA 100,CXA 120,CXAP 90,CX 90,CXA 60/H,CXS 110/H,CXA 80/H,CXS,CXA 110/H",150151,Main Burner,N,Spares,16.6L X 68W X 9H,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,Commercial,,,,,,,,,E58110,,,,,,,,,,,,,,
