,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Range,Hazardous,Depth (mm),Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Thickness,Warranty,Frame Colour,Waste Kit Included,Feature 11
59,PN65959,Multipanel Linda Barker Panel Black Pietra Unlipped 2400mm x 1200mm,Multipanel,182.38,"Providing a realistic marble effect, Multipanel Linda Barker Collection 2400 x 1200mm unlipped shower wall panels are an effortless, stylish alternative to tiling with no need for grout and no time consuming spacing and fitting to deal with. Manufactured with an exterior grade FSC certified MDF core, these panels aren't just simple to install, they're reliably waterproof and eco-friendly too. The Black Pietra finish is a true-to-life stone effect that provides a moody classic look.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Linda Barker Panel Black Pietra Unlipped 2400mm x 1200mm,,Wall Panel,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/59/N65959_wm.jpg,,,,,,,Black,,N,11,Exterior grade MDF,MP206SHR,Bathroom Wall Panel,N,Exterior grade MDF construction,Black Pietra finish,Ideal for installation with Multipanel profiles,Real stone slab look,100% waterproof design,100% recyclable at end of life,Grout-free installation,Made in Britain,FSC and PEFC certified,,,,,,
60,PN36638,Multipanel Classic bathroom wall panel unlipped 2400 x 1200mm Frost White,Multipanel,139.31,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel has a Frost White finish, a cool, bright gloss for a clean look.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Classic bathroom wall panel unlipped 2400 x 1200mm Frost White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/38/NW-N36638_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,,,,,,,,,,,,,,
61,PC89051,Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 900mm Blizzard,Multipanel,169.17,"An easy, grout-free alternative to paint or tiling, this 900mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel has been finished in Blizzard, a vibrant high gloss white which creates the feeling of space and light even in smaller bathrooms.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 900mm Blizzard,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/52/NW-C89047_C89052_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,
62,PN65925,Multipanel Pure Panel White Terrazzo Unlipped 2400mm x 1200mm,Multipanel,182.38,"Providing a realistic stone effect, Multipanel Pure 2400 x 1200mm unlipped shower wall panels are an effortless, stylish alternative to tiling with no need for grout and no time consuming spacing and fitting to deal with. Manufactured with an exterior grade FSC certified MDF core, these lip-free panels aren't just simple to install, they're reliably waterproof and eco-friendly too. The White Terrazzo finish has a realistic marble appearance complete with a sleek satin surface.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Pure Panel White Terrazzo Unlipped 2400mm x 1200mm,,Wall Panel,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/25/N65925_wm.jpg,,,,,,,Terrazzo,,N,11,Exterior grade MDF,MP020SHR,Bathroom Wall Panel,N,Exterior grade MDF construction,White Terrazzo finish,Ideal for installation with Multipanel profiles,Real stone slab look,100% waterproof design,100% recyclable at end of life,Grout-free installation,Made in Britain,FSC and PEFC certified,,,,,,
63,PN86564,7185 TRAVERTINO N/LOCK 2400X1200X11 7PLY,Perform Panel,177.94,"A fast, clean, stylish alternative to tiling, Perform Panel 2400 x 1200mm Nu-Lock shower wall panels require minimal installation effort and offer a reliable waterproof finish. Manufactured in 11mm thick plywood, these smart, modern panels are finished in Travertino, a warm beige-toned marble effect.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> 7185 TRAVERTINO N/LOCK 2400X1200X11 7PLY,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/64/N86564_wm.jpg,,,,,,,Travertino,,N,11,PLY,NLPLYTRAVERTINO,Shower Panel,N,Waterproof design,Ply construction,For installation 5x quicker than tiles,Travertino finish,,,,,,,,,,,
64,PD65159,Coram Optima 6 side panel 800 x 1900mm Glass/Chrome Finish,Coram,143.95,"The minimal, 800 x 1900mm Coram Optima 6 glass edge shower side panel is used to create corner and three-sided enclosures for a bespoke solution to suit your space. Semi-frameless, with fully concealed fixings and seamless profiles, this panel is easy to clean and pre-assembled for quicker, easier installation.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Coram Optima 6 side panel 800 x 1900mm Glass/Chrome Finish,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/61/UP-D65157_D65161_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Coram_Optima_6_Side_Panel_5_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Coram_Optima_6_Premier_8_SPnl_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Coram_Showers_Brochure_July_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Coram_Optima_6_Sliding_Door_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
65,PD28916,Ionic Express side panel shower enclosure 760mm,Ionic,289.97,"This 760mm Ionic Express shower side panel is suitable for use with shower enclosures in the Ionic Express range. Built in 6mm toughened glass, this panel is treated with Mershield Stayclear for ongoing easy cleaning.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Ionic Express side panel shower enclosure 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/17/UP-D28916_D28917_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ionic_Shower_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Merlyn_IonicExpress_PDoor_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_IonicExpress_PDoorPanel_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PN86570,Perform Panel n/lock 7ply 9711 2400 x 1200 x 11 White Frost,Perform Panel,177.94,"A simple tongue and groove design, this Nu-Style 2400 x 1200mm ply shower wall panel provides ease of installation for a faster transformation compared to tile. These waterproof panels are finished in elegant White Frost, a gleaming clean choice for a modern bathroom.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Perform Panel n/lock 7ply 9711 2400 x 1200 x 11 White Frost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/70/N86570_wm.jpg,,,,,,,White Frost,,N,11,LAMINATE AND PLYWOOD,NL1200PLYWHITEFRST,SHOWER PANELS,N,White Frost finish,Nu-lock tongue and groove design,Laminate and plywood construction,Waterproof,"Quick, easy installation",,,,,,,,,,
67,PN00841,Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 1200mm White,Multipanel,157.79,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. Finished in Natural White Gloss, this panel brings a clean, fresh look to any bathroom.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 1200mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/41/NW-N00841_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,,,,,,,,,,,,,,
68,PN65942,Multipanel bathroom wall panel 2400 x 598mm Antique Rose,Multipanel,109.89,"Quick and easy to install, Multipanel Pure Hydrolock 2400 x 1200mm shower panels are manufactured in a sustainable MDF with a waterproof laminate finish. A practical, cost-effective alternative to tiling with a smart Hydrolock tongue and groove jointing system, these panels are finished in gorgeous Herringbone Antique Rose for an on-trend feminine look without the hassle and mess of tiling.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel bathroom wall panel 2400 x 598mm Antique Rose,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/42/N65942_wm.jpg,,,,,,,Pink,,N,11,Exterior Grade MDF and Laminate,MT325HT7228,Bathroom Wall Panel,N,Antique Rose finish,Exterior grade MDF and laminate construction,100% recyclable,Made in Britain,No grout required,Quick and easy to install,Easy cleaning and maintenance,Discreet watertight Hydrolock joint,Unlipped version also available,Manufactured using FSC C128180 certified materials,,,,,
69,PD65187,Coram Premier 8 side panel 800 x 2000mm Glass/Chrome Finish,Coram,206.35,"The contemporary, semi-frameless Coram Premier 8 shower side panel brings a luxurious spa look to your bathroom. This 800 x 2000mm side panel has a seamless profile with fully concealed fixings and a stay clean coating for effortless cleaning and installs quickly and easily, without screws using Quick Fit.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Coram Premier 8 side panel 800 x 2000mm Glass/Chrome Finish,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/90/UP-D65185_D65190_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Coram_Premier_8_Side_Panel_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Coram_Optima_6_Premier_8_SPnl_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Coram_Showers_Brochure_July_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Coram_Premier_8_Side_Panel_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
70,PE61212,Mermaid Timeless Trade internal corner panel Satin Anodised Aluminium,Mermaid,12.23,"Made of aluminium, this Mermaid Timeless Trade 2420mm internal corner profile has a satin anodised silver finish.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Mermaid Timeless Trade internal corner panel Satin Anodised Aluminium,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/12/E61212_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mermaid_Timeless_Trade_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PN86173,Perform Panel square edge ply shower wall panel 2400 x 1200 x 11mm Lithium Elements,Perform Panel,198.42,"A fast, clean, stylish alternative to tiling, Perform Panel 2400 x 1200mm square-edged shower wall panels require minimal installation effort and offer a reliable waterproof finish. Manufactured in 11mm thick plywood, these smart, modern panels are finished in Lithium Elements a metallic silvery-white.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Perform Panel square edge ply shower wall panel 2400 x 1200 x 11mm Lithium Elements,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/73/N86173_wm.jpg,,,,,,,Silver,,N,11,Laminated Plywood,1200LITHIUMELE,Wet Wall Panel,N,Laminate plywood construction,Lithium Elements finish,Waterproof design,Installs 5x faster than tiles,,,,,,,,,,,
72,PN65962,MULTIPANEL LBU 2400 X 1200 ONYX MARBLE,Multipanel,182.38,"Providing a realistic marble effect, Multipanel Linda Barker Collection 2400 x 1200mm shower wall panels are an effortless, stylish alternative to tiling with no need for grout and no time consuming spacing and fitting to deal with. Manufactured with an exterior grade FSC certified MDF core and Hydrolock tongue-and-groove edges, these panels aren't just simple to install, they're reliably waterproof and eco-friendly too. The Onyx Marble finish is a classy choice for modern spa style bathrooms.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> MULTIPANEL LBU 2400 X 1200 ONYX MARBLE,,Panel(s),https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/62/N65962_wm.jpg,,,,,,,White,,N,11,Exterior grade MDF,MP5545SHR,Bathroom Wall Panel,N,Onyx Marble finish,"Clean, square edge",Ideal for installation with Multipanel profiles,Authentic marble slab look and texture,Made in Britain,100% waterproof,100% recyclable,No grout required,"Discreet, watertight Hydrolock joint",FSC and PEFC certified,,,,,
73,PN57513,Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Jupiter Silver,Multipanel,172.95,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel is finished in warm, neutral Jupiter Silver a grey and cream textured design pairing well with Creamy White from the Neutrals Collection.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Jupiter Silver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/15/NW-N57510_N57515_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,,,,,,,,,,,,,,
