,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Connection Size,Hazardous,Operator Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Connection Type,Range,Feature 3,Feature 4,Colour,Material Type,Warranty,Material,Size,Operating Temperature,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Seat Material,Pack Quantity,Feature 5,Single / Double,Thread Size,Standards,Diameter
111,PK15189,Crane FM463 double door wafer check valve PN16 200mm Cast Iron,Crane,1830.11,"This Crane FM463 double door wafer check valve is fitted with 200mm flanged connections. A check valve, sometimes called a non-return valve, is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Crane FM463 double door wafer check valve PN16 200mm Cast Iron",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/91/NW-K15189_K15191_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_FM463_FM466_FA463_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FM463_FM466_FA463_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,P171350,Reliance Valves Floguard DZR double check valve 15mm Brass,Reliance Valves,10.88,"Made of tough DZR brass with 15mm compression connections, this Reliance Water Controls Floguard double check valve helps to prevent backflow and back-siphonage contamination in accordance with Water Regs. This valve is supplied unplated.  A check valve, sometimes called a non-return valve, is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Reliance Valves Floguard DZR double check valve 15mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/50/NW-171350_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/RWC_Floguard_Check_Valve_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PK72680,Keraflo Aylesbury K type float valve (standard flow) 50mm,Keraflo,623.0,"This Keraflo Aylesbury K-type delayed action float valve with 50mm connection is designed especially for use in commercial water systems, providing accurate and efficient control over the level of stored cold water in tanks without raised float valve chambers. This precision engineered patented float valve is built to last, operating for long periods of time without maintenance.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Keraflo Aylesbury K type float valve (standard flow) 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/80/NW-K72679_K72680_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Spares_Kit_Quick_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Keraflo_Aylesbury_K_Valve_Install.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Keraflo_Specification_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Keraflo_Aylesbury_ValveSales_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Specification_Wording_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Product_Range_Guide.pdf,,,,,,,
114,PK11487,Crane D138 check valve (BSP) PN25 40mm Bronze,Crane,444.59,"The Crane D138 PN25 40mm check valve has a 1 1/2"" BSP tapered female connection. This non-return valve is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Crane D138 check valve (BSP) PN25 40mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/88/NW-K11487_K11488_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_KM-07296_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_D138_Check_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_J1483_Check_Valve_Install.pdf,,,,,,,,,,
115,P170912,Pegler Prestex copper x copper brass ball valve 28mm Blue,Pegler,44.41,"Compact and offering simple operation, this Pegler Yorkshire Prestex PB300 28mm full bore ball valve is made of chromium-plated brass. Lever-operated, this quarter-turn ball valve with compression connections is ideal for commercial installations where robustness is key.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Pegler Prestex copper x copper brass ball valve 28mm Blue",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/12/NW-170907_170912_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/PeglerYorkshire_Valve_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PK84081,Socla EA453 single check valve PN16 DN80,Socla,605.62,"Certified to NF anti-pollution norms, the Socla PN16 DN80 non-return valve EA 453 is designed for the protection of drinking water against polluted backflow with no recognised toxic or microbiological risk to human health. This single check valve is especially well suited for mounting after a water meter.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Socla EA453 single check valve PN16 DN80",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/83/NW-K84081_K84083_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Socla_EA453_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,P170915,Pegler Prestex copper x copper brass ball valve 28mm Red,Pegler,44.41,"Compact and offering simple operation, this Pegler Yorkshire Prestex PB300 28mm full bore ball valve is made of chromium-plated brass. Lever-operated, this quarter-turn ball valve with compression connections is ideal for commercial installations where robustness is key.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Pegler Prestex copper x copper brass ball valve 28mm Red",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/18/NW-170913_170918_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/PeglerYorkshire_Valve_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PK72674,Keraflo Aylesbury K type float valve 25mm,Keraflo,312.0,"This Keraflo Aylesbury K-type delayed action float valve with 25mm connection is designed especially for use in commercial water systems, providing accurate and efficient control over the level of stored cold water in tanks without raised float valve chambers. This precision engineered patented float valve is built to last, operating for long periods of time without maintenance.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Keraflo Aylesbury K type float valve 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/74/NW-K72674_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Spares_Kit_Quick_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Keraflo_Aylesbury_K_Valve_Install.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Keraflo_Specification_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Keraflo_Aylesbury_ValveSales_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Specification_Wording_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Product_Range_Guide.pdf,,,,,,,
119,P170911,Pegler Prestex copper x copper brass ball valve 22mm Blue,Pegler,31.39,"Compact and offering simple operation, this Pegler Yorkshire Prestex PB300 22mm full bore ball valve is made of chromium-plated brass. Lever-operated, this quarter-turn ball valve with compression connections is ideal for commercial installations where robustness is key.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Pegler Prestex copper x copper brass ball valve 22mm Blue",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/12/NW-170907_170912_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/PeglerYorkshire_Valve_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,P537463,"Masefield drop arm for float valve 1"" (5)",Masefield,94.21,"Ensuring the correct air gap is achieved, this Masefield drop arm and adapter helps to prevent backflow, keeping the clean water supply from becoming contaminated. Made using all high-quality materials, this version has a 7/16"" BSW connection to suit all float-operated piston type valves.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Masefield drop arm for float valve 1"" (5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/64/NW-537463_537464_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/22/Masefield_Beta_Valve_Brochure_2022.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,P171196,"Pegler Prestex equilibrium float valve 2.1/2""",Pegler,769.11,"This high quality Pegler Prestex Type A 2 1/2"" equilibrium float valve is fitted with a polyethylene x plain tail for copper.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Pegler Prestex equilibrium float valve 2.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/2_/hr/78701161_901__520012_HR_wm.jpg,,,,N,,520300,,N,Tried and tested design,Suitable for domestic use,Compression,Prestex,Manufactured to BS EN 1254 and  BS 864 Part 2,For use with copper tube to BS EN 1057:1996 or stainless steel tube to BS 4127-2:1994,,,,,,,,,,,,,,,,,2.1/2
122,P171007,"Masefield Beta high pressure seat ball valve (part1) 1.1/4"" Bronze (10)",Masefield,227.05,"Made of brass and with BSP connections, this Masefield Beta 1 1/4"" high pressure seat ball valve is highly reliable. Lever-operated, this valve is supplied with a removable seat and tail with spares and washers readily available for ease of maintenance, even years down the line.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Masefield Beta high pressure seat ball valve (part1) 1.1/4"" Bronze (10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/09/NW-171007_171009_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Beta_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PK72679,Keraflo Aylesbury float valve 40mm,Keraflo,534.0,"This Keraflo Aylesbury K-type delayed action float valve with 40mm connection is designed especially for use in commercial water systems, providing accurate and efficient control over the level of stored cold water in tanks without raised float valve chambers. This precision engineered patented float valve is built to last, operating for long periods of time without maintenance.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Keraflo Aylesbury float valve 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/80/NW-K72679_K72680_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Spares_Kit_Quick_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Keraflo_Aylesbury_K_Valve_Install.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Keraflo_Specification_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Keraflo_Aylesbury_ValveSales_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Specification_Wording_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Product_Range_Guide.pdf,,,,,,,
124,PK83720,Socla 402B/402 cast iron double check valve 80mm,Socla,560.41,"The Socla 402B/402 16PN 80mm double check valve is made up of two standard range single type 402 non-return valves coupled together. A check valve is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Socla 402B/402 cast iron double check valve 80mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/20/NW-K83719_K83720_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Socla_UK_Protection.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,P414397,Pegler Valve swing check valve (BSPT) 50mm Bronze,Pegler,223.24,"The Pegler Valve 1060A 50mm bronze swing check valve includes 2"" BSP tapered female connections and a bronze body. A check valve, sometimes called a non-return valve, is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Pegler Valve swing check valve (BSPT) 50mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/97/NW-414394_414397_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Pegler_Connection_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pegler_1060A_Technical.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pegler_77258686_Valve_Installation.pdf,,,,,,,,,,
126,PK74202,Rubinetterie 24 spring check valve (BSP) 10mm Brass,Rubinetterie,7.82,"Designed to make sure that liquid or gas flows in just one direction, this 24 spring single check valve with 10mm BSP female connection recognises flow and velocity, closing automatically to prevent backflow. Suitable for a maximum pressure of 40 bar, this valve has a brass body and FKM seat.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Rubinetterie 24 spring check valve (BSP) 10mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/11/NW-K74202_K74211_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,P414396,Pegler Valve swing check valve (BSPT) 40mm Bronze,Pegler,146.83,"The Pegler Valve 1060A 40mm bronze swing check valve includes 1 1/2"" BSP tapered female connections and a bronze body. A check valve, sometimes called a non-return valve, is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Pegler Valve swing check valve (BSPT) 40mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/97/NW-414394_414397_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Pegler_Connection_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pegler_1060A_Technical.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pegler_77258686_Valve_Installation.pdf,,,,,,,,,,
128,PK74207,Rubinetterie 24 spring check valve (BSP) 40mm Brass,Rubinetterie,28.83,"Designed to make sure that liquid or gas flows in just one direction, this 24 spring single check valve with 40mm BSP female connection recognises flow and velocity, closing automatically to prevent backflow. Suitable for a maximum pressure of 16 bar, this valve has a brass body and FKM seat.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Rubinetterie 24 spring check valve (BSP) 40mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/11/NW-K74202_K74211_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,P170904,Pegler Prestex PB300T copper x copper brass ball valve 22mm Red,Pegler,31.39,"Compact and offering simple operation, this Pegler Yorkshire Prestex PB300 22mm full bore ball valve is made of chromium-plated brass. Lever-operated, this quarter-turn ball valve with compression connections is ideal for commercial installations where robustness is key.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Pegler Prestex PB300T copper x copper brass ball valve 22mm Red",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/04/NW-170904_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/PeglerYorkshire_Valve_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,P171008,"Masefield Beta high pressure seat ball valve (part1) 1.1/2"" (10)",Masefield,246.37,"Made of brass and with BSP connections, this Masefield Beta 1 1/2"" high pressure seat ball valve is highly reliable. Lever-operated, this valve is supplied with a removable seat and tail with spares and washers readily available for ease of maintenance, even years down the line.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Masefield Beta high pressure seat ball valve (part1) 1.1/2"" (10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/09/NW-171007_171009_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Beta_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,P170910,Pegler Prestex copper x copper brass ball valve 15mm Blue,Pegler,23.69,"Compact and offering simple operation, this Pegler Yorkshire Prestex PB300 15mm full bore ball valve is made of chromium-plated brass. Lever-operated, this quarter-turn ball valve with compression connections is ideal for commercial installations where robustness is key.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Pegler Prestex copper x copper brass ball valve 15mm Blue",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/12/NW-170907_170912_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/PeglerYorkshire_Valve_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PK74204,Rubinetterie 24 spring check valve (BSP) 20mm Brass,Rubinetterie,10.06,"Designed to make sure that liquid or gas flows in just one direction, this 24 spring single check valve with 20mm BSP female connection recognises flow and velocity, closing automatically to prevent backflow. Suitable for a maximum pressure of 40 bar, this valve has a brass body and FKM seat.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Rubinetterie 24 spring check valve (BSP) 20mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/11/NW-K74202_K74211_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,P170907,Pegler Prestex copper x copper brass ball valve 35mm Blue,Pegler,71.22,"Compact and offering simple operation, this Pegler Yorkshire Prestex PB300 35mm full bore ball valve is made of chromium-plated brass. Lever-operated, this quarter-turn ball valve with compression connections is ideal for commercial installations where robustness is key.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Pegler Prestex copper x copper brass ball valve 35mm Blue",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/12/NW-170907_170912_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/PeglerYorkshire_Valve_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PK15186,Crane FM463 double door wafer check valve PN16 100mm Cast Iron,Crane,873.43,"The Crane FM463 PN16 100mm double door wafer check valve is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Crane FM463 double door wafer check valve PN16 100mm Cast Iron",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/91/NW-K15184_K15191_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_FM463_FM466_FA463_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FM463_FA463_FM466_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PK74205,Rubinetterie 24 spring check valve (BSP) 25mm Brass,Rubinetterie,13.43,"Designed to make sure that liquid or gas flows in just one direction, this 24 spring single check valve with 25mm BSP female connection recognises flow and velocity, closing automatically to prevent backflow. Suitable for a maximum pressure of 25 bar, this valve has a brass body and FKM seat.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbing Valves/Plumbing Valves.csv -> Rubinetterie 24 spring check valve (BSP) 25mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/11/NW-K74202_K74211_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
