,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Range,Voltage (V),Warranty,Weight,Hazardous,Sound Power Level (Indoors),Output,Depth (mm),Mounting Type,Compressor Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Capacity Litre,Feature 9,Feature 10,Feature 11,Pack Quantity,Attachment 6,Refrigerant Suitability,Feature 12
113,P433070,Grant 30ltr ext volumiser w/3kw backup htr,Grant,429.0,This Grant 30L W/3kW external volumiser back-up heater is compatible with the brand's Aerona³ heat pump systems.,Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Grant 30ltr ext volumiser w/3kw backup htr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/70/433070_wm.jpg,,N/A,Subject to T&C'S,30,N,,,815,N/A,,HPIDVOL30EXT,,N,For use with Grant Aerona³ heat pump systems,30L volume,Warranty subject to T&Cs,,,,,,,,,,,,,,,,,,
114,P506184,"Intatec Zero - Anti freeze valve 1"" male",Intatec,97.73,"Providing unique protection to your air source heat pump system, this Intatec antifreeze valve with 1"" male connections protects water-operated pump systems from the potential damage that can be caused in freezing temperatures.","Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Intatec Zero - Anti freeze valve 1"" male",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/_1/506184_1_wm.jpg,,N/A,2 years,0.42KG,N,,,245,Pipework,,ZERO01,Heat Pump,N,Discharges when system water temperature drops to 3°C,Reduces risk of ice formation,Reduces risk of circuit breakdown or damage,2 year warranty,,,,,,,,,,,,,,,,,
115,P614110,Daikin Altherma BRC1HHDW R32 Madoka White,Daikin,103.68,"Offering ease of operation for a better user experience, the Daikin Altherma R32 Madoka wired remote control in white provides homeowners with an intuitive interface through which basic heating and hot water functions are controlled.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Daikin Altherma BRC1HHDW R32 Madoka White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/10/614110_wm.jpg,Altherma,,,,N,,,,,,BRC1HHDW,,N,White colour to match interior,Symbol driven end user interface,Intuitive touch button control,Basic functions focus on space heating and DHW,Basic functions on/off and temperature set point,Compact design for ease of integration into standard electrical installation boxes,,,,,,,,,,,,,,R-32,
116,PT21895,Panasonic Aquarea PAW-TS2 tank sensor with cable 20mtr,Panasonic,42.9,"This Panasonic Aquarea PAW-TS2 water tank sensor, also known as a thermistor, is supplied complete with a 20M long cable and a sensor pocket.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Panasonic Aquarea PAW-TS2 tank sensor with cable 20mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/95/T21895_wm.jpg,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Panasonic_Renewables_Brochure.pdf,,,,,,,,,,,,
117,P635913,Grant Aerona³ HPIDR32PACKA Installation Pack A S plan for non pre plumbed,Grant,787.21,"Designed to make installation and maintenance of a Grant air source heat pump system easier, this Grant Aerona³ Installation Pack A includes a range of peripherals and other items, including a volumiser, programmer and filter.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Grant Aerona³ HPIDR32PACKA Installation Pack A S plan for non pre plumbed,,"Grant System Combined Volumiser/Low Loss Header, 7 day Immersion Programmer (Legionella), Flexi Foot Kit, Mag One filter, 18ltr Sealed System Kit, Wiring Centre c/w DHW Priority, Domestic Hot Water Programmer and AC Isolator.",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/13/635913_wm.jpg,Aerona,N/A,Subject to T&C'S,42,N,,,1000,N/A,,HPIDR32PACKA,ASHP Install Pack,N,With Grant System combined volumiser/low loss header,Includes 7 day Legionella immersion programmer,Includes flexi foot kit and Mag One filter,With 18L sealed system kit,Wiring centre with DHW priority,With DHW programmer and AC isolater,Warranty is subject to terms and conditions,,,,,,,,,,,,,,
118,P614146,Daikin EDLA09D3V3 R32 Monobloc Lt 9KW 1P,Daikin,4350.72,"Ideal for installation in homes with minimal space, the low temperature Daikin Altherma 9kW one-phase monobloc air-to-water heat pump offers highly efficient operation and compatibility with domestic hot water.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Daikin EDLA09D3V3 R32 Monobloc Lt 9KW 1P,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/46/614146_wm.jpg,,230,,1.49,N,62.0,230 kW,460,Floor mounted,Hermetically sealed swing compressor,EDLA09D3V3,low temperature monobloc,N,For floor-mounted installation,Monobloc design contains all hydraulic parts,Optional W-LAN connection,Suitable for use with domestic hot water,Highly energy efficient,Separate back-up heater kit available,,,,,,,,,,,,,,R-32,
119,P490733,BOSCH COMPRESS 2000 AWF 12KW FULL MONO,Bosch,4436.0,"Reducing clutter in the home, the Bosch Compress 2000 AWF 12kW reversible single-phase heat pump is fully integrated into a single monobloc design with no need for an indoor unit. It is fast and simple to install with no need for experience or knowledge of refrigerant handling. Making life easy for the end user, the Compress 2000 has a detachable touchscreen interface that can be fitted inside, putting complete control at the homeowner's fingertips.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> BOSCH COMPRESS 2000 AWF 12KW FULL MONO,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/33/490733_wm.jpg,,230,2 years,129 kg,N,65dB(A),10 kW,445,Floor or Wall,Rotary,7738602281,Air to Water Heat Pump,N,Integrated hydraulic components for small installation footprint,Indoor unit not required,"Quick, easy installation",Installers do not need to know how to handle refrigerants for installation,Simple user interface with intuitive touchscreen,Touchscreen is detached fom ODU for indoor installation,Suitable for cascading of up to 6x units,"3x optional sound modes, standard, silent and super silent",,,,,,,Range of accessories available,2 year warranty,,,,,
120,P616630,Mitsubishi Ecodan ACC-2ZP-K01 2-zone same temperature pack,Mitsubishi,211.91,"Offering easy installation, the Mitsubishi Ecodan two-zone pack 1 incorporates the 15-60 pump along with sensors and isolation valves. It is suitable for two-zone applications where the temperature of both zones is the same.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Mitsubishi Ecodan ACC-2ZP-K01 2-zone same temperature pack,,15-60 pumpIsolation valvesStandard flow return sensors,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/30/616630_wm.jpg,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mitsubishi_Ecodan_ASHP_Guide.pdf,,,,,,,,,,,,
121,P635928,Grant Aerona 13R32/17R32 R32 remote control kit,Grant,323.57,"An alternative controller for Aerona³ heat pumps, the Grant Aerona HPID13R32 and HPID17R32 R32 remote control kit is a compact wall-mounted unit offering an intuitive interface via which core ASHP ASHP parameters can be set, viewed and adjusted. Allowing both the homeowner and the heating engineer to access operating functions, this kit is compatible with a separate Grant brand timer used for hot water settings while a programmer or room thermostat is put in control of heating settings.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Grant Aerona 13R32/17R32 R32 remote control kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/28/635928_wm.jpg,Aerona,N/A,1 year minimum (Subject to T&C's),45kg,N,,,225,N/A,,HPIDR32CON1317,ASHP Remote Control,N,White casing to suit most homes,Wall-mounted installation,Allows engineer to view and set functions remotely,"1 year warranty minimum, subject to T&Cs",,,,,,,,,,,,,,,,,
122,P119675,Vaillant aroTHERM plus 12kW +  hydraulic module 0010037210 air source heat pump with hydraulic module 12kW,Vaillant,6769.4,"Designed for cost-effective performance, the Vaillant aroTHERM Plus heat pump is equally suitable for radiators as for underfloor heating. Offering flow temperatures of up to 75°C, this 12kW output pump, supplied with hydraulic module, does away with the need for direct electric immersion, protects from legionella and, thanks to its low running noise, it's suitable for installation in built-up terraced housing estates. Extremely energy efficient, the aroTHERM Plus is suitable for installation alongside photovoltaic systems or integrated into smart power grids for the increased savings that come with variable electricity tariffs.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Vaillant aroTHERM plus 12kW +  hydraulic module 0010037210 air source heat pump with hydraulic module 12kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/75/119675_wm.jpg,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/aroTHERM_Plus_AW 1.1_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Vaillant_aroThermPlus_Heat-P_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ch/em/Vaillant_aroThermPlus_Heat-P_Schem.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_aroThermPlus_Heat-P_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vaillant_aroThermPlus_Heat-Pump_Tech.pdf,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Vaillant_aroTHERM_Plus_Manual.pdf,,
123,P119670,Vaillant aroTHERM PLUS air source heat pump and uniTOWER 12kW,Vaillant,7846.35,"Eco-friendly and efficient, the Vaillant aroTHERM Plus 12kW air-to-water heat pump employs R290 refrigerant, contributing to an extremely low GWP and a SCOP of up to 4.88. This pump operates extremely quietly, making it a great choice for built-up areas and terraced housing, while a salt-resistant construction ensures reliable protection in seaside residences. The monobloc aroTHERM Plus is supplied with Vaillant's ready-wired, easy to install 190L uniTOWER integrated hot water cylinder and hydraulic module for the highest possible ErP efficiency of A+++.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Vaillant aroTHERM PLUS air source heat pump and uniTOWER 12kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/6-/70/119666-70_wm.jpg,aroTHERM plus,230,5,194,N,30,12 kW,449,Outdoors,Rotary,0010037205,Air Source Heat Pump,N,"Energy saving design, with a SCOP up to 4.88",Suitable for retro-fit and new build,"Ideal for underfloor heating, radiators and fan coils","Sound power as low as 54 dB(A), suitable for terraced housing estates",Low Global Warming potential (GWP) of 3,Monobloc technology with hermetically-sealed refrigerant circuit,Uses natural refrigerant R290,Salt-resistant construction C5 class for installation under 150M from the sea,,,,,,,Supplies up to 25% more usable hot water at a 75°C flow temperature,Maximum temperature setting eliminates need for an electric immersion heater for Legionella protection,5 year warranty,,,,
124,PT21891,Panasonic Aquarea CZ-TAW1 smart cloud control system,Panasonic,181.35,"Providing complete comfort from just about anywhere, the Panasonic Aquarea Smart Cloud control system gives you remote control of a full range of heating and hot water functions using a smartphone app. With the option to monitor energy consumption, this clever system can help property owners to minimise waste and reduce their fuel costs while also keeping a fuel pump working efficiently for reduced maintenance requirements. Easy to set up, the Smart Cloud system requires you to connect via a wired or wireless LAN and download either the Smart Cloud app for end users or Smart Cloud Service app for installers.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Panasonic Aquarea CZ-TAW1 smart cloud control system,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/91/T21891_wm.jpg,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/d_/ds/Panasonic_Smart Cloud_DS.pdf,,,,,,,,,,,,
125,PT21897,Panasonic Aquarea PAW-A2W-TSHC zone water sensor,Panasonic,42.9,This Panasonic Aquarea PAW-A2W-TSHC zone water sensor helps to optimise system control for reduced disruption and improved efficiency.,Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Panasonic Aquarea PAW-A2W-TSHC zone water sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/97/T21897_wm.jpg,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Panasonic_Renewables_Brochure.pdf,,,,,,,,,,,,
126,PT21899,Panasonic PAW-A2W-AFVL Anti-freeze valve,Panasonic,109.2,"Designed to drain down a heat pump system should the temperature of a heating circuit drop to a predetermined point, this Panasonic anti-freeze valve contains a sensor that triggers drain down at 3°C.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Panasonic PAW-A2W-AFVL Anti-freeze valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/99/T21899_wm.jpg,,,,,N,,,,,,PAW-A2W-AFVLV,,N,Drains down heat pump,Operates when heating circuit temperature drops below 3°C degrees,Fitted with temperature sensor,,,,,,,,,,,,,,,,,,
127,PT21889,Panasonic Aquarea PAW-3WYVLV-HW 3-way valve for domestic hot water tanks,Panasonic,165.75,"This Panasonic Aquarea PAW-3WYVLV-HW three-way domestic hot water valve operates with a monobloc air source heat pump, allowing the pump to use a hot water priority system.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Panasonic Aquarea PAW-3WYVLV-HW 3-way valve for domestic hot water tanks,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/89/T21889_wm.jpg,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Panasonic_Renewables_Brochure.pdf,,,,,,,,,,,,
128,P613560,Diversitech SpeediChannel 230-EB4 inside elbow 90 degree 105 mm,Diversitech,9.87,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-EB4 105mm inside elbow routes a lineset around an inside corner. Individually packed, this elbow is supplied with screws for ease of fixing.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Diversitech SpeediChannel 230-EB4 inside elbow 90 degree 105 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/60/613560_wm.jpg,SpeediChannel,,,,N,,,,,,230-EB4,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Includes stainless steel screws,,,,,,,,,,,,,,,,,
129,P143650,Vokera Riello 8kW monoblock ASHP NXHM008,Vokera,4805.89,"Highly efficient, the Vokera Riello NXHM008  8kW monobloc air source heat pump is suitable for heating, cooling and hot water supply in domestic properties. Using eco-friendly R32 refrigerant, the pump minimises its environmental impact, ensuring a low GWP and reduced CO2 emissions while ensuring powerful performance. NXHM008 is fitted with modern Blue-Fin exchange coils, hydrophilic and anti-corrosion treated for better condensation flow and a reduced risk of freezing, ensuring reliability, even in humid conditions.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Vokera Riello 8kW monoblock ASHP NXHM008,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/50/143650_wm.jpg,,230v,7 Years,105kg,N,N/A,8 kW,523,Free standing,Twin-Rotary,20203409,Air to Water Heat Pump,N,DC-Inverter technology,Twin-rotary compressor modulates power to perfectly match required load,Energy efficient for high COP and EER,"Suitable for low-temperature radiators, underfloor radiant elements and fan coil units",Water heating temperature up to 65 °C,"Easy, quick installation",Silent operation,Wired controller included for complete control,,,,,,,"Control can manage up to 6x cascade units, even with different power inputs",Anti-freeze program protects entire system,HP Keymark certified performance,,,,7 year warranty
130,PT21882,Panasonic Aquarea WH-MXC12J6E5 mono-bloc air source heat pump R32 12kW,Panasonic,5113.88,"Easy to install thanks to its simple plug-and-play fitting, the Panasonic Aquarea R32 12kW monobloc air source heat pump employs patented Total Capacity, or TCAP technology to maintain a reliable heating capacity even at low temperatures. This innovative features means that the pump is able to keep to its required output capacity right down to an outdoor temperature of -20°C. Supplying hot water at 60°C, the Aquarea is suitable for both new and retrofit installations, providing water for cooling and heating purposes as well as for DHW storage.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Panasonic Aquarea WH-MXC12J6E5 mono-bloc air source heat pump R32 12kW,,"heat pump with built in Quick release clips,T-cap technology, Pump, Back Up Heater, Expansion Vessel, Pressure Relief Valve, Y Strainer, Refrigerant type",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/82/T21882_wm.jpg,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/c_/ds/Panasonic_T-CAP_Monobloc_DS.pdf,,,,,,,,,,,,
131,P635914,Grant Aerona³ HPIDR32PACKB Installation Pack A S plan for pre plumbed,Grant,611.91,"Designed to make installation and maintenance of a Grant air source heat pump system easier, this Grant Aerona³ Installation Pack B includes a range of peripherals and other items, including a volumiser, programmer and filter.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Grant Aerona³ HPIDR32PACKB Installation Pack A S plan for pre plumbed,,"Grant System Combined Volumiser/Low Loss Header, Flexi Foot Kit, Mag One filter, 18ltr Sealed System Kit, Domestic Hot Water Programmer and AC Isolator.",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/14/635914_wm.jpg,Aerona,N/A,Subject to T&C'S,43,N,,,1000,N/A,,HPIDR32PACKB,ASHP Install Pack,N,With Grant System combined volumiser/low loss header,Includes flexi foot kit and Mag One filter,With 18L sealed system kit,With DHW programmer and AC isolater,Warranty is subject to terms and conditions,,,,,,,,,,,,,,,,
132,P613562,Diversitech SpeediChannel 230-EIN3 outside elbow 90 degree 70 mm,Diversitech,4.66,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-EIN3 70mm 90° outside elbow routes a lineset around a corner. Individually packed, this elbow is supplied with screws for ease of fixing.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Diversitech SpeediChannel 230-EIN3 outside elbow 90 degree 70 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/62/613562_wm.jpg,SpeediChannel,,,,N,,,,,,230-EIN3,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Includes stainless steel screws,,,,,,,,,,,,,,,,,
133,P613569,Diversitech SpeediChannel 230-FB453 flat bend 45 degree 70 mm,Diversitech,5.22,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-FB453 70mm 45° flat bend routes a lineset around an obstacle where required. Individually packed, this elbow is supplied with screws for ease of fixing.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Diversitech SpeediChannel 230-FB453 flat bend 45 degree 70 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/69/613569_wm.jpg,SpeediChannel,,,,N,,,,,,230-FB453,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Includes stainless steel screws,,,,,,,,,,,,,,,,,
134,P635915,Grant Aerona install pack C direct 4 non PP,Grant,896.16,"The Grant Aerona³ direct 4 non-PP installation pack C includes a combined volumiser/low loss header, isolation valves, a DHW programmer and 7-day immersion programmer. Also included is an 18L sealed system kit, heat pump wiring interface, hot water priority relay and three-port diverter valve cylinder sensor along with a flexible foot kit, MagOne filter and a 32A AC isolator.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Grant Aerona install pack C direct 4 non PP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/15/635915_wm.jpg,,N/A,Subject to T&C'S,1.278,N,,,690,N/A,,HPIDR32PACKC,,N,Non-pre plumbed,With low loss header,Immersion programmer for Legionella protection,With 18L sealed system kit,Includes filter,Warranty subject to T&Cs,,,,,,,,,,,,,,,
135,P490593,Bosch CS AW 5800i Heat Pump 7kW Outdoor Unit,Bosch,4015.0,"Operating on environmentally sound R290 refrigerant, the Bosch Compress AW 5800i 7kW monobloc outdoor heat pump unit holds an ErP A+++ rating for heating at 35°C and an A rating for hot water delivery, helping homeowners to save on costs while reducing their carbon footprints. Suitable for installation in new build and renovation projects, this quiet heat pump unit is simple to install as well as being easy to use and effortless to maintain.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Bosch CS AW 5800i Heat Pump 7kW Outdoor Unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/93/490593_wm.jpg,CS AW,230,257,143Kg,N,31,7 kW,540,Free standing,Rotary,8738213466,Air to Water Heat Pump,N,High flow for hot water comfort,Futureproof design,Uses environmentally friendly R290 refrigerant,Rotary-type compressor,Freestanding installation for flexibility,"2, 5 and 7 year warranties available",,,,,,,,,,,,,,,
136,P635953,Grant Aerona inverter driver air source heat pump - R32 17kW,Grant,4473.41,"Compatible with eco-friendly R32 refrigerant, the Grant Aerona³ 17kW inverter driver air source heat pump is highly efficient for cleaner running and improved convenience. Compact in design, this pump runs extremely quietly, making it a great choice for home systems. A reliable unit, Aerona³ has a simplified design for ease of installation and maintenance and hassle-free operation.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Grant Aerona inverter driver air source heat pump - R32 17kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/53/635953_wm.jpg,Aerona,230,"2 Years minimum, subject to T&C's",118 kg,N,61.6 dB(),1.7 kW,403,Floor,DC twin rotary - inverter driven,HPID17R32BODY,R32 Air Source Heat Pump,N,Inverter driven,Excellent SCOPs across range,Compact footprint for minimal impact on surroundings,2 year warranty subject to T&Cs,,,,,,,,,,,,,,,,,
137,P613804,Mitsubishi Ecodan PUZ 1ph monobloc unit 14kw,Mitsubishi,4545.78,"Suitable for matching with pre-plumbed cylinders, if desired, the advanced and reliable Mitsubishi Ecodan PUZ 14kW single-phase monobloc unit helps engineers to create an efficient alternative to traditional carbon-based heating systems.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Mitsubishi Ecodan PUZ 1ph monobloc unit 14kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/06/613804_613806_wm.jpg,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Mitsi_Heating_Catalogue_2021.pdf,,,,,,,,,,,,
138,PT21883,Panasonic Aquarea WH-MXC16H9E8 16kW R32 Aquarea Tcap Mono JGEN ASHP,Panasonic,7488.0,"Harnessing the brand's own cutting edge T-Cap technology, the Panasonic Aquarea 16kW monobloc air source heat pump maintains heating capacities, even at the lowest temperatures, working right down to -20°C. Supplying hot water at up to 60°C, this pump incorporates cooling, heating and domestic hot water storage, all in a single convenient outdoor unit. Aquarea pumps are ideal for both refurbishment and new installations, providing high performance in any situation.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Panasonic Aquarea WH-MXC16H9E8 16kW R32 Aquarea Tcap Mono JGEN ASHP,,"heat pump with built in Quick release clips,T-cap technology, Pump, Back Up Heater, Expansion Vessel, Pressure Relief Valve, Y Strainer, Refrigerant type",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/83/T21883_wm.jpg,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/c_/ds/Panasonic_T-CAP_Monobloc_DS.pdf,,,,,,,,,,,,
139,PT21890,Panasonic Aquarea CZ-NS4P PCB for J-Gen and H-Gen models,Panasonic,163.8,"Controlling a three-way diverter valve, third part control and a second circulatory pump, this Panasonic CZ-NS4P main PCB for J and H-Gen air source heat pumps is home to all necessary wiring connections.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Panasonic Aquarea CZ-NS4P PCB for J-Gen and H-Gen models,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/90/T21890_wm.jpg,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Panasonic_Renewables_Brochure.pdf,,,,,,,,,,,,
