,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Hazardous,Model For Use With,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Flow Rate,Fuel Type,Range,Warranty,Weight,Energy Rating,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Efficiency (SAP 2009),Mounting Type,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Part Gas Council number,By Model Number,Pack Quantity,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 6,Colour,Seasonal Space Heating Energy Efficiency %,Feature 13,Feature 14,Diameter,Attachment 7,Dry Weight (kg),Range For Use With,Max High Level Flue Length (metres),Seasonal Space Heating Energy Efficiency Class,Feature 15,Feature 16,Feature 17,Feature 18,Flue Type,Flue Diameter,Flue Length,Flue Size,Energy Efficiency Class,Feature 19,Max Set Pressure,Maximum Operating Temperature,Max Vertical Level Flue Length (metres),Dimensions mm (H x W x D),Application,Length (M),Gender,Material,Size,Connection Type 1,Attachment 8,Attachment 9,Rated Heat Output (Prated or Psup),Feature 20,Feature 21,Feature 22,Preset Pressure Relief Valve (Bar),For Use With
317,P100842,Worcester Bosch 90deg plume elbow,Worcester Bosch,39.55,"This hardwearing Worcester Bosch 60mm 90° plume elbow directs a flue extension upwards and horizontally, neatly and effectively re-routing the steam and gases produced during a Greenstar boiler's normal operation.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/Boilers.csv -> Worcester Bosch 90deg plume elbow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/42/100842_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/08/42/100842.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Worcester_Bosch_Gas_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,P109003,Glow-worm 25-45deg roof tile Black,Glow-worm,38.86,This Glow-worm 24 - 45° pitched roof flashing tile in black is designed for compatibility with current Glow-worm flue systems and 60/100 vertical flue terminals.,Boilers/Boilers.csv -> Glow-worm 25-45deg roof tile Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/03/NW-109003_wm.jpg,,,,,,N,,Flue,Energy,0020258676,Pitched Roof Flashing,N,,,,,,,,,,,,,Suitable for use with 60/100 flue range,Compatible with current Glow-worm flue systems,For use with vertical flue terminal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,P334218,Baxi Combi 2 424 boiler pack,Baxi,545.0,"Suitable for natural gas and ready to run on 20% hydrogen, the wall-mounted Baxi 400 Series 2 24kW boiler is a highly efficient option for any home. Neat and compact, this combi is suitable for installation inside a cupboard and weighs less than 30kg, making installation easier for the engineer. The Series 2 is supplied with a hanging bracket, meaning that fitting won't require extra parts or create unnecessary mess.",Boilers/Boilers.csv -> Baxi Combi 2 424 boiler pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/90/153790_wm.jpg,,,,,,N,,,,334218 PK,Combi Boiler,N,9.8L/Min @ 35 Deg C Rise,LPGNatural Gas,Combi 2,5 Year,26.5kg28kg,A,A,24 kW,285,,93,Wall Mounted,Brass hydraulics,Compact cupboard fit,Stainless steel heat exchanger,Easy wiring for simpler installation,20% hydrogen/gas mix ready,With rigid filling tank,A-rated efficiency,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,P108977,Glow-worm Flue rear telescopic flue kit,Glow-worm,137.7,"Ideal for retrofit installations, this Glow-worm Easicom 60/100mm rear telescopic flue kit provides flexibility for most fitting jobs. The flue is designed to expel steam and gases produced during a boiler's normal operation.",Boilers/Boilers.csv -> Glow-worm Flue rear telescopic flue kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/77/108977_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/89/77/108977.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow-worm_Easicom3_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,P100843,Worcester Bosch 45deg plume elbow (Pack of 2),Worcester Bosch,34.28,"This hardwearing Worcester Bosch 60mm 45° plume elbow directs a flue extension upwards and horizontally, neatly and effectively re-routing the steam and gases produced during a Greenstar boiler's normal operation.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/Boilers.csv -> Worcester Bosch 45deg plume elbow (Pack of 2),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/43/100843_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar-fs-CDi_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,P333115,Alpha e-tec nx 33kw combi boiler & flue,Alpha,668.0,"Making specification and installation jobs easier, this Alpha boiler pack contains both the Alpha e-Tec 33kW combi boiler and a compatible flue.",Boilers/Boilers.csv -> Alpha e-tec nx 33kw combi boiler & flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/04/195895_904_wm.jpg,,,,,,N,,,,333115 PK,,N,,,,,,,,,,,,,All-in-one pack,For ease of specification,With flue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,P108424,Worcester Bosch GSTAR 4000 compact pre-plumbing kit,Worcester Bosch,84.07,"Helping to save around 30 minutes of installation time, this Worcester Bosch SimpleSwitch vertical pre-piping assembly kit is pre-bent and has swaged ends for easy soldering. This kit allows for the easy swapping of i Junior, Si Combi and i System boilers for CDi Compact, Si Compact, Greenstar 4000 Combi, 4000 System and 27i and 30i System boilers, ensuring that fixing points and pipe centres match up and that the distance from flue to valves is the same. A wall-frame provides the option to pre-pipe all seven combi pipe connections.",Boilers/Boilers.csv -> Worcester Bosch GSTAR 4000 compact pre-plumbing kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/24/NW-108424_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/WB_Greenstar_4000_Installer_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,P124868,Ideal flue extension kit 2mtr,Ideal,93.07,"Today, Ideal remains at the forefront of the domestic and commercial heating markets, leading the industry in setting new standards and challenging technological boundaries.",Boilers/Boilers.csv -> Ideal flue extension kit 2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/68/124868_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Logic_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,P333952,Glow-worm Flue Range 60/100 vertical flue 60/100 Black,Glow-worm,94.0,This Glow-worm 60/100mm vertical flue terminal is made of black polypropylene (PP). A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.,Boilers/Boilers.csv -> Glow-worm Flue Range 60/100 vertical flue 60/100 Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/52/333952_wm.jpg,,,,,,N,,Flue,,333952 PK,Vertical Flue Pack,N,,,Flue Range,,2720 kg,,,,,,,,Black vertical flue terminal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000 x 160 x 160 mm,For use with a Glow-worm boiler requiring a vertical flue installation,,,,,,,,,,,,,
326,P147209,Viessmann plume management kit,Viessmann,96.35,"Redirecting a nuisance boiler plume, this Viessmann plume management kit is compatible with 60/100mm horizontal balanced flues. Supplied complete with fittings, the kit includes a 60mm connection elbow, a pair of 60 x 100mm pipes and a 90° plume terminal with integrated guard.",Boilers/Boilers.csv -> Viessmann plume management kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/09/147209_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Viessmann_PMK_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Viessmann_PMK_Installation_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,P497895,Broag probe set,Broag,56.76,"This Broag probe set is suitable for Remeha Commercial (Broag and Baxi) boilers, including the Quinta Pro.",Boilers/Boilers.csv -> Broag probe set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/95/NW-497895_wm.jpg,,,,,,N,,,,S101566,Probe Set,N,,,,1 year,,,,,,,,,Easy to Replace,High Quality,,,,,,,,"Pro 115,Pro 90,Pro 45,Pro 30,Pro 65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x  x,,,,,,,,,,,,,,
328,P114695,Worcester Bosch Greenstar 8000 intelligent automatic filling system,Worcester Bosch,64.04,"Constantly monitoring the pressure in a heating system, the clever Worcester Bosch Greenstar Intelligent Filling System automatically refills to the optimum level, meaning that there's no need to carry out manual top-ups. In addition to safely refilling the system before automatically stopping and closing the filling valve when the correct level is achieved, this clever device alerts the user to a drop in pressure caused by a leak, prompting them to take immediate action to prevent lasting damage.",Boilers/Boilers.csv -> Worcester Bosch Greenstar 8000 intelligent automatic filling system,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/95/114695_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_GreenstarIntllgntFllngStm_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/46/95/114695.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,P333153,Ideal i-mini C30 combi boiler only pack,Ideal,619.0,"Where space is at a premium install the Wolseley exclusive Ideal i-mini C30 boiler. Installation, repair and servicing of the ultra-compact i-mini is easy even in the most challenging home, with fewer overall components, a reduced lift weight and a wide range of flueing options for flexible siting. Fast hot water delivery, easy operation, a fuel bill reducing high SEDBUK efficiency rating and an ErP A rating make this 30kW i-mini output boiler just as popular with the every day user as it is with the installer.",Boilers/Boilers.csv -> Ideal i-mini C30 combi boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/52/333152_wm.jpg,,,,,,N,,,,333153 PK,Combi Boiler,N,,Natural Gas,I-Mini,,,,,,,"333009, 333011, 333153",,,"Exclusive to Wolseley, this boiler isn't available from any other supplier",Easy to read pressure gauge,Low lift weight,Low component count maximises reliability,High SEDBUK efficiency,Fast hot water response through DHW preheat,Compact cupboard fit,Wide range of additional flueing options for flexible siting,,,,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,P123537,Ideal 90deg high-level flue elbow,Ideal,43.35,"It may be tempting to opt for a low cost spare part, but do consider the impact that this may have. Counterfeit parts are typically substandard, manufactured from poor quality materials thus impacting on the design and strength of the product. In the event of a system failure or - in a worst case scenario, an accident - the ultimate responsibility lies with the service and repair engineer rather than the product which was ill-chosen for the application. It is always reccommended you go for an official part, such as this one.",Boilers/Boilers.csv -> Ideal 90deg high-level flue elbow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/37/123537_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Domestic Gas Boilers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Logic_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,P127144,Vaillant Eco pitched roof tile,Vaillant,43.03,"Designed for domestic installations, this Vaillant pitched roof tile helps to provide flueing flexibility.",Boilers/Boilers.csv -> Vaillant Eco pitched roof tile,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/44/127144_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_ecoTECAirFlueGas_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,P333152,Ideal i-mini C24 combi boiler only pack,Ideal,578.0,"Fitting of the Wolseley exclusive Ideal i-mini C24 boiler is easy, even in the tightest or most awkward of positions. As powerful as it is small, the super-compact i-mini is designed with the technician in mind, saving on installation time and making maintenance easy with fewer components to deal with, a lift weight your back will thank you for and the option to site just about anywhere thanks to a wide range of flueing options. Likewise the owner of this reliable 24kW output combi will love its speedy hot water delivery and wallet-friendly ErP A rating and SEDBUK efficiency rating just as much as its space-saving footprint.",Boilers/Boilers.csv -> Ideal i-mini C24 combi boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/52/333152_wm.jpg,,,,,,N,,,,333152 PK,Combi Boiler,N,,Natural Gas,I-Mini,,,,,,,"333008, 333010, 333152",,,"Exclusive to Wolseley, this boiler isn't available from any other supplier",Easy to read pressure gauge,Low lift weight,Low component count maximises reliability,High SEDBUK efficiency,Fast hot water response through DHW preheat,Compact cupboard fit,Wide range of additional flueing options for flexible siting,,,,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,P411487,Glow-worm flue pipe,Glow-worm,40.14,"This Glow-worm flue pipe can be fitted to Energy, Energy 7, Home, Betacom, Easicom, Energy 2, Sustain, Ultimate 2, Ultimate 3 and Essential boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/Boilers.csv -> Glow-worm flue pipe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/87/411487_wm.jpg,,,,,,N,"30s, 25s, 35c, 30r, Betacom 4 30C, Easicom 2 28, Easicom 3 25r, 30r, 30c P, 30c, 25s, Easicom 3 25s, 30c, 30c, 30c, 30c, Ultimate 3 25r, Easicom 3 28c, 25r, 30s, 25r, 35c, 28c, 35c, 25r, Ultimate 3 25s, Ultimate 3 35c, Betacom 3 30C, 30r, 25s, 25r, 25s,",Flue,"Energy, Energy 7, Home, Betacom, Easicom, Energy 2, Sustain, Ultimate 2, Ultimate 3, Essential",0020195518,Flue Pipe,N,,,,,,,,,,,,,"Suitable for use with Energy, Energy 7, Home, Betacom and Easicom units","Compatible with Energy 2, Sustain, Ultimate 2, Ultimate 3 and Essential models",,,,,,,J27514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,P123342,Ideal stand off kit (for Vogue combi),Ideal,143.32,"This Ideal stand-off kit provides additional flexibility when installing a boiler, creating space to run pipework from above behind the unit for a neater finish.",Boilers/Boilers.csv -> Ideal stand off kit (for Vogue combi),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/42/123342_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Boiler_Domestic_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,P124870,Ideal soffit kit,Ideal,30.47,A genuine Ideal soffit kit.,Boilers/Boilers.csv -> Ideal soffit kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/70/124870_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/48/70/124870.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Boilers_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,P127230,Vaillant boiler flue adaptor 100-125mm,Vaillant,54.96,"A Vaillant chimney adaptor complete with measuring struts for flue gas measurement.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/Boilers.csv -> Vaillant boiler flue adaptor 100-125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/30/127230_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_ecoTEC_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
