,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Seasonal Space Heating Energy Efficiency Class,Output,Depth (mm),Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Attachment 1,Attachment 2,Attachment 3,Dimensions mm (H x W x D),By Model Number,Application,Attachment 4,Attachment 5,Part Gas Council number,Diameter,Model For Use With,Boiler Section,Boiler Range,Max Set Pressure,Pack Quantity,Range For Use With,Connection,Exhaust Port Size,Thread Standard,Material,Thread Size,Colour,Flow Rate,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,For Use With,Maximum Operating Temperature,Gender,Size,Connection Type 1
28,P107176,Ideal Spares extension kit 80/125 x 1000mm,Ideal,47.0,This Ideal brand 80/125mm diameter 1M concentric flue extension allows for the installation of a boiler in the most convenient location. The flue is designed to expel steam and gases produced during a boiler's normal operation.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares extension kit 80/125 x 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/76/107176_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Evomax-Guide_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/71/76/107176.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P418601,Remeha Broag 310 / 610 gas pro service kit,Remeha,212.3,A handy Remeha Broag maintenance kit for Remeha (Broag and Baxi) boilers.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Remeha Broag 310 / 610 gas pro service kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/01/NW-418601_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Remeha_Gas_320-620_Ace_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P497897,Broag service set (B),Broag,139.36,This Broag service set is suitable for servicing Remeha Commercial (Baxi) Quinta Pro units.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Broag service set (B),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/97/NW-497897_wm.jpg,,,1 year,,,N,,,,,,S101674,Service Set,N,Easy to Replace,High Quality,,,,,,,,,,,,x  x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P114950,Ideal Spares vertical roof flue kit 80/125,Ideal,134.0,"A genuine Ideal part, this concentric vertical roof flue kit is used for installing the flue section of Evomax boilers. The flue is designed to expel steam and gases produced during a boiler's normal operation.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares vertical roof flue kit 80/125,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/50/114950_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/55/114950_114955.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P478107,Broag gas service kit 110-65kw,Broag,231.22,"A Broag maintenance service kit, without tool, for Remeha Commercial (Baxi) Quinta Eco models.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Broag gas service kit 110-65kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/07/NW-478107_wm.jpg,,Quinta,1 year,,,N,,,,,,S100493,Maintenance Service Kit,N,Easy to Replace,High Quality,,,,,,,,,,,,x  x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P105167,Ideal Spares loss header kit DN50,Ideal,393.0,"Allowing for flow separation in a hydronic system, the Ideal Evomax low loss header is designed for installations with restricted headroom. The header is pre-insulated and supplied with connections.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares loss header kit DN50,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/67/105167_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax_Product_Flue_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/51/69/105167_105169.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Evomax_Frame_Header_Install.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Evomax_Frame_HeaderKit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P123183,Ideal Logic 24hr mechanical timer kit,Ideal,54.41,"The Ideal logic mechanical timer kit, 24 Hour is a simple plug-in option. Continuous timed or off modes can be set using the tappets, which provide a 15 minute period of operation. An integral clock provides the time of day.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Logic 24hr mechanical timer kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/83/123183_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/es/Ideal_Domestic_Boiler_Accessories.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/31/83/123183.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Mechanical_Timer_User_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P706133,Andrews Ecoflo gas control valve White,Andrews,457.31,"A genuine Andrews spare, this gas control valve, in white, is compatible with Andrews RSC 150, RSC 190, 24/39, 32/40, 40/61, 63/62 and 84/87. The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Andrews Ecoflo gas control valve White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/33/NW-706133_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Hiflo-WH_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P117645,"Vaillant low loss plate heat exchanger bsp 1.25 """,Vaillant,407.88,"Separating system water from the boiler, this Vaillant plate heat exchanger is ideal for use where system cleanliness and water quality can't be guaranteed. A mandatory requirement plate heat exchanger on all systems greater than 70kW, a plate heat exchanger protects the boiler for a longer working life.","Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Vaillant low loss plate heat exchanger bsp 1.25 """,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/45/NW-117645_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Vaillant_Commercial_Product_Range.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P725218,Ideal ignition control PCB,Ideal,187.65,"This Ideal ignition control PCB is suitable for use in CXA and CXAP boilers. The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal ignition control PCB,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/18/NW-725218_wm.jpg,,,,,,N,,,,,,154813,Ignition Control PCB,N,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,18L X 12.8W X 6.4H,"CXA 90,CXAP 100,CXA 50,CXA 70,CXAP 60/H,CXA 50/H,CXAP 60,CXA 110,CXAP 40/H,CXAP 40,CXA 70/H,CXA 120/H,CXA 100/H,CXA 90/H,CXA 60,CXA 80,CXAP 90/H,CXAP 100/H,CXA 40/H,CXAP 70,CXA 100,CXAP 50,CXA 120,CXAP 50/H,CXAP 90,CXA 40,CXAP,CXA 60/H,CXA 80/H,CXA 110/H",Commercial,,,E73452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P418568,Remeha Broag service kit A,Remeha,96.72,This Remeha Broag service kit is designed for the servicing of Remeha Commercial (Baxi) Gas 220 Ace 160kW and Quinta Ace 160kW.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Remeha Broag service kit A,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/68/NW-418568_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Remeha_Spare_Parts_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,P123186,Ideal Spares radio frequency electronic programmable room thermostat kit,Ideal,200.56,This Ideal wireless RF digital timer and room thermostat provides complete heating control over radio frequencies.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares radio frequency electronic programmable room thermostat kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/86/123186_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/es/Ideal_Domestic_Boiler_Accessories.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/31/86/123186.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P114967,Ideal Spares open flue kit 80,Ideal,40.0,"Suitable for both roof and wall mounting, the Ideal open flue kit and related accessories, including this air inlet grille, provide additional options for the installation of Evomax 2 boilers. The flue is designed to expel steam and gases produced during a boiler's normal operation.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares open flue kit 80,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/67/114967_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/68/114967_114968.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,P107175,Ideal Spares 45deg elbow kit 80/125mm,Ideal,38.0,An Ideal brand 80/125mm diameter 45° concentric elbow for flexible flue installation. The flue is designed to expel steam and gases produced during a boiler's normal operation.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares 45deg elbow kit 80/125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/75/107175_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Evomax-Guide_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/71/75/107175.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,P481357,Broag Quinta fan (65-85),Broag,605.38,"A Broag replacement fan for Remeha commercial boilers. The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Broag Quinta fan (65-85),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/57/NW-481357_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Remeha_Gas110Eco_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,P439269,Ideal Spares overheat thermostat,Ideal,180.08,"An Ideal overheat thermostat for CX and CX2 boilers. This thermostat uses built-in sensors to monitor a boiler's temperature, ceasing operation if the maximum selected temperature is reached.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares overheat thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/69/NW-439269_wm.jpg,,Spares,,,,N,,,,,,156017,Overheat thermostat,N,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,26.8L X 16.8W X 6.2H,"CX2 205,CX2 240,CX2 140,CX2 170P,CX2 340,CX 275,CX2 140P,CX 80,CX 310,CX2 275P,CX 60,CX 40,CX2 310P,CX 170,CX2 205P,CX2 340P,CX 205,CX2 310,CX2 275,CX 340,CX 90,CX 100,CX2 240P,CX 70,CX2 170,CX 50,CX 140,CX 240",Commercial,,,790046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,P412799,Ideal primary PCB,Ideal,299.13,"This Ideal Primary PCB is a genuine spare for Ideal 30 - 150 and 30 - 80 LPG boilers. The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal primary PCB,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/99/NW-412799_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Evomax_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,P480892,Broag water pressure sensor,Broag,63.27,A Broag replacement water pressure sensor for Remeha Commercial (Baxi) Quinta Pro and Quinta Ace appliances.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Broag water pressure sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/92/NW-480892_wm.jpg,,,1 year,,,N,,,,,,S101632,Water Pressure Sensor,N,Easy to Replace,High Quality,,,,,,,,,,,,x  x,"Pro 115,Pro 90,Pro 45,Pro 30,Pro 65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,P107174,Ideal Spares 90deg elbow kit 80/125mm,Ideal,45.0,An Ideal brand 80/125mm diameter 90° concentric elbow for flexible flue installation. The flue is designed to expel steam and gases produced during a boiler's normal operation.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares 90deg elbow kit 80/125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/74/107174_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Evomax-Guide_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/71/74/107174.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,P487112,A O Smith 0310075(S) flame sensor,A O Smith,41.79,"This A O Smith flame probe is compatible with A O Smith BFC 18 - 120kW commercial boilers.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> A O Smith 0310075(S) flame sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/12/487112_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/es/A_O_Smith_Maintenance_Accessories.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
