,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Warranty,Hazardous,Depth (mm),Material,Number of Outlets,Number of Spray Patterns,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 4,Attachment 5,Range,Operating Temperature,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Number of Tap Holes,Feature 13,Attachment 6,Attachment 7,Attachment 8,Pack Quantity,Feature 14,Pressure,Eco Setting,Voltage (V),Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Water Entry Points,Cable Entry,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Manual / Thermostatic,Water Entry,Water Heating Energy Efficiency
20,PD53013,Aqualisa Midas 220 shower Matt Black,Aqualisa,384.6,"A modern design with quirky matte black finish, the Aqualisa Midas 220 shower incorporates an adjustable five spray pattern handset for an always satisfying shower experience. Manufactured in a premium brass, Midas 220 is thermostatically controlled to prevent accidental scalding and incorporates cool-touch technology, keeping the valve surface cool when in use for safer, more comfortable operation.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Aqualisa Midas 220 shower Matt Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/13/D53013_wm.jpg,,,,Black/Matt,Handset 12.32 l/min @ 3 bar Bath 27.30 l/min @ 3 bar,10,1,5,N,195,"Brass, metal & plastic",Single,5,MD220S.MB,Mixer Shower,N,Matte black finish,Easy-clean nozzles,Push-button handset holder,Temperature and flow control with temperature override button,With 102mm adjustable head,Offers 5x pray patterns,Easy-fit bracket included,Brass body and handles,5 year warranty,,,,,,Midas 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PQ97355,Hansgrohe Ecostat Universal universal exposed thermastatic bath tap Chrome,Hansgrohe,408.06,"The exposed design Hansgrohe Ecostat Universal shower provides a personalised showering experience by regulating the temperature and water quantity to suit your exact preferences and needs. With ergonomic handles and concealed connection, the Ecostat Universal looks great too.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Hansgrohe Ecostat Universal universal exposed thermastatic bath tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/55/NW-Q97355_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_Service_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hansgrohe_13123000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_ThermostatAssy_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PD00071,Mira React ERD bar valve with dual outlet,Mira,284.0,"Delivering up to three times more water flow, even at low pressures, the Mira React ERD dual outlet bar shower valve incorporates the brand's innovative Magni-Flo technology. This smart chrome mixer shower has an elegant silhouette to suit any bathroom design and comes complete with a fast-fix kit for quick, easy installation.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Mira React ERD bar valve with dual outlet,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/71/D00071_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_React ERD Installation_guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PJ98980,Grohe Grohtherm shower set,Grohe,518.5,"This Grohe Grohtherm shower set includes a trim set, the Tempesta 210 overhead shower and shower arm, a Tempesta 100mm handheld shower and a Rotaflex twist-resistant hose alongside the Rapido SmartBox universal rough-in box for concealed installation. With a range of three generous sprays delivered with DreamSpray for an even, luxuriant flow, these showers bring a touch of spa luxury to the bathroom while EcoJoy minimises water waste without compromising on power. This slim shower set features a wide range of safety features, from SafeStop Plus to TurboStat while a smart StarLight chrome finish, ShockProof ring and SpeedClean make maintenance effortless.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Grohe Grohtherm shower set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/80/NW-J98980_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Grohe_Product_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_35600-35604_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grohe_24075-76-77-78-79-80_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grohe_Grohtherm_34727000_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PC66637,Aqualisa Dream Round Thermo Mixer Dual O/Let,Aqualisa,730.21,"Bringing together smart modern style and a robust build, the Aqualisa Dream thermostatic mixer shower is a reliable choice for a contemporary family bathroom. Designed with its durable controls set into a slimline wall plate, this shower has a clean, chrome finish while its generous 250mm fixed, round deluge showerhead provides an all-encompassing shower experience. A handheld shower with smooth 1.5M shower hose and three spray patterns is also included for targeted rinsing. Easy to clean, the Dream's showerheads includes rub-clean nozzles which keep limescale at bay with no more than a quick wipe.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Aqualisa Dream Round Thermo Mixer Dual O/Let,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/37/NW-C66637_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Aqualisa_Dream_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C66637_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Aqualisa_Dream_Therm_Shower_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PD77422,Bristan Cobalt dual control shower pack,Bristan,410.76,"Uniquely designed for boldly modern bathrooms, the Bristan Cobalt shower pack with fixed head and wall outlet handset incorporates square shapes for a clean, eye-catching look. Built for easy fitting in UK homes, the Cobalt requires a wall cavity depth of just 35mm making it a perfect choice for smaller bathrooms and challenging installation jobs.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Cobalt dual control shower pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/22/D77422_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Cobalt_COB_SHCDIV_C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_Cobalt_C_WOSQ02_C_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Cobalt_COBALT_SHWR_PK_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PA06002,Ideal Standard Thermostatic 2 outlet square shower mixer,Ideal Standard,602.32,"A smart chrome unit with a modern square design, the Ideal Standard Ceratherm Navigo dual outlet shower mixer uses Navigo technology for luxuriant showering with just one touch of a button. This clever system gives you complete control over both flow and temperature which, coupled with a robust and safe Firmaflow Therm thermostatic cartridge, ensures an always perfect shower experience. To operate the Ceratherm Navigo simply push the control knob for stop/start and turn the dial for personalised water flow.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Ideal Standard Thermostatic 2 outlet square shower mixer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/02/A06002_wm.jpg,,,,Chrome,18 lpm @ 3 Bar,10,0.5,5 Years,N,40,Chrome Plated Brass,2 Outlets,,A7302AA,Shower,N,With Firmaflow® Therm thermostatic cartridge,Ergonomically designed metal handles with easy-grip grooves,Requires a single smooth push-and-turn to control waterflow,For use with A1000NU Easybox Kit 1,Brass construction,Chrome finish,With 2x outlets,Offers flow rates of 18LPM at 3 bar,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PD74632,Triton Exe lever bar mixer shower,Triton,104.37,"The easy to install Triton Exe bar shower mixer has an attractive, crowd-pleasing design and suitability for use with any pressure system. Durably put together, with ceramic disc flow control and a neat chrome finish the Exe is easy to install thanks to single piece, one screw rail fixings with adjustable centres.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Triton Exe lever bar mixer shower,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/32/NW-D74632_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_2180924f_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Lewis_Riser_Rail_Assy_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_File_1377616242_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Triton_File_1566566883_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PD62492,Mira Element element EV with shower kit,Mira,276.9,"Simple and unfussy, the slimline Mira Element EV shower mixer is an ideal addition to a contemporary family bathroom. Easy to use, with both thermostatic temperature and flow control on one intuitive dial, the Element incorporates a range of powerful features, from safe thermostatic control to Magni-flo for triple the power, even in low pressure systems.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Mira Element element EV with shower kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/92/NW-D62492_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Element_EV_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_1327879_W2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Advance_Shower_Fittings_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Element_EV_Drw_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PD10632,Bristan Acute sequential exposed variable mixer and kit,Bristan,197.36,"The ultra-modern inclined design of this Bristan Acute thermostatic exposed mini valve shower makes it an ideal pick for contemporary bathrooms. Incorporating TMV2 thermostatic technology for powerful, safe use, the Acute is easy to install with adjustable inlets for simple fitting to existing pipework centres.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Acute sequential exposed variable mixer and kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/32/NW-D10632_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Acute_AE_SHXAR_C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Acute_AE_SHXAR_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_Sonique_Capri_Acute_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PA07209,Ideal Standard Ceratherm T25 thermostatic bath shower mixer with deck mounting legs and kit Chrome,Ideal Standard,261.49,"Easy to fit, the Ideal Standard Ceratherm T25 can be installed with Easymount 600 or 900mm rails. Working well with 80mm or 100mm Idealrain handsprays, the Ceratherm T25 has a raised button for reliable grip and precision temperature control and a cool body for safer use.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Ideal Standard Ceratherm T25 thermostatic bath shower mixer with deck mounting legs and kit Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/09/A07209_wm.jpg,,,,Chrome,Spout 20 lpm @ 3 BarHandspray 8 lpm @ 3 Bar,,0.5,5 Years,N,200,Chrome Plated Brass,,,A7698AA,Bath Shower Mixer,N,Cool body,Temperature safety button,FirmaFlow® Therm ceramic cartridge,Includes hose retaining ring,5 year guarantee,,,,,,,,,,Ceratherm,55 to 65,156,Contemporary,High,No,No,Yes,Fixed,Rim mounted,Knob,2,,,,,,,,,,,,,,,,,,,,,,
31,PD35257,Mira Coda EV pro exposed variable bar shower and kit,Mira,129.0,"Simple yet powerful, the Mira Coda Pro EV shower mixer offers easy installation with a front-of-tile fitting system and adjustable centres plus intuitive use via separate temperature and flow controls. Suitable for all systems, performing in even the lowest pressure, the Coda Pro EV is an economical choice for challenging bathrooms.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Mira Coda EV pro exposed variable bar shower and kit,,Bar valve;6L/min flow regulator;Pair of handles;Plastic pipe guide;2x wall brackets;2x olives;2x compression nuts;2x wall plugs;2x fixing screws;2x concealing plates;Installation ;user guide;Guarantee card,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/57/NW-D35257_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_BeatNectarShowerFitting_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Coda_Pro_EV_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Coda_Pro_EV_Drw_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_EV_ERD_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_EV_ThermostaticBarValve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PD51497,Aqualisa AQ AQ150BAR2 AQ150 Therm Dual O/Let Bar Vlv,Aqualisa,184.75,"This classic, dual outlet shower is a perfect, family showering solution. An 'integrated diverter' is situated in the handle that switches the water flow between an adjustable 3 mode 110mm handset to the 200mm drencher head for two completely different shower experiences. The unique telescopic shower column means this is a versatile option for any bathroom configuration while the cool touch body, as well as the temperature override button, add assuring safety features. Available in polished Chrome, this shower column is suitable for HP UK water systems and comes complete with a 5 year guarantee as standard (T&C's apply)",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Aqualisa AQ AQ150BAR2 AQ150 Therm Dual O/Let Bar Vlv,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/97/414818_D51497_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aqualisa_AQ150_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P231467,Mira Jump Dual Jump Dual 9.5KW Outlet 9.5KW electric shower,Mira,189.0,"Supplied with two heads for showering convenience, the Mira Jump Dual 9.5kW electrical shower makes daily showering a pleasure. Easy to install, this white and chrome electric shower has multiple cable and water entry points for flexibility of fitting and is designed to make replacing an old unit straightforward. The Jump Dual is built for ease, with features including Clearscale technology for 50% less limescale and an eco setting to help save on water and energy, contributing to the unit's A rating.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Mira Jump Dual Jump Dual 9.5KW Outlet 9.5KW electric shower,,Electric shower;Showerhead;Shower fittings;Hose;Component pack;Guarantee brochure;Installation guide;Installation template;User guide,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/04/D90604_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Mira_Jump_Dual_Elec_Shower_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Dual_Outlet_Shower_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Jump_Multi-Fit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PD05062,Mira Assist assist bathfiller plus,Mira,192.91,"Making showering simpler for every member of the family, the Mira Assist Plus bath filler in chrome features easy-grip assistive controls designed for deck mounting. This smart tap features a range of clever safety technologies, including a maximum temperature stop and Cool Shield to minimise the risk of accidental scalding when touching the bath filler body.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Mira Assist assist bathfiller plus,,Bath filler;Ergonomic lever handles;Valve isolator,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/62/D05062_wm.jpg,,,,Chrome,15 L/min at 0.6 bar,5.0,0.1,5 Years,N,200,Metal,Single,,1.1900.027,Bath Filler,N,With integrated supply isolation,"Compatible with all systems, including low pressure",Easy-grip lever handles,Deck-mounted easy-fit elbows for bath edge installation,Separate flow and temperature controls,Temperature control has maximum temperature stop for increased safety,With maximum temperature override,Mira Cool Shield keeps valve cool to the touch,Thermostatic temperature control,Ceramic flow control,Supports 2nd fix valve installation,Chrome finish,,,Assist,,,,,,,,,,,,5 year warranty,,,,,,,,,,,,,,,,,,,,,
