,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Warranty,Hazardous,Depth (mm),Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Dimensions (L x W x D),Display Type,Number of Channels,Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Colour,Connection Type,Range,Style,With Drain Off,Max Pressure,Flow Water Temperature,Material,Orientation,Pipe Connection Size,Radiator Connection Size,Sensor,Shape,With Lockshield,Feature 14,Pack Quantity,Feature 15,Feature 16,Weight
21,P250080,Pegler Bulldog TRV and lockshield valve pack 15mm,Pegler,9.99,"This quality Pegler Yorkshire Bulldog 2 angled thermostatic radiator valve (TRV) has a smart chrome finish and traditional design suited to classic radiator shapes. Supplied with LS cap and lockshield, this TRV includes an inbuilt frost setting and range and temperature locking for easy control and safety.",Radiators/Radiator Valves/Radiator Valves.csv -> Pegler Bulldog TRV and lockshield valve pack 15mm,,Thermostatic radiator valveLS capLockshield,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/80/250080_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/BulldogTRV_FeatureBenefit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bulldog_250080_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ec/Pegler_Yorkshire_Bulldog2_250080_Tec.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Yorkshire_Bulldog_2_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,P247942,Drayton RT212 TRV with angle valve 15mm,Drayton,15.3,"A low cost solution to room-by-room heating control, the Drayton RT212 angled thermostatic radiator valve (TRV) is fitted with a liquid sensor for accurate temperature setting. With a reverse flow body the RT212 allows for vertical or horizontal flow or return mounting, providing installation flexibility.",Radiators/Radiator Valves/Radiator Valves.csv -> Drayton RT212 TRV with angle valve 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/42/247942_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_NEW_RT212_ED_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Drayton_5038_D27_12_NEW_RT212_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_RT212_U_and_I_Guide_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P250081,Pegler Yorkshire thermostatic radiator valve and lockshield valve pack 8/10mm,Pegler,14.89,"A quality essential, this Pegler Yorkshire Bulldog 2 angled manual radiator valve (MRV) with its chrome finish is ideal for radiators in modern family homes. With 10mm connections, this MRV includes range and temperature locking capability and is supplied with lockshield.",Radiators/Radiator Valves/Radiator Valves.csv -> Pegler Yorkshire thermostatic radiator valve and lockshield valve pack 8/10mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/81/250081_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/BulldogTRV_FeatureBenefit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Yorkshire_Bulldog_2_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P178136,Honeywell Home ST900C 7 Day Progra mmer 2 Channel,Honeywell Home,69.0,"Controlling heating and stored hot water in complete systems, the ST9400C two channel, seven day programmer has up to three on/off periods per day, optional 5/2 or one day programming and independent heating and hot water control for maximum efficiency. Offering the option to set as a mini programmer for older gravity circulation stored hot water systems, where there is no interlocking control valve, ST9400C is suitable for combi boilers, heating zones or any application where small electric loads are switched. The programmer's Line of Text (LoT) display gives clear instructions whenever any button or slider is used for simple, hassle-free use.",Radiators/Radiator Valves/Radiator Valves.csv -> Honeywell Home ST900C 7 Day Progra mmer 2 Channel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/10/240710_wm.jpg,,,,,,,,1 year,N,35,No,2 x SPDT,Yes,1,3 A at 230 VAC,7 Days,3,No,145 (W) x 99 (H) x 35 mm (D),Digital,2,178136 PK,Programmer,N,Industrial,"LoT display, provides text feedback help and programming hints",Factory set clock and date,Automatic summer/winter 1 hour time change,Temporary or permanent override facilities,"Extra hour facility, for up to 3 hours boost or programme extension",Choice of 3 different built-in programmes,Programme indicator lights,Fits on industry standard back plate,Direct replacement for ST6400 models,Any programmed settings retained indefinitely in non volatile memory,Up to 3 on/off times per day,Complies with Building Regulations Part L1 for England and Wales and Part J for Scotland,1 year warranty,,,,,,,,,,,,,,,,,,,
25,P247008,"Danfoss RA-FN 15 vertical angled valve 1/2""",Danfoss,23.04,"Made from brass with a smart nickel-plated finish, the Danfoss RA-FN radiator valve incorporates R 1/2"" x Rp 1/2"" connections, a chromium steel pressure pin and lifetime lubricated O-ring seal. Designed for use in two-pipe heating systems, the complete gland assembly is easily replaced with no need to drain down the system. It is supplied with a grey protective cap, used for manual regulation during the construction phase. This cap should not be used as a manual shut-off device.","Radiators/Radiator Valves/Radiator Valves.csv -> Danfoss RA-FN 15 vertical angled valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/08/NW-247008_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_Euro_Cone_R_Valve_Fact_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RA_FN_SeriesD_RA_G_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RA_FN_Series_D_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P222068,Drayton Lifestyle LP LP522 Weekday / Weekend programmer,Drayton,49.99,"Allowing for the setting of different programmes for weekends and weekdays, the Drayton Lifestyle LP522 5/2 programmer gives users the option of independent timing of each channel for improved comfort and energy efficiency throughout the week.",Radiators/Radiator Valves/Radiator Valves.csv -> Drayton Lifestyle LP LP522 Weekday / Weekend programmer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/33/NW-336033_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_LP_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_LP_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P222070,Drayton Lifestyle LP LP722 7 day programmer,Drayton,59.99,"Allowing for independent settings for each day of the week, the Drayton Lifestyle LP722 7 day programmer can help provide impressive energy savings for those whose day-to-day life is less predictable, ideal for part time or shift workers. A holiday mode allows temporary shut down while you're away.",Radiators/Radiator Valves/Radiator Valves.csv -> Drayton Lifestyle LP LP722 7 day programmer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/34/NW-336034_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_LifestyleEP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_LP_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_LP_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P222389,Drayton TRV4 Thermostatic radiator valves,Drayton,20.0,"Suitable for both domestic and commercial use, the reliable Drayton TRV4 15mm angled chrome thermostatic radiator valve (or TRV) provides energy efficient heating control for individual rooms, meaning there's no longer any need to heat spaces that aren't in use. Incorporating a double gland seal and non-stick, pre-set internals, this TRV allows for the direct balancing of a radiator using its individual valve.",Radiators/Radiator Valves/Radiator Valves.csv -> Drayton TRV4 Thermostatic radiator valves,,Thermostatic radiator valve;Integral head,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/00/247400_wm.jpg,,,,,,,,18 Month,N,,,,,,,,,,,,,222389 PK,Thermostatic Radiator Valve (TRV),N,,Includes TRV and integral head,Modern design,Non-stick valve internals,Sensitive liquid-filled head,With double gland seal,Half/full click stop settings,Radiators can be balanced via TRV,Includes frost protection position,Replaceable internal parts,15mm connections,Manufactured in UK-based ISO 9001 certified factory,A-rated energy efficiency,Keymark approved to EN 125,White / Chrome,CompressionThreaded,TRV4,Contemporary,No,20,110,Brass,Angular,15 mm,1/2 in,Yes,Angular,No,18 month warranty,,,,
29,P247488,Drayton TRV4 White 15mm angled valve + Lockshield Plus,Drayton,32.87,"Highly reliable, the rigorously tested Drayton TRV4 thermostatic radiator valve offers excellent levels of safety and efficiency. It is manufactured right here in the UK in a quality assured factory.",Radiators/Radiator Valves/Radiator Valves.csv -> Drayton TRV4 White 15mm angled valve + Lockshield Plus,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/88/247488_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/DraytonTRV4_Classic_WhiteChrome_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P256557,Center CB Center Plus angled TRV with lockshield 15mm,Center CB,11.25,"Suitable for both commercial and domestic installation, the Center CB Center Plus angled thermostatic radiator valve (TRV), supplied with lockshield, is finished in chrome to suit contemporary interiors. This TRV's liquid sensor ensures the best possible temperature accuracy while industry standard approvals, including Keymark certification, guarantee reliable, efficient and safe operation.",Radiators/Radiator Valves/Radiator Valves.csv -> Center CB Center Plus angled TRV with lockshield 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/57/256557_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/15/mm/256557_Center_Plus_TRV_Ang_LS_15mm.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/CenterCB-Tradefix_256552-73_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterCB_256556-256559_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PC85158,Pegler Yorkshire PEG402 TMV3/2 15mm mix valve,Pegler,100.77,"Made of brass with a chrome-plated finish, this Pegler Yorkshire PEG402 Anti-Scald thermostatic mixing valve has 15mm copper x copper end connections. Eliminating the risk of scalding, this three-port valve can be used in domestic installation as well as in health and social care, schools and commercial applications.",Radiators/Radiator Valves/Radiator Valves.csv -> Pegler Yorkshire PEG402 TMV3/2 15mm mix valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/59/NW-C85158_C85159_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/PY_TMV_T_Type_WRAS_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/PY_TMV3_TMV2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/PY_Anti_Scald_TMV_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/PY_TMV2_TX_NSF_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/PY_TMV3_TX_NSF_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P311222,Honeywell Home Valencia hw home vtl120 trv l/s 15mm ang p/fit,Honeywell Home,28.07,"Offering excellent performance and reliability, the Valencia traditional thermostatic radiator valve (TRV) is popular with installers and homeowners for its combination of energy efficiency and flexible ease of installation. With a bi-directional flow design, this TRV is suitable for any heating installation and can be mounted vertically or horizontally at either end of a radiator. Once in place, the valve's integrated radiator balancing insert retains the radiator's balancing setting when the TRV and lockshield valve is closed. For best use, the TRV should be installed in a two-pipe heating system with free flow of air around the head for accurate temperature sensing.",Radiators/Radiator Valves/Radiator Valves.csv -> Honeywell Home Valencia hw home vtl120 trv l/s 15mm ang p/fit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/22/NW-311222_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Honeywell_Valencia_O_code_Transition.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P222394,Drayton RT212 integrated head and lockshield pack 15mm,Drayton,12.99,"A low cost solution to room-by-room heating control, the Drayton RT212 angled thermostatic radiator valve (TRV) is fitted with a liquid sensor for accurate temperature setting. With a reverse flow body the RT212 allows for vertical or horizontal flow or return mounting, providing installation flexibility.",Radiators/Radiator Valves/Radiator Valves.csv -> Drayton RT212 integrated head and lockshield pack 15mm,,Thermostatic radiator valve;Lockshield,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/47/247947_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/ns/Drayton_TRV_Commissioning_Instrctns.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/rs/Drayton_TRV_Info_for_Householders.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Declared_CEN_Information.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ci/ty/Drayton_ED_Valve_Flow_Capacity.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Drayton_RT212_Installation_UserGuide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_RT212_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P224863,Honeywell Home Valencia VTL120 Angle TRV with lockshield 15 mm offer,Honeywell Home,17.0,"Providing reliable room-specific heating control, the Valencia angled thermostatic room valve (TRV) uses a liquid sensor to read the temperature in a room and adjust the radiator output to maintain comfort and save on energy use. With a bi-directional design and additional tailpiece length, the Valencia allows for flexible installation horizontally or vertically while compatibility with the evohome controller head and an integral energy saving button provide opportunities for extra efficiency.",Radiators/Radiator Valves/Radiator Valves.csv -> Honeywell Home Valencia VTL120 Angle TRV with lockshield 15 mm offer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/19/311219_wm.jpg,,,,,,,,1 year,N,,,,,,,,,,,,,224863 PK,Thermostatic Radiator Valve,N,,Includes TRV and lockshield,Bi-directional flow design can be mounted vertically or horizontally,Integrated radiator balancing insert,Easy-grip TRV head,Energy saving button alerts user to most economical setting,High performance liquid sensor,Frost setting,6mm play on radiator tailpiece allows for variation in radiator-to-valve distance,Valve body accepts the evohome electronic radiator controller head,15mm connections,1 year warranty,,,,"Threaded, Compression",Valencia,Traditional,No,10,130,Brass,,15 mm,15 mm,Yes,Angular,Yes,,,,,
35,P246146,"Danfoss RA-FN15 angled valve 1/2"" 15mm",Danfoss,28.02,"Made from brass with a smart nickel-plated finish, the Danfoss RA-FN radiator valve incorporates R 1/2"" x Rp 1/2"" connections, a chromium steel pressure pin and lifetime lubricated O-ring seal. Designed for use in two-pipe heating systems, the complete gland assembly is easily replaced with no need to drain down the system. It is supplied with a grey protective cap, used for manual regulation during the construction phase. This cap should not be used as a manual shut-off device.","Radiators/Radiator Valves/Radiator Valves.csv -> Danfoss RA-FN15 angled valve 1/2"" 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/46/NW-246146_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Danfoss_Commercial_TRV_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RA_FN_SeriesD_RA_G_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Domestic_P_Selection_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RA_FN_Series_D_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RA_FN_SeriesF_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
