,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Hazardous,Model For Use With,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Attachment 2,By Model Number,Range For Use With,Feature 1,Feature 2,Feature 3,Feature 4,Part Gas Council number
103,P453898,Alpha 1.011846 gas valve,Alpha,163.14,"This Alpha gas valve is a genuine brand spare part for boilers in the CD and CDS ranges.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 1.011846 gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/98/453898_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CDS_Installation.pdf,,,,,,,,,,,,,,,
104,P454160,Alpha 1.016779 ignition electrode,Alpha,6.48,"This dummy ignition is a spare part for Alpha's CD and CDS boiler ranges.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 1.016779 ignition electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/60/454160_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CD_Installation.pdf,,,,,,,,,,,,,,,
105,P449915,Alpha primary heat exchanger and pump seal kit,Alpha,13.06,"This seal kit is use in the pump and primary heat exchanger in boilers in Alpha's CD and CB ranges.  Seals are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha primary heat exchanger and pump seal kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/15/449915_wm.jpg,,N,"CD 50, CB 50 LPG, CD 50 LPG, CB 50",Connection Pipes,"CD Range, CB Range",3.014689,Seal Kit,N,,"CB 50,CD 50,CD 50 LPG,CB 50 LPG",,,,,,
106,P468404,Alpha domestic hot water 16-plate heat exchanger,Alpha,153.52,"A replacement Alpha 16 plate heat exchanger suitable for installation in InTec, E-Tec, Evoke and InTec ErP boilers. This part is supplied with 4x seals.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha domestic hot water 16-plate heat exchanger,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/04/468404_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_E-Tec_28_33_Installation.pdf,,,,,,,,,,,,,,,
107,P468423,Alpha domestic hot water heat exchanger,Alpha,162.35,"Supplied with four seals, this Alpha 18 plate DHW heat exchanger is compatible with InTec, InTec2 and InTec ErP boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha domestic hot water heat exchanger,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/23/468423_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Alpha_InTec_26C30C34C24X28X_Install.pdf,,,,,,,,,,,,,,,
108,P454117,Alpha 1.023673 gas valve,Alpha,120.63,"This Alpha gas valve is a genuine brand spare part for boilers in the CD, CDX and CDS ranges.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 1.023673 gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/17/454117_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CD25_Installation.pdf,,,,,,,,,,,,,,,
109,P449851,Alpha complete water seal kit,Alpha,26.05,"Helping to make maintenance easier, this Alpha complete water seal kit contains all seals needed for the diverter valve of boilers in Alpha's C, CB, CDS, CD, HE and SY ranges.  Seals are used in many different boiler parts and are designed to prevent leaks of water or harmful gases as they move through the unit.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha complete water seal kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/51/449851_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CB24_Installation.pdf,,,,,,,,,,,,,,,
110,P453911,Alpha domestic hot water expansion vessel,Alpha,125.85,"A genuine Alpha part, this 4L expansion vessel with 2.5 bar pressure is for use in the brand's Combimax, CB and CD range boilers.  A chamber designed to protect water heating systems from excess pressure, the expansion vessel is filled with air which acts as a cushion against system pressure surges.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha domestic hot water expansion vessel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/11/453911_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CD50_Installation.pdf,,,,,,,,,,,,,,,
111,P468284,Alpha flue adaptor seal 60mm,Alpha,3.62,"This Alpha brand 60mm flue connection seal is for use in the flue section of InTec, CDS, CD, CDX, Eco, GasSaver, HE, InTec ErP, E-Tec and Evoke range units.  Seals are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha flue adaptor seal 60mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/84/468284_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_GasSaver_Installation.pdf,,,,,,,,,,,,,,,
112,P465748,Alpha transformer,Alpha,87.06,"An Alpha spark generator transformer for use in the control panel of the CDS, CD and CDX ranges.  The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha transformer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/48/465748_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CD_Installation.pdf,,,,,,,,,,,,,,,
113,P129966,Alpha Cyclone NX Magnetic Filter,Alpha,134.52,"Boiler-mounted, the Alpha Cyclone NX magnetic filter effectively removes debris from a heating system, reducing the risk of damage while extending a boiler's warranty by twelve months. This filter is compatible with domestic boilers in Alpha's NX range.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha Cyclone NX Magnetic Filter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/66/129966_wm.jpg,,N,,,,3.034133,,N,,,,,,,,
114,P465753,Alpha fibre panel cover,Alpha,9.84,"This insulation panel cover is for use in the combustion chamber of Alpha's CD and CDS range boilers.  The combustion chamber is a sealed box that contains the burner and electrodes along with combusted gases ready to be cleared by the appliance's fan.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha fibre panel cover,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/53/465753_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CD_Installation.pdf,,,,,,,,,,,,,,,
115,P468302,"Alpha valve with lateral connector 3/4""",Alpha,49.49,"This Alpha valve with lateral connection is designed for the isolation valve section of boilers in the CD, InTec ErP or InTec ranges.  Usually situated underneath heating appliances, the isolation valve lets the user regulate the flow of gas and water into a central heating system. It also allows the user to stop the flow in case of a leak or emergency.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.","Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha valve with lateral connector 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/02/468302_wm.jpg,,N,"CD 28C Extra, CD 28C Extra LPG, 40 GS, 40 GS, CD 25C LPG, CD 35C LPG, 30 GS LPG, 26 C LPG, CD 25C, CD 35C, CD 28C, 40 GS LPG, 26 C, 30 C LPG, 30 GS, 34 C, 30 C LPG, 30 C, 30 GS, 34 C LPG, 40 GS LPG, CD 28C LPG, 34 C, 40GS2, 30 C, 30 GS LPG, 34 C LPG",Isolation Valve,"CD Range, InTec ErP Range, InTec Range",1.023587,Valve,N,,,,,,,,
116,P454138,Alpha overheat thermostat 90c,Alpha,14.74,"This Alpha 90°C overheat thermostat is suitable for installation in CD range boilers.  This thermostat uses in built-in sensors to monitor a boiler's temperature, ceasing operation if the maximum selected temperature is reached.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha overheat thermostat 90c,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/38/NW-454138_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alpha_CD_Brochure.pdf,,,,,,,,,,,,,,,
117,P468275,Alpha igniter seal,Alpha,7.26,"This ignitor seal is for use in the spark generator of Alpha's CDS and CDX ranges.  A spark generator and ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha igniter seal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/75/468275_wm.jpg,,N,"CD 115S, CD 115S LPG, CD 25X, CD 25X LPG, CD 12S LPG, CD 28X, CD 20S LPG, CD 90S LPG, CD 28S LPG, CD 28X LPG, CD 20S, CD 28S, CD 12S, CD 90S",Spark Generator,"CDS Range, CDX Range",1.024884,Ignitor Seal,N,,"CD 25X LPG,CD 28S LPG,CD 12S LPG,CD 115S LPG,CD 28S,CD 28X LPG,CD 28X,CD 12S,CD 20S,CD 25X,CD 20S LPG,CD 90S LPG,CD 115S,CD 90S",,,,,,
118,P454121,Alpha 1.021967 fan assembly,Alpha,111.23,"This fan assembly is designed for use in boilers in Alpha's HE range.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 1.021967 fan assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/21/454121_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_HE_CB_Installation.pdf,,,,,,,,,,,,,,,
119,P465809,Alpha twin row igniter,Alpha,39.87,"This Alpha ignition electrode is a branded spare part designed for the CD and CDS boiler ranges. It is supplied with lead.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha twin row igniter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/09/465809_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CD_Installation.pdf,,,,,,,,,,,,,,,
120,P468428,Alpha 12 plate heat exchanger with seal kit,Alpha,130.65,"This ready-to-go heat exchanger kit is suitable for Alpha's InTec, InTec2 and Eco ranges.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system, while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 12 plate heat exchanger with seal kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/28/468428_wm.jpg,,N,"24 X, 24 X LPG, 26 C LPG, 25 X, 25 XE, Eco 28 kW, 26 C",Heat Exchanger,"InTec Range, InTec2 Range, Eco Range",3.021692,Heat Exchanger Kit,N,,,,,,,,
121,P465754,Alpha gas manifold seal,Alpha,13.3,"This Alpha brand circular gas manifold seal is for use in the gas manifold located in the bottom section of CD and CDS boiler ranges.  Seals are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha gas manifold seal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/54/465754_wm.jpg,,N,"CD 32C, CD 18S, CD 32C LPG, CD 30S LPG, CD 24C, CD 50 LPG, CD 30S, CD 18S LPG, CD 24C LPG, CD 50, CD 24S, CD 24S LPG",Gas Assembly,CDCDS,1.014785,Seal,N,,,,,,,,
122,P453902,Alpha 1.010659 fan assembly,Alpha,218.47,"This fan is a genuine Alpha spare designed for use in the brand's CDS and CD ranges.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 1.010659 fan assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/02/453902_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_C_Installation.pdf,,,,,,,,,,,,,,,
123,P453842,Alpha panel,Alpha,41.3,"A genuine Alpha insulation panel set in white. Suitable for the CB and SY boiler ranges, this panel is for use in the combustion chamber.  The combustion chamber is a sealed box that contains the burner and electrodes along with combusted gases ready to be cleared by the appliance's fan.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha panel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/42/453842_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CB24_CB24X_Installation.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CB24_28_Installation.pdf,,,,,,,
124,P465777,Alpha pipe condensing discharge,Alpha,53.53,"This discharge pipe is a genuine Alpha part for use in the brand's CDS and CD ranges.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha pipe condensing discharge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/77/465777_wm.jpg,,N,"CD 32C LPG, CD 30S, CD 32C, CD 30S LPG",Hydraulics,"CD Range, CDS Range",1.018833,Discharge Pipe,N,,"CD 32C LPG,CD 30S,CD 32C,CD 30S LPG",,,,,,
125,P449839,Alpha 1.015673 CB24X overheat thermostat,Alpha,15.13,"An Alpha overheat thermostat with inbuilt sensor, compatible with Alpha's CB and SY boiler ranges.  This thermostat uses a sensor to check the temperature inside your boiler.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 1.015673 CB24X overheat thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/39/449839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CB24_28_Installation.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_SY_Installation.pdf,,,,,,,
126,P453843,Alpha bypass valve,Alpha,67.5,"This Alpha bypass valve assembly is suitable for use in boilers in Alpha's C, CD, CDS, CD, HE and SY ranges.  A bypass valve allows for the complete stop of water flow in case of a leak or emergency.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha bypass valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/43/453843_wm.jpg,,N,"C 23, C 23 LPG, C 27, C 27 LPG, CB 50, CB 50 LPG, CD 18S, CD 18S LPG, CD 24S, CD 24S LPG, CD 30S, CD 30S LPG, CD 50, CD 50 LPG, HE SY 25, HE SY 25 LPG, SY 9-24, SY 9-24 LPG",Gas Assembly,"C Range, CB Range, CDS Range, CD Range, HE Range, SY Range",3.014936,Valve Assembly,N,,,,,,,,
127,P449840,Alpha CB24 gas valve,Alpha,167.63,"This Alpha gas valve is a genuine brand spare part for boilers in the CB, SY, HE and C ranges.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha CB24 gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/40/449840_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CB24_28_Installation.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_SY_Installation.pdf,,,,,,,
128,P468433,Alpha diverter cartridge,Alpha,101.52,"This diverter valve cartridge forms part of the diverter valve assembly in Alpha Evoke, E-Tec, InTec2 and Eco range boilers.  A directional water device in combi boilers, a diverter valve directs hot water into either a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha diverter cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/33/468433_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_InTec2_Installation.pdf,,,,,,,,,,,,,,,
