,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Range,Voltage (V),Warranty,Weight,Hazardous,Sound Power Level (Indoors),Output,Depth (mm),Mounting Type,Compressor Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Attachment 1,Attachment 2,Capacity Litre,Feature 8,Attachment 3,Attachment 4,Colour,Projection Depth,Style,Watts,Fuel Source,Material,Orientation,Shape,Wall to Centre Tapping,BTU h,Feature 9,Feature 10,Feature 11,Attachment 5,Diameter,Feature 12,Feature 13,Feature 14,Connection Type,Pressure,Overheat Protection,Direct / Indirect,Insulation Type,Application,Pack Quantity,Area (m2),Attachment 6,Refrigerant Suitability
22,P276293,Stelrad Compact K3 K3 radiator 700 x 900mm,Stelrad,234.14,"A popular choice for installation in just about any room, the Stelrad Compact K3 triple panel triple convector radiator is perfectly designed for those domestic or commercial projects where space is limited. Designed to combine smart style with reliability, this 900 x 700mm radiator offers excellent efficiency, thanks in large part to the precision-welding of the convector onto the waterways. Every Compact is designed with flexible connection options for ease of siting, while robust packaging that remains in place until fitting is complete makes the engineer's job even easier, limiting the risk of damage during transport and installation.",Renewables/Renewables.csv -> Stelrad Compact K3 K3 radiator 700 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/00/NW-276269_276300_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_K3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P612245,Pump House TR-FB-140-B ASHP trunking - 90deg flat bend 140mm Black,Pump House,24.56,"Supplying a neat professional finish, this Pump House ASHP trunking 90° flat bend is made of fade-resistant black PVC. Suitable for both insulated flow and return pipework, this 140mm width trunking also accommodates all associated cables.",Renewables/Renewables.csv -> Pump House TR-FB-140-B ASHP trunking - 90deg flat bend 140mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/45/NW-612245_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pumphouse_RAC_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Pump_House_ASHP_140mm_Trunking_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P276296,Stelrad Compact K3 K3 radiator 700 x 1200mm,Stelrad,302.94,"A popular choice for installation in just about any room, the Stelrad Compact K3 triple panel triple convector radiator is perfectly designed for those domestic or commercial projects where space is limited. Designed to combine smart style with reliability, this 1200 x 700mm radiator offers excellent efficiency, thanks in large part to the precision-welding of the convector onto the waterways. Every Compact is designed with flexible connection options for ease of siting, while robust packaging that remains in place until fitting is complete makes the engineer's job even easier, limiting the risk of damage during transport and installation.",Renewables/Renewables.csv -> Stelrad Compact K3 K3 radiator 700 x 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/00/NW-276269_276300_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_K3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P131046,Joule HZK0C0000020 concentrate heat pump fluid 20ltr,Joule,81.6,"This Glycol-based product with organic corrosion inhibitors is designed to protect against freezing, corrosion, scale and bacteria build-up for heat pump installations. Not recommended for use when anti-freeze valves are being installed.",Renewables/Renewables.csv -> Joule HZK0C0000020 concentrate heat pump fluid 20ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/46/131046_wm.jpg,,,,20 kg,N,,,450,,,HZK0C0000020,ASHP Parts and Accessories,N,"Corrosion, Scaling & Bacteriological Protection",Biodegradable,pH Stable,Exempt from Potentially Harmful Additives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P619030,Mitsubishi ECODAN PAC-FS01-E flow sensor assembly FTC6,Mitsubishi,106.45,"This Mitsubishi Ecodan PAC-FS01E FTC6 flow sensor assembly is an accessory suitable for use with the Ecodan range of air source heat pumps. Accessories of this type may help to provide complete system protection, minimise operational noise or provide improved control.",Renewables/Renewables.csv -> Mitsubishi ECODAN PAC-FS01-E flow sensor assembly FTC6,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/21/605735_613825_619029_619030_613821_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Mitsi_Heating_Catalogue_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P276294,Stelrad Compact K3 K3 radiator 700 x 1000mm,Stelrad,257.2,"A popular choice for installation in just about any room, the Stelrad Compact K3 triple panel triple convector radiator is perfectly designed for those domestic or commercial projects where space is limited. Designed to combine smart style with reliability, this 1000 x 700mm radiator offers excellent efficiency, thanks in large part to the precision-welding of the convector onto the waterways. Every Compact is designed with flexible connection options for ease of siting, while robust packaging that remains in place until fitting is complete makes the engineer's job even easier, limiting the risk of damage during transport and installation.",Renewables/Renewables.csv -> Stelrad Compact K3 K3 radiator 700 x 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/00/NW-276269_276300_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_K3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P276295,Stelrad Compact K3 K3 radiator 700 x 1100mm,Stelrad,280.0,"A popular choice for installation in just about any room, the Stelrad Compact K3 triple panel triple convector radiator is perfectly designed for those domestic or commercial projects where space is limited. Designed to combine smart style with reliability, this 1100 x 700mm radiator offers excellent efficiency, thanks in large part to the precision-welding of the convector onto the waterways. Every Compact is designed with flexible connection options for ease of siting, while robust packaging that remains in place until fitting is complete makes the engineer's job even easier, limiting the risk of damage during transport and installation.",Renewables/Renewables.csv -> Stelrad Compact K3 K3 radiator 700 x 1100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/00/NW-276269_276300_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_K3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P276283,Stelrad Compact K3 K3 radiator 600 x 1200mm,Stelrad,267.08,"A popular choice for installation in just about any room, the Stelrad Compact K3 triple panel triple convector radiator is perfectly designed for those domestic or commercial projects where space is limited. Designed to combine smart style with reliability, this 1200 x 600mm radiator offers excellent efficiency, thanks in large part to the precision-welding of the convector onto the waterways. Every Compact is designed with flexible connection options for ease of siting, while robust packaging that remains in place until fitting is complete makes the engineer's job even easier, limiting the risk of damage during transport and installation.",Renewables/Renewables.csv -> Stelrad Compact K3 K3 radiator 600 x 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/00/NW-276269_276300_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_K3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P120313,Worcester Bosch Greenskies Solar-Lux fluid LS 20ltr,Worcester Bosch,135.01,This Worcester Bosch Greenskies Solar-Lux fluid is specifically designed for use in the brand's Greenskies solar appliances.,Renewables/Renewables.csv -> Worcester Bosch Greenskies Solar-Lux fluid LS 20ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/13/120313_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Worcester_Greenskies_Solartherm_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Worcester_Solar Thermal_Technical.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/Worcester_Oil-Fired_Solar_Guide_2014.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Renewable_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P276287,Stelrad Compact K3 K3 radiator 600 x 2000mm,Stelrad,438.74,"A popular choice for installation in just about any room, the Stelrad Compact K3 triple panel triple convector radiator is perfectly designed for those domestic or commercial projects where space is limited. Designed to combine smart style with reliability, this 2000 x 600mm radiator offers excellent efficiency, thanks in large part to the precision-welding of the convector onto the waterways. Every Compact is designed with flexible connection options for ease of siting, while robust packaging that remains in place until fitting is complete makes the engineer's job even easier, limiting the risk of damage during transport and installation.",Renewables/Renewables.csv -> Stelrad Compact K3 K3 radiator 600 x 2000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/00/NW-276269_276300_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_K3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P131048,Joule HZK0K000000 anti vibration fix IT foot HP kit,Joule,52.68,"This Joule anti-vibration fix-it foot kit provides a solution for mounting outdoor Samsung heat pumps. The feet have bonded channel, which is recessed into the top face allowing use of standard channel fixings to secure the heat pump to the feet.",Renewables/Renewables.csv -> Joule HZK0K000000 anti vibration fix IT foot HP kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/48/131048_wm.jpg,,,,13kg,N,,,200,,,HZK0K000000,,N,Rubber Construction,Max. Load 645kg,For use on Samsung Air-Source Heat Pumps,Pack of 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P635930,Grant Aerona HPID10R32 R32 smart control kit,Grant,627.48,"A clever solution for heat pump control, the Grant Aerona HPID10R32 smart controller kit puts advanced controller technology inside a stylish, easy to operate display unit. Compatible with any Aerona³ air source heat pump, this smart controller can be used to set heating schedules, domestic hot water timings and to adjust room temperatures via a single intuitive fitting.",Renewables/Renewables.csv -> Grant Aerona HPID10R32 R32 smart control kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/30/635930_wm.jpg,Aerona,N/A,1 year minimum (Subject to T&C's),7.3 kg,N,,,254,N/A,,HPIDR32SMART10,ASHP Smart Controls,N,Modern design,Compatible with all Aerona³ ASHPs,Easy to navigate interface,"1 year warranty minimum, subject to T&Cs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P612247,Inaba Denko ASHP External Corner Trunking 140mm Black,Inaba Denko,34.45,"Providing a professional finish along with reliable protection from impact, fire and UV damage, this Inaba Denko ASHP external corner trunking in black has a width of 140mm, ensuring that it will contain insulated flow and return pipework as well as all associated cabling.",Renewables/Renewables.csv -> Inaba Denko ASHP External Corner Trunking 140mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/47/612247_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pumphouse_RAC_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/ASHP_Trunking_DataSheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P276285,Stelrad Compact K3 K3 radiator 600 x 1600mm,Stelrad,352.38,"A popular choice for installation in just about any room, the Stelrad Compact K3 triple panel triple convector radiator is perfectly designed for those domestic or commercial projects where space is limited. Designed to combine smart style with reliability, this 1600 x 600mm radiator offers excellent efficiency, thanks in large part to the precision-welding of the convector onto the waterways. Every Compact is designed with flexible connection options for ease of siting, while robust packaging that remains in place until fitting is complete makes the engineer's job even easier, limiting the risk of damage during transport and installation.",Renewables/Renewables.csv -> Stelrad Compact K3 K3 radiator 600 x 1600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/00/NW-276269_276300_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_K3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P506187,Intatec HPHOSE750 insulated hose 0D 750 mm 1''F x 28 mm PK2,Intatec,107.6,"Pre-insulated, this pair of Intatec 750mm ID hoses is fitted with 1"" female x 28mm connections. A flexible design for use in a heat pump, these hoses are supplied in pairs for use on flow and return and have waterproof and UV-resistant Primary Pro 19mm insulation for reduced heat loss and reliability in all conditions.",Renewables/Renewables.csv -> Intatec HPHOSE750 insulated hose 0D 750 mm 1''F x 28 mm PK2,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/87/506187_wm.jpg,,,,,N,,,,,,HPHOSE750,,N,Pre-insulated to reduce system heat loss,Insulation improves efficiency,Supplied in pairs to suit flow and return,Connects directly to heat pump,Available with a straight or bent heat pump connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
