,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Flow Rate,Range,Voltage (V),Warranty,Phase,Hazardous,Depth (mm),Rated Speed,Enclosure Class,Frequency,Pressure Rating,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Output,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Weight,Refrigerant Suitability,Seasonal Efficiency Energy Label Heating,UK Total Cooling,Seasonal Efficiency Energy Label Cooling,Nominal Heating (kW),Max Sound Pressure,UK Sensible Cooling,Nominal Cooling (kW),Max Airflow (m/min),Fuse Size (A),Pipe Size Diameter - Gas,Pipe Size Diameter - Liquid,Operating Temperature,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Attachment 5,Attachment 6,Connection Type,Max Pressure,Material,Operating Pressure,Maximum Operating Temperature,Application,Capacity Litre,Feature 20,Feature 21,Feature 22
83,P141779,Grundfos Magna 3 pump PN6/10 230V,Grundfos,1848.38,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 32 - 120 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 3 pump PN6/10 230V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/84/NW-141779_141784_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,P126243,"Grundfos Magna 1 circulating pump 250mm 1"" x 230V PN6/10",Grundfos,2711.2,"Offering easy pump setting selection and with no need for costly maintenance, the straightforward Grundfos Magna1 40-80 F N 230V 250mm PN6/10 circulating pump has a canned-rotor design, meaning the pump and motor form an integral unit without a shaft seal and requiring only two gaskets for sealing. Manufactured using the fewest materials possible, this pump reduces potential issues with disposal.","Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 1 circulating pump 250mm 1"" x 230V PN6/10",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/na/_8/Magna_8_wm.jpg,,,,,Black / Red,N/A,Magna 1,230,2 years,1,N,300,,IPX4D,50/60,10 bar,"CE,VDE,EAC,MOROCCO,UKCA,TSE,RCM,UkrSEPRO,CN ROHS,WEEE",99221323,Circulator Pump,N,Safe selection,Simple installation,Low energy consumption to comply with EuP requirements,With 9x light fields for indication of pump setting,With 3x proportional pressure curves,With 3x constant-pressure curves,With 3x available fixed-speed curves,Low noise level,0.267 kW,Maintenance-free long life design,Bearings are lubricated by pumped liquid,IPX4D rated,2 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,P105797,GRUNDFOS TPE3 D 50-240 PUMP,Grundfos,9519.13,"Ideal for heating, cooling and district energy, the Grundfos TPE3 D single stage, close-coupled, volute pump offers inline suction and discharge ports of identical diameter and a combined temperature and differential pressure sensor. Thanks to a top-pull-out design, the power head (motor, pump head and impeller) can be removed while the pump housing remains in the pipework for easy, stress-free servicing and maintenance. The twin-head pump is designed with two parallel power heads, each with a fan-cooled, permanent-magnet synchronous motor and a frequency converter and PI controller in the motor terminal box for continuously variable control of speed.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> GRUNDFOS TPE3 D 50-240 PUMP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/97/NW-105797_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_TPE_TPED_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_TPE_TPED_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Grundfos_TP_TPD_TPE_TPE3_3D_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,P164370,TPD 100-160/2-A-F-A-BQQE 400D 50HZ,Grundfos,5179.2,"A single-stage, close-coupled volute pump, the Grundfos TPS twin head 50Hz pump offers inline suction and discharge ports of identical diameters. With a top-pull-out design, this pump allows for easy removal of the power head for maintenance or service while the pump housing remains in place, helping to minimise the inconvenience and cost of maintenance downtime. TP pumps are fitted with unbalanced rubber bellows seals and fan-cooled asynchronous motors.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> TPD 100-160/2-A-F-A-BQQE 400D 50HZ,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/__/tp/TP_wm.jpg,,,,,Black,68.5 m³/h,TPD,380-415D,,3,N,800,2920-2940 rpm,55 Dust/Jetting,50,16 bar,,96109245,Inline Pump,N,Optimised hydraulics for high efficiency,Reduced power consumption,High-efficiency IE3 motors,Single and twin options available,Top-pull-out design,Inline pumps allow for straight pipework,Hydraulically and mechanically balanced impeller increases life of motor bearings and shaft seal,Pump housing and pump head/motor stool are electrocoated for efficiency,4 kW,IP55 rated,Shaft seal according to EN 12756,Pipework connection via PN 16 DIN flanges (EN 1092-2 and ISO 7005-2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,P164064,Wilo 25/0.5-6 130 CHP stratos pico,,274.35,"Highly efficient, the Wilo Stratos Pico central heating pump incorporates EC motor technology and inbuilt electronic power control for continuous differential pressure. This reliable pump offers numerous useful routines, including automatic restart, self-venting and automatic dry-running protection, ensuring safe use and minimising downtime. The Stratos Pico is compatible with central heating and underfloor heating systems, air conditioning and industrial circulation. It offers ease of commissioning via the one-touch Dynamic Adapt Plus function.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Wilo 25/0.5-6 130 CHP stratos pico,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/64/164064_wm.jpg,,,,,,,,,,,N,,,IPX4D,,,,4244396,,N,With automatic deblocking function and integrated motor protection,"Full colour display shows real-time electricity consumption, delivery head and cumulative kWh",Dynamic Adapt Plus for one-touch commissioning,Settings assistant for number of radiators or underfloor heating area,Compatible with the Wilo-Smart Balance app,Tool-free plug-and-play wiring with Wilo connection plug,Energy efficiency index (EEI) of less than 0.18,Suitable fluid temperature of -10°C to +110°C,0.4 kW,Maximum operating pressure 10 bar,Port-to-port length 130mm,With G 1½ pipe connection,Maximum head of 6M,IPX4D rated,2 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,P141671,Wilo Stratos MAXO-D 30/05-10 R7,Wilo,1985.06,"Suitable for domestic or light commercial use, the Wilo Stratos Maxo-D 30/05-10 R7 is compatible with central heating, cooling, underfloor heating and air conditioning systems and can be used with water/glycol mixtures. An inline glandless smart pump with one touch commissioning, Maxo incorporates an EC motor and electronic power adjustment as well as efficiency enhancing permanent automatic performance adaptation. A range of clever features, including heating and cooling quantity measurement and dry running detection are included. Automatic no-flow stop, meanwhile, deactivates the pump in the absence of flow, reducing the risk of dry-running damage.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Wilo Stratos MAXO-D 30/05-10 R7,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/xo/Wilo_Stratos_Maxo_wm.jpg,,,,,Green,12.0 m³/h,Stratos,230,3 Years,1,N,350,3950 1/min,IPX4D,50/60,10 bar,CE;EAC;VDE,2217904,Circulating Pump,N,Compatible with Wilo-Assistant app for Bluetooth commissioning,Automatic pump venting function and full motor protection prevents failure,Thermal insulation shell for energy efficiency,Configured pump settings can be saved and restored,Wilo connection plug for tool-free plug-and-play wiring,"Easy to use, large LCD display for easy commissioning",Automatic setback operation and deblocking function,Adjustable volume flow limiter,0.275 kW,Energy efficiency index (EEI) of less than 0.19,Fluid temperature of -10°C to +90°C,Port-to-port length of 180mm,Threaded G2 pipe connection,Maximum head of 10M,Maximum flow of 12M³/h,,,,,,,,,,,,,,,IPX4D rated,"CE, EAC and VDE approved",3 year warranty,,,,,,,,,,,,,,
89,P163937,WILO YONOS MAXO 25/0 5-12 PN10,Wilo,696.54,"The Wilo Yonos Maxo is a compact pump for commercial buildings with HVAC applications, with an EC motor and electronic power adjustment for optimum energy efficiency.  Easy to set up with three operating modes and simple adjustment over three speed stages when replacing an uncontrolled standard pump. Additional option to expand the pumps intelligent functions further with the Wilo Connect Module.   This inline glandless pump is suitable for use in domestic or commercial buildings for all central heating, underfloor heating, air-conditioning systems, closed cooling circuits, industrial circulation systems.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> WILO YONOS MAXO 25/0 5-12 PN10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/37/163937_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wilo_Yonos_MAXO_D_Z_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wilo_REACH_Regulation_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wilo_Stratos_Yonos_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wilo_Yonos_MAXO_D_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,P141681,Wilo Stratos MAXO 50/05-8 R7,Wilo,2367.75,"Bluetooth-enabled, the Wilo Stratos Maxo 50/05-8 R7 pump offers compatibility with the Wilo-Assistant app for smartphone commissioning. Preventing failure issues, this unit includes an automatic pump venting function and full motor protection while a thermal insulation shell increases efficiency. The Stratos Maxo has the ability to save and restore configured pump settings for quicker, easier resetting. Making tool-free installation simple, this pump uses the plug-and-play Wilo connection plug.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Wilo Stratos MAXO 50/05-8 R7,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/81/141681_wm.jpg,,,,,Black/Green,26.9 m³/h,Stratos,230,3 Years,1,N,240,650 - 3800,IPX4D,50/60,6/10 bar,"REACH, CE, EAC",2217954,Commercial Circulator Pump,N,One touch commisioning,With EC motor and electronic power adjustment,"Permanent, automatic performance adaptation","For quantity measurement, dry running detection",Automatic No-Flow Stop deactivates pump when no flow is detected,Suitable for domestic or light commercial buildings,"Compatible with all central heating, cooling and underfloor heating systems",Suitable for water/glycol mixtures and air conditioning systems,32.7 kW,Large LCD display for easy commissioning.,Automatic setback operation and deblocking function,Adjustable volume flow limiter,Energy efficiency index (EEI) of less than 0.17,Fluid temperature -10°C to +90°C,Maximum operating pressure of 10 bar,,,,,,,,,,,,,,,Port-to-port length of 240mm,Flange DN 50 connection,Maximum head of 8M,IPX4D rated,3 year warranty,,,,,,,,,,,,
91,P141689,STRATOS MAXO 65/05-16 R7,Wilo,3307.92,"Suitable for domestic or light commercial use, the Wilo Stratos Maxo 65/05-16 R7 is compatible with central heating, cooling, underfloor heating and air conditioning systems and can be used with water/glycol mixtures. An inline glandless smart pump with one touch commissioning, Maxo incorporates an EC motor and electronic power adjustment as well as efficiency enhancing permeant automatic performance adaptation. A range of clever features, including heating and cooling quantity measurement and dry running detection are included. Automatic no-flow stop, meanwhile, deactivates the pump in the absence of flow, reducing the risk of dry-running damage.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> STRATOS MAXO 65/05-16 R7,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/xo/Wilo_Stratos_Maxo_wm.jpg,,,,,Black/Green,,Stratos,,,,N,,,,,,CE;EAC;VDE,2217962,,N,Compatible with Wilo-Assistant app for commissioning via Bluetooth,Automatic pump venting function and full motor protection prevents failure,Thermal insulation shell for efficiency,Ability to save and restore configured pump settings,Plug-and-play wiring with Wilo connection plug,No tools required for installation,Large LCD display for easy commissioning,Automatic setback operation and deblocking function,1.44 kW,Adjustable volume flow limiter,Energy efficiency index (EEI) of less than 0.17,Fluid temperature -10°C to +90°C,Maximum operating pressure of 10 bar,Port-to-port length 340mm,Flanged DN65 pipe connection,,,,,,,,,,,,,,,Maximum head 16M,IPX4D rated,3 year warranty,,,,,,,,,,,,,,
92,P164036,Wilo Yonos Maxo-D glandless circulating pump PN6/10,Wilo,3897.95,"Plug & play wiring with the Wilo connection plug – no tools needed!;LED display for easy commissioning.;Fault light and collective fault signal to ensure system availability.;Self-venting and deblocking function with integrated full motor protection to prevent failure.;Thermal insulation shell for increasing energy efficiency, saving you money.;Pre-selectable control modes for optimum load adjustment.;Energy efficiency index (EEI) of less than 0.23;Fluid temperature -20°C to +110°C;Max operating pressure: 10 bar;Port-to-port length: 340mm;Pipe connection: Flange DN 65;Max head: 12m",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Wilo Yonos Maxo-D glandless circulating pump PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/36/164036_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wilo_REACH_Regulation_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wilo_Yonos_MAXO_D_Z_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wilo_Stratos_Yonos_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wilo_Yonos_MAXO_D_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,P141849,GFS MAGNA3 D 80-100 F 360 1X230V PN6,Grundfos,6808.38,"Suitable for use in new installations or retrofits, the Grundfos MAGNA3 80 - 100 F single phase circulator pump allows installers to create high performance heating and cooling systems with high levels of efficiency. Offering built-in communication, this pump features a canned rotor and has no shaft seal. Only two gaskets are used for sealing and bearings are self-lubricating, meaning that the unit is essentially maintenance-free. Compatible with the Grundfos GO Remote app, the MAGNA3 allows for advanced reporting and monitoring and includes fieldbus communication using CIM modules in addition to analogue and digital inputs, plus configurable relays. With features including an inbuilt differential pressure and temperature sensor as well as Flowadapt, meaning there's less need for throttling valves, MAGNA3 is compatible with heating and air con surfaces, mixing loops, ground source heat pumps and small chiller units.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> GFS MAGNA3 D 80-100 F 360 1X230V PN6,,MAGNA3 pump;Insulating shells;Gaskets;Quick guide;Safety instructions;1x ALPHA plug,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/50/NW-141849_141850_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,P157784,Grundfos MULTI-E 3 Hydro Multi-E 3 Crie 5-4,Grundfos,14616.0,"The Grundfos Hydro Multi-E 3 CRIE 5-4 booster system transfers and pressure boosts clean water in a range of settings, from waterworks to hotels, hospitals and schools. It is made up of 2 to 3 CME pumps coupled in parallel and mounted on a common base frame made of DIN W.-Nr. 1.4301 stainless steel. The suction side incorporates a DIN W.-Nr. 1.4401 or DIN W.-Nr. 1.4571 suction manifold, pressure switch mounted on a drainable valve and an isolating valve while the discharge side has a non-return valve, isolating valve, pressure gauge, two pressure transmitters on a drainable valve, a diaphragm tank and a stainless steel discharge manifold per DIN W.-Nr. 1.4401 or DIN W.-Nr. 1.4571. Maintaining a constant pressure regardless of flow fluctuation, this system has an internal PI-controller to regulate the number of running pumps and their speed of the pumps according to the required flow.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos MULTI-E 3 Hydro Multi-E 3 Crie 5-4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/84/NW-157784_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_Wide_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grundfos_Hydro_Multi_E_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
