,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Flow Rate,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Pack Quantity,Attachment 6,Attachment 7,Feature 9,Feature 10,Colour,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Seasonal Space Heating Energy Efficiency %,Feature 18,Feature 19,Max Vertical Level Flue Length (metres),Attachment 8,Attachment 9,Rated Heat Output (Prated or Psup),Seasonal Space Heating Energy Efficiency Class
54,P127250,Vaillant ecoTEC pro 30 ErP combi boiler,Vaillant,1116.23,"Combining a simple, sleek design with the reliability and performance customers expect from Vaillant, the ecoTec pro 30 combi boiler is the ideal choice for smaller family homes where efficiency and space saving are key. With an ErP A rating, this combi boiler, featuring an ErP modulating Grundfos pump system, reduces energy waste, saving on fuel bills and, when used alongside the aroTherm air-to-water hybrid pump system, helps families to make the move into renewable energy use. Removable side panels, a push-fit flue system and straightforward backlit control display make the ecoTec pro 30 simple to fit, service and control.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Vaillant ecoTEC pro 30 ErP combi boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/50/127250_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/127250_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC_pro_Spare_Parts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/127250_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Vaillant_Heat_Exchanger_Maintenance.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Boilers_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vaillant_ecoTEC_pro_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/127250_Operating_Instructions.pdf,,,,,,,,,,,,,,,,,,
55,P333622,Vaillant ecoFIT pure 825 combi boiler only,Vaillant,967.0,"The Vaillant ecoFIT pure 825 combi boiler is part of a range that's been labelled Vaillant's 'go anywhere' range and it's easy to see why. This ultra-compact boiler with its flexible top-or-rear flue siting, Quiet Mark-accredited low noise operation and option to cupboard-fit really can be installed just about anywhere from kitchen cupboard to cloakroom. Easily operated and maintained with a clear LED diagnostic display, reliable, easy to source Vaillant parts and that world famous German engineering, the 25kW output ecoFIT is highly energy efficient with an ErP A rating and has the reliability, usability and longevity you've come to expect from the Vaillant brand.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Vaillant ecoFIT pure 825 combi boiler only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/om/bi/Ecofit_Pure_Combi_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Vaillant_ecoTEC_Pure_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoTEC_Pure_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,P333623,Vaillant ecoFIT pure 830 combi boiler only,Vaillant,1094.0,"Part of Vaillant's 'go anywhere' range, the Vaillant ecoFIT pure 830 combi boiler has flexible top/rear flue siting, Quiet Mark-accredited low noise operation and an extremely compact design so it's simple to cupboard-fit, making life easier for both installer and owner wherever you opt to install. An easy-read LED diagnostic display, reliable and widely available Vaillant parts and, of course, that famous German engineering all contribute to the robustness, usability and long lifetime you can expect from this 30kW output, ErP A-rated boiler.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Vaillant ecoFIT pure 830 combi boiler only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/om/bi/Ecofit_Pure_Combi_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Vaillant_ecoTEC_Pure_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoTEC_Pure_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,P333696,Alpha E-Tec 33 high efficiency combi boiler,Alpha,633.0,"An ideal heating and hot water solution for small to medium sized houses, the Alpha E-Tec 33 combi boiler brings together ease-of-use and high efficiency with a range of great features. The E-Tec's stainless steel heat exchanger, Grundfos pump and hydroblock assembly, corrosion-resistant zinc plated expansion vessel and dry-change NTCs, helpfully located on the front of pipes for easier access, make sure that maintenance is as simple and cost efficient as the day-to-day use of this ErP A-rated combi. Easy to fit into a standard kitchen cupboard, the 33kW output E-Tec is extremely compact, ensuring that it won't impact storage space in the family home.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Alpha E-Tec 33 high efficiency combi boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/94/196893_196894_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alpha_E-Tec_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_E-Tec_Combi_Boiler_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Alpha_ProTec+_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,P113025,Worcester Bosch Greenstar 1000 combi boiler 30kW,Worcester Bosch,667.94,"Suitable for installation in flats and small to medium sized houses, the Worcester Bosch Greenstar 1000 GR1000W 30 C NG combi boiler is capable of delivering reliable heating along with hot water both a bath and a shower. Highly reliable and simple to install, maintain, commission and use, this 30kW unit has a compact design for mounting inside a kitchen cupboard, helping to save on space. ErP A-rated for its high levels of efficiency, the Greenstar 1000 incorporates a variety of features, including compatibility with load compensation controls, chosen to help save on fuel bills.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Worcester Bosch Greenstar 1000 combi boiler 30kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/25/113025_wm.jpg,,,,,,35° 12.0 l/min40° 10.8 l/min,Natural Gas,Greenstar 1000,5,285,A,N,A,30 kW,285,,TBC,Wall,7736902179,Combi,N,Includes fitting pack and bracket,With isolation valves and gas pipe tails,Low lift weight at just 26.7kg,Inline hydraulic connections and accessible PRV connection for ease of install,Compact design fits into standard 300mm kitchen cupboard,Rear piping accessories available for flexible installation,Cost-saving features include Quick Tap water saving functionality and 1:5 modulation range,Minimises gas consumption when fitted with load compensating controls,,,,A-rated efficiency,5 year warranty,,,,,,,,,,,,,,,,
59,P333601,Baxi 600 Combi 630 boiler only,Baxi,943.0,"Designed with the input of boiler installers, the Baxi 630 Combi is simple to fit and requires minimal maintenance. Compact and neatly put together, this 30kW output combi is ideal for homes where space is limited, fitting easily into the average sized kitchen cupboard. With an impressive ErP A rating, the 630 helps to keep fuel bills low and great features including high quality UK-made brass parts and a handy engineer-free Easy-Fill filling loop make sure that call outs and repairs are kept to a minimum too. The 630 Combi can be operated using uSense smart controls through a smartphone or tablet app, making it simple to control, even on the move.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Baxi 600 Combi 630 boiler only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/i6/00/Baxi600_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Baxi_600_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_600_Combi_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Baxi_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,P109038,Glow-worm Compact 24C-AS/1H-GB combi boiler 24c-AS/1 H-GB,Glow-worm,502.5,"With a smaller overall size and lighter weight than most, the Glow-worm Compact 24C-AS/1H-GB combi boiler makes the engineer's life easy while saving the user on costs and inconvenience via fast, stress-free installation. Robust and reliable, this wall-mounted 24kW combi incorporates a modern stainless steel heat exchanger for durability and ErP A-rated efficiency.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Glow-worm Compact 24C-AS/1H-GB combi boiler 24c-AS/1 H-GB,,"Gas-fired wall-hung boilerBag containing valves for gas, heating and domestic hot waterDrain spigot of the expansion relief valve2x bag with small partsCondensate discharge hoseEnclosed documentation",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/39/NW-109038_109039_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Glow_worm_Compact_24c_28c_O_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Glow_worm_Compact_24c_28c_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_TheEnergy_Compact_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,P333055,Viessmann Vitoden 050 BOKA combi boiler 30kW White,Viessmann,917.93,"Offering ease of installation, the low height Viessmann Vitodens 050 BOKA 30kW gas condensing combi boiler fits well into any home, whether a new build or refurb. It is supplied with a mounting bracket, connection set and mounting template and is both simple to use and efficient to run, with a high quality MatriX burner contributing to its cost-saving ErP A rating.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Viessmann Vitoden 050 BOKA combi boiler 30kW White,,"Boiler;mounting bracket;connection set;Instruction manual, mounting template",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ro/nt/159683_159684_front_wm.jpg,,,,,,12.2,LPG,Vitoden 050,7 Years,KG,A,N,A,29.6 kW,300,,92,Wall Mounted,333055 PK,Combi Boiler,N,Low height for flexible installation,For wall mounting,Wi-Fi enabled,Simple operation,With MatriX burner,Suitable for natural gas or LPG,7 year warranty,,,,,,,,,,,,,,,,,,,,,,
62,P333248,Alpha Combi boiler 33kW offer,Alpha,650.0,"Fitted with a cutting-edge stainless steel heat exchanger, the Alpha E-Tec 33kW NX LPG combi boiler offers ErP A-rated efficiency along with quiet operation and output adjustability. A simple backlit display makes operation of this lightweight boiler easy while installation is simplified thanks to features like a push-fit flue connection.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Alpha Combi boiler 33kW offer,,Boiler with fittings pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/04/195895_904_wm.jpg,,,,,,14.1,LPG,,7 Years,33.4,A,N,A,32 kW,255,,89.4,Wall Mounted,333248 PK,Combi,N,Thermoplastic moulded stainless steel main heat exchanger,Lighter weight design,Double casing design for quiet operation,Backlit display and control panel interface,Removable push-fit flue connection,Fully range output adjustable,Delta T variable speed operation pump,7 year warranty,,,,,,,,,,,,,,,,,,,,,
63,P333624,Vaillant ecoFIT pure 835 combi boiler only,Vaillant,1215.0,"The Vaillant ecoFIT pure 835 combi boiler is one of a range dubbed Vaillant's 'go anywhere' range. An ultra-compact, ultra-flexible unit with the option to top or rear flue site plus cupboard-fit capability so it really can be installed in any part of the house, whether inside a cabinet or on the wall. An easy to read LED diagnostic display and reliable Vaillant parts, coupled with robust, intelligent German engineering, make the 35kW output ecoFIT simple to operate and install, hassle-free to maintain and ensures an ErP A rating.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Vaillant ecoFIT pure 835 combi boiler only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/om/bi/Ecofit_Pure_Combi_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Vaillant_ecoTEC_Pure_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoTEC_Pure_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,P333986,Worcester Bosch Greenstar 8000 Life GR8300iW 40 C NG combi boiler pack 40kW White,Worcester Bosch,1567.0,"Spearheading the next generation of boilers the Worcester Bosch Greenstar 8000 Life GR8300iW 40 C NG follows in the footsteps of the award-winning CDi Classic. It's equally reliable and user-friendly but benefits from better than ever efficiency, flexibility and ease of fitting and maintenance. The modern design of the 8000 Life blends seamlessly into the contemporary home, while installation is faster and easier with a reduced lift weight but all the familiar fixtures and connections. Control of this 40kW boiler is that bit simpler too owing to an intuitive full colour text display and the ability to connect to Bosch's EasyControl smart thermostat. With an ErP A rating this boiler helps householders to keep their fuel bills to a minimum and reduce emissions too.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Worcester Bosch Greenstar 8000 Life GR8300iW 40 C NG combi boiler pack 40kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Life_White_wm.jpg,,,,,,14 L/min @ 40°C,Natural Gas,Greenstar 8000 Life,8 years,47 kg,A,N,A,40 kW,365,"333828, 333986",94,Wall Hung,333986 PK,Condensing Combi Boiler,N,Direct replacement for the Worcester Bosch CDi Classic,"Easier installation, servicing and maintenance",Full colour text display and push button boiler control,Simple switch from CDi classic with same fixing points and connections,Greenstar Intelligent Filling System,Reduced lift weight compared to the CDi classic,Full wireless connectivity with the Bosch EasyControl,8 year guarantee,,,,,,,,,,,,,,,,,,,,,
65,P113024,Worcester Bosch Greenstar 1000 combi boiler 24kW,Worcester Bosch,605.94,"Suitable for installation in flats and small to medium sized houses, the Worcester Bosch Greenstar 1000 GR1000W 24 C NG combi boiler is capable of delivering reliable heating along with hot water both a bath and a shower. Highly reliable and simple to install, maintain, commission and use, this 24kW unit has a compact design for mounting inside a kitchen cupboard, helping to save on space. ErP A-rated for its high levels of efficiency, the Greenstar 1000 incorporates a variety of features, including compatibility with load compensation controls, chosen to help save on fuel bills.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Worcester Bosch Greenstar 1000 combi boiler 24kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/24/113024_wm.jpg,,,,,,35° 9.8 l/min40° 8.5 l/min,Natural Gas,Greenstar 1000,5,285,A,N,A,24 kW,285,,TBC,Wall,7736902178,Combi,N,Includes fitting pack and bracket,With isolation valves and gas pipe tails,Low lift weight at just 26.7kg,Inline hydraulic connections and accessible PRV connection for ease of install,Compact design fits into standard 300mm kitchen cupboard,Rear piping accessories available for flexible installation,Cost-saving features include Quick Tap water saving functionality and 1:5 modulation range,Minimises gas consumption when fitted with load compensating controls,,,,A-rated efficiency,5 year warranty,,,,,,,,,,,,,,,,
