,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Diameter,Range,Thickness,Warranty,Hazardous,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 4,Attachment 5,Attachment 6,Pipe Size,Feature 13,Length (M),Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11
59,P129895,Armaflex Evo slit 9mm thk 28mm od pipe 2m,Armaflex,11.19,"Helping to improve fire-retardancy, the low smoke generating Armaflex Evo 28mm diameter slit pipe insulation, supplied in a 2M length, is manufactured in a flexible elastomeric foam and offers suitability for HVAC, refrigeration and process equipment applications. Improving efficiency without risking corrosion, this 9mm thick pipe jacket has a closed-cell structure for excellent insulating properties and is Microban-treated for antimicrobial protection.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex Evo slit 9mm thk 28mm od pipe 2m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/95/129895_wm.jpg,,,,Black,,Evo,9 mm,,N,Flexible elastomeric foam,IAFEU09028100,Pipe Insulation,N,Flexible elastomeric foam construction,Microban treated for antimicrobial protection,Closed cell structure for reduced risk of under-insulation corrosion,Offers improved system reliability,Low thermal conductivity for energy saving on pipework,"Fire safety BL-s3,d0",,,,,,,,,,28 mm,,,,,,,
60,P192841,Armaflex HT high temperature tubing 19mm x 28mm 2mtr,Armaflex,25.13,"Reliable and environmentally-friendly, HT/Armaflex 19mm thick flexible closed cell insulation is suitable for use at higher temperatures and includes built-in anti-corrosion measures. Supplied in 2M lengths, this easy-install, low-maintenance insulation is designed for 28mm pipes.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex HT high temperature tubing 19mm x 28mm 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/42/NW-192840_192842_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Armacell_Armaflex_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Armacell_ArmaflexApplication_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ds/01/Armacell_Armaflex_SDS01.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Armacell_HTArmaflex_Technical.pdf,,,,,,,,,,
61,P129845,Armaflex evo self seal 9mm thk 15mm od 2m,Armaflex,5.72,"Offering flexible insulation against condensation, freezing and energy losses, this 15M length of Armaflex Evo self-seal 28mm elastomeric foam insulation can be used on pipes, air ducts and vessels. With a 9mm thickness, Armaflex Evo is suitable for hot and cold water services, air conditioning and refrigeration pipework, chilled water pipes and heating systems.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex evo self seal 9mm thk 15mm od 2m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/45/129845_wm.jpg,,,,Black,,,9 mm,,N,Flexible Elastometic Foam insulation,IAFEU09015600,Thermal insulation,N,Reliably controls condensation,Offers effective reduction of thermal losses,Built-in Microban antimicrobial protection reduces mould and bacteria growth,Closed cell structure,Dust and fibre free,Xero GWP,Pre-slit tube for ease of installation,Self-sealing for faster fitting,"Euroclass BL-s2,d0 fire performance",FM Approved,,,,,,15 mm,,,,,,,
62,P129854,Armaflex evo self seal 13 mm THK 15 mm OD 2M,Armaflex,7.19,"Highly flexible, this Armaflex Evo 13 x 15mm self-seal elastomeric foam offers excellent fire retardancy, low smoke generation and a closed cell structure for reduced pipe corrosion. Suitable for use in HVAC as well as in refrigeration and process equipment, this foam is imbued with Microban for added antimicrobial protection.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex evo self seal 13 mm THK 15 mm OD 2M",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/54/129854_wm.jpg,,,,Black,,,13mm,,N,Flexible elastimeric foam,IAFEU13015600,Pipe Insulation,N,Flexible elastomeric foam construction,Black colour,Microban treated for antimicrobial protection,Closed cell structure reduces risk of under-insulation corrosion,Improves system reliability,Low thermal conductivity for energy saving,"Meets fire safety BL-s3,d0",,,,,,,,,15 mm,,,,,,,
63,P190120,Mudfords flat hair felt pipe lagging 100mm x 7.7mtr,Mudfords,2.98,Mudfords 100mm tubular felt pipe sleeving is a jute felt/polyethylene lagging insulator designed for DIY use and pipe frost protection.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Mudfords flat hair felt pipe lagging 100mm x 7.7mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/20/NW-190120_wm.jpg,,,,Brown,,,100 mm,,N,Jute FeltPolythene,P06244,Flat Pipe Lagging,N,Ideal pipe lagging insulator,For DIY and frost protection,Jute felt and polyethylene,,,,,,,,,,,,,100 mm,,,,,,,
64,P129897,Armaflex Evo slit 9mm thk 42mm od pipe 2m,Armaflex,14.07,"Helping to improve fire-retardancy, the low smoke generating Armaflex Evo 42mm diameter slit pipe insulation, supplied in a 2M length, is manufactured in a flexible elastomeric foam and offers suitability for HVAC, refrigeration and process equipment applications. Improving efficiency without risking corrosion, this 9mm thick pipe jacket has a closed-cell structure for excellent insulating properties and is Microban-treated for antimicrobial protection.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex Evo slit 9mm thk 42mm od pipe 2m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/97/129897_wm.jpg,,,,Black,,Evo,9 mm,,N,Flexible elastomeric foam,IAFEU09042100,Pipe Insulation,N,Flexible elastomeric foam construction,Microban treated for antimicrobial protection,Closed cell structure for reduced risk of under-insulation corrosion,Offers improved system reliability,Low thermal conductivity for energy saving on pipework,"Fire safety BL-s3,d0",,,,,,,,,,42mm,,,,,,,
65,P187298,Rockwool rock foiled insulation 1mtr x 34mm x 25mm,Rockwool,86.36,"Supplied in 1M lengths, this Rockwool Rock 34 x 25mm rock mineral wool foiled insulation makes installation of reliable frost protection, condensation and acoustic control simple. Pre-slit, these sections are designed with a layer of factory-applied foil facing and a self-adhesive lap. This allows each section to be snapped onto pipework before the tape is used for quick, easy sealing of the joint. Suitable for use on heating, ventilation and air conditioning pipework in temperatures of 0C to 250C, Rock insulation minimises heat loss and helps to conserve energy.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Rockwool rock foiled insulation 1mtr x 34mm x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/07/187287_187307_wm.jpg,,,,Natural,,,2.5 mm,,N,Rock Mineral Wool,LAGR034025,Pipe Insulation,N,Glass mineral wool construction,Natural colour,"Fast, simple installation saves on-site time",Quick snap-on sections,Self-adhesive overlap reduces need for tape,CE marked to EN14303,,,,,,,,,,34 mm,,,,,,,
66,P621327,Armaflex Evo technical insulation 1/4in OD x 3/8in WT - 2mtr,Armaflex,1.9,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex Evo technical insulation 1/4in OD x 3/8in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,Black,6 mm,Evo,6mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU09006000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,
67,P129925,Armaflex evo slit 19mm thk 35mm od pipe 2m,Armaflex,32.53,"Offering flexible insulation against condensation, freezing and energy losses, this 2M length of Armaflex Evo 35mm elastomeric foam insulation can be used on pipes, air ducts and vessels. With a 19mm thickness, Armaflex Evo is suitable for hot and cold water services, air conditioning and refrigeration pipework, chilled water pipes and heating systems.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex evo slit 19mm thk 35mm od pipe 2m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/25/129925_wm.jpg,,,,Black,,,19mm,,N,Flexible Elastometic Foam insulation,IAFEU19035100,Thermal insulation,N,Reliably controls condensation,Offers effective reduction of thermal losses,Built-in Microban antimicrobial protection reduces mould and bacteria growth,Closed cell structure,Dust and fibre free,Xero GWP,Pre-slit tube for ease of installation,"Euroclass BL-s2,d0 fire performance",FM Approved,,,,,,,35 mm,,,,,,,
68,P190111,Mudfords tubular felt pipe lagging 15/22mm x 21.9mtr,Mudfords,11.21,Mudfords 22mm tubular felt pipe sleeving is a jute felt/polyethylene lagging insulator designed for DIY use and pipe frost protection.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Mudfords tubular felt pipe lagging 15/22mm x 21.9mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/12/NW-190111_190112_wm.jpg,,,,Brown,,,22mm,,N,Jute FeltPolythene,P067222,Pipe Sleeving and Lagging,N,Ideal pipe lagging insulator,For DIY and frost protection,Jute felt and polyethylene,,,,,,,,,,,,,22 mm,,,,,,,
69,P190706,Climaflex Pipe Insulation semi-slit pipe insulation 15mm x 13mm 1mtr,Climaflex,2.13,"Climaflex 13mm thick pipe insulation is made of flexible foamed, closed cell polyethylene with NMC Nature foam, containing at least 50% renewable raw materials for a more environmentally-friendly installation. Supplied in 1M lengths, this professional grade slit insulation is designed for 15mm pipes.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Climaflex Pipe Insulation semi-slit pipe insulation 15mm x 13mm 1mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/07/190706_190707_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Climaflex_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Climaflex_Product_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Climaflex_H&S.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Climaflex_nmc_Nature_Foam_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Climaflex_Leaflet_2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Climaflex_Decla_Of_Performance.pdf,,,,,,,,
70,P129894,Armaflex evo slit 9mm thk 22mm od pipe 2m,Armaflex,10.27,"Offering flexible insulation against condensation, freezing and energy losses, this 2M length of Armaflex Evo 22mm elastomeric foam insulation can be used on pipes, air ducts and vessels. With a 9mm thickness, Armaflex Evo is suitable for hot and cold water services, air conditioning and refrigeration pipework, chilled water pipes and heating systems.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex evo slit 9mm thk 22mm od pipe 2m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/94/129894_wm.jpg,,,,Black,,,9 mm,,N,Flexible Elastometic Foam insulation,IAFEU09022100,Thermal insulation,N,Reliably controls condensation,Offers effective reduction of thermal losses,Built-in Microban antimicrobial protection reduces mould and bacteria growth,Closed cell structure,Dust and fibre free,Xero GWP,Pre-slit tube for ease of installation,"Euroclass BL-s2,d0 fire performance",FM Approved,,,,,,,22 mm,,,,,,,
71,P621352,Armaflex Evo technical insulation 3/4in OD x 3/4in WT - 2mtr,Armaflex,5.22,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex Evo technical insulation 3/4in OD x 3/4in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,Black,20 mm,Evo,20 mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU19020000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,
