,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Colour,Warranty,Weight,Hazardous,Number of Bars,Fuel Source,Material,Output (W),BTU h,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7
76,P219488,CenterRail F5I-CR curved towel warmer 1807 x 600mm Chrome,CenterRail,375.32,"Built from high quality, robust steel, this practical CenterRail F5I-CR classic ladder towel rail has a glossy chrome finish well-suited to contemporary bathroom designs. This 2156 BTU/h towel warmer's 25mm 10-4-4-4-10 configuration tubes look good, provide plentiful hanging space and improve efficiency for heating performance with minimal waste.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> CenterRail F5I-CR curved towel warmer 1807 x 600mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/88/219483_219488_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_Radiator_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRail_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRail_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/il/32024_Tech_Sheet_CenterRail.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/CenterRad_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRail_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_27464_Installation.pdf,,,,,,,,,,,,,,,,,,,
77,P207094,Center CB MD001-MS electric straight 800x400 226w Chrome,Center CB,268.09,"Designed to complement a modern bathroom design, the spacious Center CB MD001-MS contemporary towel warmer has a cool square-tubed design with a bright, shiny chrome finish and 3-5-6 bar configuration. Installation of this practical wall-mounted 771 BTU/h heated towel rail is simple and flexible using the adjustable brackets through the crossbars.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Center CB MD001-MS electric straight 800x400 226w Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/94/207094_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Center_CB_CenterRail_Fitting_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_Part2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_Part1_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/CenterRail_Fitting Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Center_CB_207094_800x400_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_CB_Part2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_CB_Part1_Installation.pdf,,,,,,,,,,,,,,,,,,,,
78,P219495,Tradefix F5I-TF straight towel warmer 1807 x 600mm White,Tradefix,168.75,"Designed for installation in bathrooms or cloakrooms, the Tradefix F5I-TF standard contemporary towel warmer is built from quality steel and finished in a modern white gloss. With its slimline, wall-mounted design, this heated towel rail is an ideal choice for those homes where space is at a premium, offering a generous 3023 BTU/h output and plenty of towel hanging space in a 10-4-4-4-10 bar layout.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Tradefix F5I-TF straight towel warmer 1807 x 600mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/95/219489_219495_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/TradeFix_27735_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tradefix_219489-219511_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_27624 _Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/219489-511_Tradefix_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_F5I_TF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Tradefix_219489_511_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,
79,P219508,Tradefix F5I-TF curved towel warmer 1807 x 600mm Chrome,Tradefix,272.42,"Designed for installation in bathrooms or cloakrooms, the Tradefix F5I-TF standard contemporary towel warmer is built from quality steel and finished in a modern glossy chrome. With its slimline, wall-mounted design, this curved heated towel rail is an ideal choice for those homes where space is at a premium, offering a generous 2057 BTU/h output and plenty of towel hanging space in a 10-4-4-4-10 bar layout.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Tradefix F5I-TF curved towel warmer 1807 x 600mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/08/219503_219508_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/TradeFix_27735_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tradefix_F5I_TF_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_27624 _Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/219489-511_Tradefix_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_F5I_TF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Tradefix_219489_511_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,
80,P219504,Tradefix F5I-TF curved towel warmer 772 x 600mm Chrome,Tradefix,131.68,"Designed for installation in bathrooms or cloakrooms, the Tradefix F5I-TF standard contemporary towel warmer is built from quality steel and finished in a modern glossy chrome. With its slimline, wall-mounted design, this curved heated towel rail is an ideal choice for those homes where space is at a premium, offering a generous 911 BTU/h output and plenty of towel hanging space in a 4-4-6 bar layout.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Tradefix F5I-TF curved towel warmer 772 x 600mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/08/219503_219508_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/TradeFix_27735_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tradefix_F5I_TF_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_27624 _Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/219489-511_Tradefix_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_F5I_TF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Tradefix_219489_511_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,
81,P260404,Myson Avonmore straight towel warmer 1222 x 500mm White,Myson,191.51,"A classic multi-rail design with a 6-5-5-8 configuration, the Myson Avonmore straight towel warmer measures 1222 x 500mm. With good outputs and tube spacing for practical towel placement, the Avonmore is ideal for both heating and storage.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Myson Avonmore straight towel warmer 1222 x 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/07/NW-260403_260407_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Avonmore_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_DesignCollection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
82,P219502,Tradefix F5I-TF 1807x600 Straight Chrom 2057B,Tradefix,270.38,"Designed for installation in bathrooms or cloakrooms, the Tradefix F5I-TF standard contemporary towel warmer is built from quality steel and finished in a modern glossy chrome. With its slimline, wall-mounted design, this heated towel rail is an ideal choice for those homes where space is at a premium, offering a generous 2057 BTU/h output and plenty of towel hanging space in a 10-4-4-4-10 bar layout.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Tradefix F5I-TF 1807x600 Straight Chrom 2057B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/02/219496_219502_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/TradeFix_27735_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tradefix_219489-219511_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_27624 _Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/219489-511_Tradefix_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_F5I_TF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Tradefix_219489_511_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,
83,P219503,Tradefix F5I-TF curved towel warmer 772 x 500mm Chrome,Tradefix,133.33,"Designed for installation in bathrooms or cloakrooms, the Tradefix F5I-TF standard contemporary towel warmer is built from quality steel and finished in a modern glossy chrome. With its slimline, wall-mounted design, this curved heated towel rail is an ideal choice for those homes where space is at a premium, offering a generous 788 BTU/h output and plenty of towel hanging space in a 4-4-6 bar layout.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Tradefix F5I-TF curved towel warmer 772 x 500mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/08/219503_219508_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/TradeFix_27735_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tradefix_F5I_TF_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_27624 _Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/219489-511_Tradefix_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_F5I_TF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Tradefix_219489_511_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,
84,P275081,Stelrad Boutique straight ladder towel warmer 1800 x 600mm Chrome Plated,Stelrad,238.3,"Combining effective heating with practical storage and drying, the Stelrad Boutique straight ladder towel warmer is ideal for use in the kitchen or bathroom. It measures 1800 x 600mm and has a 5-9-9-13 rail layout.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Stelrad Boutique straight ladder towel warmer 1800 x 600mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/81/NW-275081_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Boutique_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
85,P219498,Tradefix F5I-TF 772x600 Straight Chrome 911B,Tradefix,130.26,"Designed for installation in bathrooms or cloakrooms, the Tradefix F5I-TF standard contemporary towel warmer is built from quality steel and finished in a modern glossy chrome. With its slimline, wall-mounted design, this heated towel rail is an ideal choice for those homes where space is at a premium, offering a generous 911 BTU/h output and plenty of towel hanging space in a 4-4-6 bar layout.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Tradefix F5I-TF 772x600 Straight Chrome 911B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/02/219496_219502_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/TradeFix_27735_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tradefix_219489-219511_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_27624 _Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/219489-511_Tradefix_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_F5I_TF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Tradefix_219489_511_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,
