,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Style,Warranty,Hazardous,Depth (mm),Door Opening Orientation,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Range,Demisting,Shape,Feature 8,Attachment 4,Attachment 5,Dimensions (L x W x D),Feature 9,Feature 10,Feature 11,Feature 12
113,PT86979,Roca Onabase 2 Draws Unik & Basin 450x460mm Matt White,Roca,405.09,"Offering generous storage inside two soft-close drawers, the Roca Ona 450 x 460mm base unit can help homeowners to create a sleek, clutter-free look in their modern bathroom. Finished in a clean, simple white, the Unik is supplied complete with a top-mounted vitreous china basin.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Roca Onabase 2 Draws Unik & Basin 450x460mm Matt White,,Basin and Furniture,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/79/T86979_wm.jpg,,,,White,Vanity Unit,25 Years on Ceramic 2 for Furniture,N,360,N/A,VC and Particle Board,A851681509,Vanity Unit,N,Particle board construction,Matte white finish,With 2x soft-close drawers,With vitreous china basin,2 year warranty on furniture,25 year warranty on ceramic,,,,,,,,,,,,
114,PE51321,Hib Ambience mirror 600mm,Hib,279.78,"The HiB Ambience 60 illuminated bathroom mirror provides you with personalised lighting to suit your preference, from a warm spa-vibe to bright task lighting for shaving and plucking. Suitable for portrait or landscape hanging, the Ambience includes a heated pad, giving you a condensation-free space for use straight after the shower.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Hib Ambience mirror 600mm,,Illuminated mirror;Heated pad,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/21/NW-E51321_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HiB_VentilationLighting_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/94/HiB_Bathroom_Brochure_94.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/E51321_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HiB_Ambience_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/HiB_Ambience_Fitting_Instructions.pdf,,,,,
115,PE11646,HIB 787310000 AIR 50 MIRROR,Hib,346.44,"Measuring 800 x 500 x 25mm, the HIB Air LED framed mirror combines functional height with an ultra-slim frame and precision LED lighting, making it a statement choice for a contemporary bathroom. Wave-switch activated, the lighting in this mirror is designed to be intuitive while bringing a luxurious ambience to the bathroom. A central demisting pad provides convenience. All necessary electrical components are built into the frame, making installation simple.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> HIB 787310000 AIR 50 MIRROR,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/46/NW-E11645_E11646_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HIB_Air_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/HIB_Air_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PE51407,Hib Sphere mirror 60cm,Hib,311.55,"The clever HiB Sphere 60 illuminated bathroom mirror includes a light adjusting touch switch for easy, intuitive changing of the LED colour temperature, letting you choose the ambience that suits your mood and remembering the settings for your next visit. The Sphere has a heated pad section which clears condensation for immediate use after a bath or shower.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Hib Sphere mirror 60cm,,Illuminated mirror;Heated pad;Light adjusting touch switch,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/07/NW-E51407_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/HiB_Sphere_Fitting_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HiB_Sphere_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/94/HiB_Bathroom_Brochure_94.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PD55117,Roca Victoria-N unik 2D 600mm White Gloss,Roca,464.11,"A simple, smart design to suit most bathroom decors, this Roca Victoria-N 565 x 605 x 460mm two drawer vanity unit is made of MDF with a clean white gloss finish. Designed for wall mounting, this cabinet incorporates two useful soft-close drawers, giving homeowners plentiful concealed storage for their toiletries and personal items. The Victoria-N range is made up of a wide selection of furniture pieces for a streamlined look.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Roca Victoria-N unik 2D 600mm White Gloss,,Vanity unit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/17/D55117_wm.jpg,,,,White/Gloss,Simple,1 year,N,460,,MDF,A855834806,Vanity Unit,N,Wall-hung installation,With 2x drawers,Soft close design,1 year warranty,,,,Victorian,,,,,,,,,,
118,PE17299,Atlanta Fitted basin unit 600mm Pescara Grip,Atlanta,412.1,"This Atlanta Original Fitted 860 x 610mm basin unit with Breeze basin and modern J-pull doors conceals plenty of useful storage. This unit is finished in glossy, reflective Grip White, an ideal neutral for an ultra-modern bathroom and perfect with a grey countertop.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Atlanta Fitted basin unit 600mm Pescara Grip,,Basin unit;Adjustable legs;1x adjustable shelf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/99/E17299_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Atlanta_BathFurniture_Brchr_2019-20.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Atlanta_Bath_Furniture_Brochure_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PD86566,Roca Gap unik 2dw 600mm Gloss White,Roca,464.11,"This Roca Unik The Gap 600mm vanity unit is supplied complete with a basin for all-in-one installation with no need to shop around. Finished in smart standard white, the unit features two soft-close drawers, maximising storage in the bathroom.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Roca Gap unik 2dw 600mm Gloss White,,Unit and Basin,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/66/D86566_wm.jpg,,,,White/Gloss,Unit and Basin,2 Year,N,520,N/A,Moisture Resistant Particle Board,A851476806,Unit and Basin,N,With basin,Moisture-resistant particle board construction,Gloss white finish,With 2x soft-close drawers,2 year warranty,,,Gap,,,,,,,,,,
120,PE10569,HIB ISOE 50 CABINET,Hib,570.05,"Soft curves and precision illumination combined with amazing functionality, Isoe is the complete bathroom cabinet package. Its understated appearance of seamless curves, ambient lighting and mirrored sides ensure Isoe’s style versatility, perfect for bathrooms of all shapes, sizes and designs.  For those seeking functionality, Isoe delivers plenty of features including an electric toothbrush charger, 2 pin and double USB charger, ensuring that all your personal devices can be kept charged.  The adjustable shelving provides ample storage, plus a useful ‘keep clean’ mat and touchless operation improves hygiene.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> HIB ISOE 50 CABINET,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/69/E10569_wm.jpg,,,,Clear,Modern,5 Year Glass 2 Years Electrical,N,123,Hinged,Aluminium,54300,Bathroom Cabinets,N,With LED illumination,Precision door illumination,2-pin integrated charging socket,With USB charging socket,Toothbrush charger and toothbrush head storage,Double sided mirrored door,Heated pad in door,,,,With mirrored sides,,,,Lighting offers touch-free operation,Removable keep-clean mat,5 year warranty on glass,2 year warranty on electrics
121,PE10570,Hib isoe 60 cabinet,Hib,650.6,"Soft curves and precision illumination combined with amazing functionality, Isoe is the complete bathroom cabinet package. Its understated appearance of seamless curves, ambient lighting and mirrored sides ensure Isoe’s style versatility, perfect for bathrooms of all shapes, sizes and designs.  For those seeking functionality, Isoe delivers plenty of features including an electric toothbrush charger, 2 pin and double USB charger, ensuring that all your personal devices can be kept charged.  The adjustable shelving provides ample storage, plus a useful ‘keep clean’ mat and touchless operation improves hygiene.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Hib isoe 60 cabinet,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/70/E10570_wm.jpg,,,,Clear,Modern,5 Year Glass 2 Years Electrical,N,124,Hinged,Aluminium,54350,Bathroom Cabinets,N,With LED illumination,Precision door illumination,2-pin integrated charging socket,With USB charging socket,Toothbrush charger and toothbrush head storage,2x double sided mirrored doors,Heated pad in door,,,,With mirrored sides,,,,Lighting offers touch-free operation,Removable keep-clean mat,5 year warranty on glass,2 year warranty on electrics
122,PD86601,Roca Gap unik 3dw 550mm Gloss White,Roca,510.83,"Designed to complement Roca's The Gap ceramics, this 550mm vanity unit helps to create a feeling of space in a bathroom. Finished in sleek, clean gloss white, the Roca The Gap vanity unit offers generous storage in three soft-close drawers.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Roca Gap unik 3dw 550mm Gloss White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/01/D86601_wm.jpg,,,,White,Vanity Unit,5,N,460,N/A,Particle Board,A851623806,Vanity Unit,N,Particle board construction,Gloss white finish,With soft-close drawers,5 year warranty,,,,Gap,,,,,,,,,,
123,PE51238,Hib Jackson mirror 600 x 800mm,Hib,97.65,"The HiB Jackson bathroom mirror has a bevelled edge for a cool three-dimensional, framed effect. The optional Demista pad can be stuck to the back panel to prevent a misting and condensation for easy use straight after showering.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Hib Jackson mirror 600 x 800mm,,Non-illuminated mirror;Optional D2 Demista pad,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/38/NW-E51238_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/E51238_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HiB_VentilationLighting_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/94/HiB_Bathroom_Brochure_94.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT86978,Roca Unik (base unit with two drawers and basin) - Matt Green,Roca,609.3,"Offering generous storage inside two soft-close drawers, the Roca Ona Unik 550mm base unit can help homeowners to create a sleek, clutter-free look in their modern bathroom. Finished in an attractive matte green, the Unik is supplied complete with a top-mounted ceramic basin.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Roca Unik (base unit with two drawers and basin) - Matt Green,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/78/T86978_wm.jpg,,,,Green,Base Unit,2 years,N,460,N/A,Particle Board,A851687513,2 Drawer Unit,N,Particle board construction,Matte green finish,With 2x drawers,With basin,2 year warranty,,,,,,,,,,,,,
125,PD21751,I.LIFE A 60CM WC ADJ CIST WHITE,Ideal Standard,369.97,"A designer choice for a modern bathroom refit, this Ideal Standard i.Life A 600mm toilet unit in matte white finish is supplied with an adjustable flush cistern for convenient installation. Part of a versatile range conceived to make designing a personalised layout simple, this toilet unit helps installers to create that luxury built-in bathroom look.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> I.LIFE A 60CM WC ADJ CIST WHITE,,Furniture unit and mounting kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/51/D21751_wm.jpg,,,,White / Matt,Contemporary,5 Years,N,300,N/A,Mixed,T5215DU,WC Unit,N,Designed by Palomba Serafini Associati,Adjustable cistern for 6/4 or 4/2.6L flush included,Contemporary design,Mixed material construction,Matte white finish,5 year warranty,,i.Life A,,,,,,,,,,
126,PT86957,Roca Wall-hung Fineceramic basin - White,Roca,144.27,"The Roca Ona 550 x 360mm basin is constructed in robust, sleek Fineceramic finished in classic, high shine white. This simple hand wash basin is designed to be wall-mounted.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Roca Wall-hung Fineceramic basin - White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/57/T86957_wm.jpg,,,,White,WALL HUNG,2 years,N,360,N/A,VC,A327683000,Wall Hung Basin,N,With single tap hole,Fineceramic construction,White colour,For wall hung installation,2 year warranty,,,,,,,,,,,,,
127,PD74777,Ideal Standard i.Life S floor standing guest basin unit 1 door 41cm Matt White,Ideal Standard,296.44,"Part of a range of contemporary bathroom furniture pieces designed to streamline your interior, the Ideal Standard i.Life 410mm floorstanding guest basin vanity unit is ideal for smaller sized bathrooms and cloakrooms. Finished in smart matte white, this vanity unit offers handy internal storage hidden behind a single soft-close door with handles available in either silk black or brushed chrome.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Ideal Standard i.Life S floor standing guest basin unit 1 door 41cm Matt White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/83/D74777_D74783_wm.jpg,,,,White,Contemporary,5 Years,N,205,Front,Mixed Material,T5005DU,Washbasin Unit,N,Designed by Palomba Serafini Associati,Space-saving dimensions,Luxury soft-close door,Handle available in 2 finish options,White colour,5 year warranty,,i.Life S,,,,,,,,,,
128,PD13247,Roca Debba 2 drawer unit 500mm White,Roca,410.14,"Modern and stylish, this Roca Debba Compact 720 x 500 x 360mm two drawer vanity unit with square basin is made of MDF and finished in a clean, simple white gloss. Suitable for wall-mounted installation, this unit offers all the convenience of two generously sized drawers, providing space for toiletries and cleaning products hidden away from sight but in easy reach. The Debba vanity unit is topped with a contemporary square basin with single pre-drilled tap hole to one side, allowing the homeowner to select the right mixer tap to suit their style.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Roca Debba 2 drawer unit 500mm White,,Vanity unit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/47/NW-D13247_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/48/06/INS_855904806.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_Debba_Compact_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_855904806_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PD86874,NEW VICTORIA UNIK 2DW 600MM GLWH,Roca,372.38,"Designed to complement Roca's Victoria ceramics, this 600mm vanity unit brings a touch of timeless class to a bathroom. Finished in sleek, clean gloss white, the Roca Victoria vanity unit offers generous storage in two soft-close drawers.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> NEW VICTORIA UNIK 2DW 600MM GLWH,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/74/D86874_wm.jpg,,,,White,Vanity Unit,5,N,453,N/A,Particle Board,A851592806,Vanity Unit,N,Particle board construction,Gloss white finish,With soft-close drawers,5 year warranty,,,,New Victoria,,,,,,,,,,
130,PE17298,500 BREEZE BASIN UNIT/GRIP PR,Atlanta,386.71,"This Atlanta Original Fitted 860 x 510mm basin unit with Breeze basin and modern J-pull doors conceals plenty of useful storage. This unit is finished in glossy, reflective Grip White, an ideal neutral for an ultra-modern bathroom and perfect with a grey countertop.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> 500 BREEZE BASIN UNIT/GRIP PR,,Basin unit;Adjustable legs;1x adjustable shelf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/98/E17298_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Atlanta_BathFurniture_Brchr_2019-20.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Atlanta_Bath_Furniture_Brochure_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PC22645,* NAB DEC 800MM W/H SGL DRW WHBSN NT OK,Nabis,287.1,"Designed to complement the full Deco range, this Nabis Deco 800mm wall hung single drawer washbasin unit is finished in Natural Oak. Offering generous storage in a single soft close drawer with brushed aluminium handle, this elegant bathroom unit is equally at home in a contemporary bathroom as it is in a traditional one.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> * NAB DEC 800MM W/H SGL DRW WHBSN NT OK,,Washbasin Unit;2x cab hanger wall kit;Fitting instructions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/45/NW-C22645_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_C22635-C22646_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PC22669,* NAB DEC TALL STORAGE UNIT RH NAT OAK,Nabis,199.45,"Nabis Deco right hand wall hung double door tall storage unit is made of 16mm MFC, 0.8mm ABS laminate and available in natural oak colour. This stylish range of tall storage unit is designed to complement the beautiful Deco range of bathroom furniture.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> * NAB DEC TALL STORAGE UNIT RH NAT OAK,,Tall storage unit;2x cab hanger wall kit;Fitting instructions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/69/NW-C22669_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_C22663-C22670_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_TalStorageCabinet_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PC22576,* NAB CLASSIC 600MM BASIN UNIT-EARL GREY,Nabis,301.45,"Nabis Classic basin unit is available in earl grey colour. This new 'Classical' range for a sophisticated and traditional, yet stylish look for the user bathroom.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> * NAB CLASSIC 600MM BASIN UNIT-EARL GREY,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/77/NW-C22575_C22577_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Bathroom_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Nabis_Bathroom_Edi1_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PC22590,* NAB CLASSIC 600MM MINERALCAST MOD BSN,Nabis,124.17,"Designed for timeless appeal and ideal in period bathrooms, this Nabis Classic 610mm mineralcast basin is finished in an elegant Ivory tone.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> * NAB CLASSIC 600MM MINERALCAST MOD BSN,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/90/NW-C22589_C22590_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/C22590_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Bathroom_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Nabis_Bathroom_Edi1_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
