,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Connection Size,Connection Type,Range,Hazardous,Core Size,Core Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Dimensions (L x W x D),Feature 2,Model For Use With,Power Supply,Feature 3,Warranty,Phase
92,P683986,Danfoss MCHX condenser coil MCHX D7 Aluminium,Danfoss,586.27,"Made of aluminium, this Danfoss MCHX condenser with D7 coil is compatible with the brand's Optyma Slim and Plus models.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss MCHX condenser coil MCHX D7 Aluminium,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/86/NW-683986_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Danfoss_Optyma_Catalogue.pdf,,,,,,,,,,,
93,P693430,Danfoss SGP SGP16 N sight glass 5/8FL,Danfoss,48.71,"Made of brass, this Danfoss SGP16N sight glass with 5/8"" flare connections is for installation after the filter drier in the liquid line of a refrigerating system and in the compressor, using socket type. The sight glass allows users to observe property changes in liquid or vapour refrigerant and uses colour to indicate moisture level.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss SGP SGP16 N sight glass 5/8FL,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/30/NW-693430_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_SG-SGP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_SG-SGP_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Danfoss_SG-SGP_Safety_Certificate.pdf,,,,,,,,,
94,P693970,"Danfoss DCL DCL052 filter drier flared connection 1/4""",Danfoss,16.8,"This Danfoss Eliminator DCL052 5 cu.inch hermetic filter drier with 1/4"" flare inlet and outlet is manufactured for use in applications needing a high moisture and acid absorption capacity. A solid core, composed of 80% molecular sieve and 20% activated alumina, is ideal for systems using HCFC and CFC refrigerants and mineral or alkyl benzene oils and type DCL driers are especially recommended for systems that operate at high condensing temperatures, requiring a higher drying capacity","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss DCL DCL052 filter drier flared connection 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/70/NW-693970_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_7_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCL_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCL_Installation_Guide.pdf,,,,,,,
95,P673384,Sporlan Catch-All RCW-48 replacement filter drier core,Sporlan,65.93,"The Sporlan RCW-48 48 cu.inch replaceable core and filter provides reliable control of the most harmful contaminants in HVAC and R systems. Moisture, acid, dirt and solid debris are captured by the filter, ensuring a longer operational life, higher efficiency and best capacity in modern high performance air-conditioning and refrigeration systems.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Sporlan Catch-All RCW-48 replacement filter drier core,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/84/NW-673384_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tu/re/Parker_Filter-Driers_Literature.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Parker_Core_Installation.pdf,,,,,,,,,,
96,P692435,Dena Service Driers 4001 drier and capillary 3/4 x 1/4 x 1/4IN,Dena,3.87,"A Dena 3/4 x 1/4"" drier and capillary made of copper.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Dena Service Driers 4001 drier and capillary 3/4 x 1/4 x 1/4IN,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/35/NW-692435_wm.jpg,1/4IN x 1/4IN x Capillary,Capillary,Service Driers,N,3/4IN,Soldering,4001,Drier and Capillary,N,Material: copper,,,,,,,,,,,,
97,P693750,"Danfoss DCB DCB165 liquid line drier with flared connection 3/8""",Danfoss,57.21,"Designed for use in liquid lines on heat pumps, the Danfoss Eliminator DCB165 16 cu.inch hermetic bi-flow filter drier with 5/8"" flare inlet and outlet connections offers quick, effective removal of moisture along with both organic and inorganic oils. The DCB filter has a built-in check valve to keep refrigerant liquid flowing through the drier from the outer side of the core towards the centre. This ensures that all dirt particles are retained irrespective of flow direction.","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss DCB DCB165 liquid line drier with flared connection 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/50/NW-693750_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCB_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCB_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,,,,,,,,
98,P619330,"Henry Technologies 937409 schraeder+ ball valve 1.1/8""",Henry Technologies,51.04,"Ball valves are used in a wide variety of air conditioning and refrigeration applications. They can be used for both liquid and gas applications. This type of valve is commonly used for isolating purposes. All valves are suitable for CO2, HCFC and HFC refrigerants along with their associated oils.","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Henry Technologies 937409 schraeder+ ball valve 1.1/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/al/ve/Pic of Ball Valve_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Henry_64-66_Brochure.pdf,,,,,,,,,,,
99,P693950,Danfoss DCR-DM 48-DM DCR core,Danfoss,31.3,"A Danfoss DCR48-DM 48 cu.inch core for DCR filter driers. Danfoss Eliminator DCR filter driers are used in liquid and/or suction lines in refrigeration, freezing and air-conditioning systems with block holders designed for use in compact units which it can be difficult to insert cores into. DCR housing undergoes phosphate pre-treatment and offers a corrosion-resistant powder-coated finish.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss DCR-DM 48-DM DCR core,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/50/NW-693950_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCR_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,,,,,,,,,
100,P693733,Danfoss DCR-F 48F strainer insert,Danfoss,37.51,"A Danfoss 48F 48 cu.inch strainer with gasket is for use with DCR filter driers. The Eliminator DCR filter drier with interchangeable solid core is suitable for use in liquid and suction lines in refrigeration, freezing and air conditioning systems using fluorinated refrigerants. Block holders can be used in compact units where limited space makes it difficult to insert cores into a DCR filter drier designed for three or four cores. DCR housings undergo phosphate pre-treatment and offer a corrosion-resistant powder-coated finish.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss DCR-F 48F strainer insert,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/33/NW-693733_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCR_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,,,,,,,,,
101,P693732,Danfoss DCR-DM 48-DM core with gasket,Danfoss,29.71,"A Danfoss 48 DU/DM 48 cu.inch core with gasket for DCR filter driers. The Eliminator DCR filter drier with interchangeable solid core is suitable for use in liquid and suction lines in refrigeration, freezing and air conditioning systems using fluorinated refrigerants. Block holders can be used in compact units where limited space makes it difficult to insert cores into a DCR filter drier designed for three or four cores. DCR housings undergo phosphate pre-treatment and offer a corrosion-resistant powder-coated finish.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss DCR-DM 48-DM core with gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/32/NW-693732_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCR_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,,,,,,,,,
102,P619325,"Henry Technologies 937203 schraeder+ ball valve 3/8""",Henry Technologies,24.27,"Ball valves are used in a wide variety of air conditioning and refrigeration applications. They can be used for both liquid and gas applications. This type of valve is commonly used for isolating purposes. All valves are suitable for CO2, HCFC and HFC refrigerants along with their associated oils.","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Henry Technologies 937203 schraeder+ ball valve 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/al/ve/Pic of Ball Valve_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Henry_64-66_Brochure.pdf,,,,,,,,,,,
103,P693964,"Danfoss DCL DCL163S filter drier solder connection 3/8""",Danfoss,24.2,"This Danfoss Eliminator DCL163S 16 cu.inch hermetic filter drier with 3/8"" solder inlet and outlet is manufactured for use in applications needing a high moisture and acid absorption capacity. A solid core, composed of 80% molecular sieve and 20% activated alumina, is ideal for systems using HCFC and CFC refrigerants and mineral or alkyl benzene oils and type DCL driers are especially recommended for systems that operate at high condensing temperatures, requiring a higher drying capacity","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss DCL DCL163S filter drier solder connection 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/64/NW-693964_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_7_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCL_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCL_Installation_Guide.pdf,,,,,,,
104,P619297,"Henry Technologies 907205 ball valve 5/8""",Henry Technologies,23.49,"Ball valves are used in a wide variety of air conditioning and refrigeration applications. They can be used for both liquid and gas applications. This type of valve is commonly used for isolating purposes. All valves are suitable for CO2, HCFC and HFC refrigerants along with their associated oils.","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Henry Technologies 907205 ball valve 5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/al/ve/Pic of Ball Valve_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Henry_64-66_Brochure.pdf,,,,,,,,,,,
105,P677969,Kelvion 215-210-440 drain pan heater,Kelvion,47.57,"The Kelvion Searle 215-210-440 230V, 530W drain pan heater fits post-1998 KME80 and KME95 models with round fan guards.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Kelvion 215-210-440 drain pan heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/69/NW-677969_wm.jpg,,,,N,,,100461633,Drain Pan Heater,N,To fit KM8095 (from 1998 - round fan guards),,,,,,,Models with round fan guards,KME80KME95,"230 V, 530 W",,,
106,P624748,"Danfoss DCL DCL305S DCL 305S filter drier 5/8""",Danfoss,41.2,"This Danfoss DCL hermetic filter drier with 5/8"" solder ODF connection is ideal for systems operating at high condensing temperatures and requiring a higher drying capacity. It has a solid core with binding material held to an absolute minimum and contains 80% molecular sieve along with 20% activated alumina. Eliminator type DCL driers are specifically designed for those applications that need high moisture and acid adsorption capacity.","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss DCL DCL305S DCL 305S filter drier 5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/48/NW-624748_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_DCL_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_DCL_Brochure.pdf,,,,,,,,,,
107,P693972,"Danfoss DCL DCL082 filter drier flared connection 1/4""",Danfoss,18.5,"This Danfoss Eliminator DCL082 8 cu.inch hermetic filter drier with 1/4"" flare inlet and outlet is manufactured for use in applications needing a high moisture and acid absorption capacity. A solid core, composed of 80% molecular sieve and 20% activated alumina, is ideal for systems using HCFC and CFC refrigerants and mineral or alkyl benzene oils and type DCL driers are especially recommended for systems that operate at high condensing temperatures, requiring a higher drying capacity","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss DCL DCL082 filter drier flared connection 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/72/NW-693972_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_7_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCL_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCL_Installation_Guide.pdf,,,,,,,
108,P678326,Kelvion motor 70w,Kelvion,161.12,"This Kelvion Searle 1P, 70W motor is designed to fit DSR100 and DSR116.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Kelvion motor 70w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/26/NW-678326_wm.jpg,,,,N,,,100513434,Motor,N,To fit DSR100-116,,,,,,,,DSR100DSR116,"1P, 70 W",,,
109,P678241,Kelvion 1 phase TG motor 220/240v 50/60hz,Kelvion,106.26,A Kelvion Searle 15W 220 - 240V TG motor.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Kelvion 1 phase TG motor 220/240v 50/60hz,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/41/NW-678241_wm.jpg,,,,N,,,100461466,fan motor,N,Heat exchanger spare part,,,,,,D 47 / W 32 / H 32 CM,,,"220 to 240 VAC at 50/60Hz, 1P, 15 W",,,
110,P693856,"Danfoss GBC22S solder ball valve 7/8""",Danfoss,42.56,"GBC ball valves are manually operated shut-off valves suitable for applications where bi-directional flow is a requirement; GBC valves are approved for applications in liquid, suction, and hot gas lines in refrigeration and air conditioning systems; GBC valves offer maximum tightness across the seat and seal, with minimum pressure drop; GBC valves give maximum flow in the fully open position;They are designed for operation within a broad temperature range and are approved for use with any fluorinated refrigerant;Standard GBC valves may be used in applications using high pressure refrigerants, including R410A, and GBC bi-directional ball valves can be delivered with or without external access port; For CO2 applications a dedicated range is available with a max;working pressure of 90 bar (1300 psig); GBC valves are equipped with a one-piece seal cap to prevent tampering;Complies with European Safety Directive EN 378 (Safety and environmental requirements).","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss GBC22S solder ball valve 7/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/51/693851_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_1_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_Technical.pdf,,,,,,,,,,
111,P693864,"Danfoss DCR DCR0487S filter drier housing 7/8""",Danfoss,181.41,"This Danfoss Eliminator DCR 48 cu.inch filter drier has an interchangeable solid core and 7/8"" solder connection. It is suitable for use in liquid and suction lines in refrigeration, freezing and air conditioning systems with fluorinated refrigerants. Block holders can be used in compact units where limited space makes it difficult to insert cores into a DCR filter drier designed for three or four cores. DCR housings undergo phosphate pre-treatment and offer a corrosion-resistant powder-coated finish.","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss DCR DCR0487S filter drier housing 7/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/66/NW-693864_693866_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCR_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCR_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,,,,,,,,
112,P693749,"Danfoss DAS DAS309SVV liquid line drier with flared connection 1.1/8""",Danfoss,60.61,"Used in a suction line, the Danfoss Eliminator DAS 30 cu.inch hermetic burn-out filter drier with 1 1/8"" solder connections uses fluorinated refrigerants to clean refrigeration and air conditioning systems after a compressor motor burn-out. A solid core, composed of 70% activated alumina and 30% molecular sieve, absorbs harmful acids and moisture, protecting the new compressor from premature failure.","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss DAS DAS309SVV liquid line drier with flared connection 1.1/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/49/NW-693748_693749_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DAS_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DAS_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,,,,,,,,
113,P677993,Kelvion 215-210-660 Searle Km 115 Km 140 Drain Pan Heater,Kelvion,57.21,"The Kelvion Searle 215-210-660 230V, 800W drain pan heater fits post-1998 KME115 and KME140 models with round fan guards.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Kelvion 215-210-660 Searle Km 115 Km 140 Drain Pan Heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/93/NW-677993_wm.jpg,,,,N,,,100461637,Drain Pan Heater,N,To fit KM115 and KM140 (from 1998 - round fan guards),,,,,,,Models with round fan guards,KME115KME140,"230 V, 800 W",,,
114,P675502,"Danfoss GBC CO2 GBC 10S H MWP ball valve ODF 3/8"" 90bar",Danfoss,31.5,The Danfoss Group is a global producer of products and services used in a wide variety of areas. They are renowned for their quality products that they supply to the heating industry.,"Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss GBC CO2 GBC 10S H MWP ball valve ODF 3/8"" 90bar",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/02/675502_wm.jpg,3/8 in,,GBC CO2,N,,,009L7582,GBCH 10s,N,,,,,,,,,,,,,
