,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Diameter,Range,Thickness,Warranty,Hazardous,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Size,Pipe Size,Attachment 4,Attachment 5,Attachment 6,Feature 13,Length (M),Material Type,Pack Quantity,Weight,Connection Size,Connection Type,Drainage Product Type,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Standards,Application,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11
25,P511340,Talon Pipe Cover CVD15/3M pipe cover 15mm x 3mtr,Talon,16.79,"Highly resistant to mild acids and alkalis, this 3M long Talon 15mm double pipe cover is made using a high quality extruded uPVC with white finish. Suitable for internal and external use, this weatherproof pipe cover has a flame spread rating for safer installation.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Talon Pipe Cover CVD15/3M pipe cover 15mm x 3mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/41/NW-511340_511341_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Talon_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Talon_Pipe_Covers_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P129907,Armaflex Evo slit 13mm thk 35mm od pipe 2m,Armaflex,16.5,"Helping to improve fire-retardancy, the low smoke generating Armaflex Evo 35mm diameter slit pipe insulation, supplied in a 2M length, is manufactured in a flexible elastomeric foam and offers suitability for HVAC, refrigeration and process equipment applications. Improving efficiency without risking corrosion, this 13mm thick pipe jacket has a closed-cell structure for excellent insulating properties and is Microban-treated for antimicrobial protection.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex Evo slit 13mm thk 35mm od pipe 2m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/07/129907_wm.jpg,,,,Black,,Evo,13mm,,N,Flexible elastomeric foam,IAFEU13035100,Pipe Insulation,N,Flexible elastomeric foam construction,Microban treated for antimicrobial protection,Closed cell structure for reduced risk of under-insulation corrosion,Offers improved system reliability,Low thermal conductivity for energy saving on pipework,"Fire safety BL-s3,d0",,,,,,,,35 mm,,,,,,,,,,,,,,,,,,,,,,,
27,P129896,Armaflex evo slit 9mm thk 35mm od pipe 2m,Armaflex,12.26,"Offering flexible insulation against condensation, freezing and energy losses, this 2M length of Armaflex Evo 35mm elastomeric foam insulation can be used on pipes, air ducts and vessels. With a 9mm thickness, Armaflex Evo is suitable for hot and cold water services, air conditioning and refrigeration pipework, chilled water pipes and heating systems.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex evo slit 9mm thk 35mm od pipe 2m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/96/129896_wm.jpg,,,,Black,,,9 mm,,N,Flexible Elastometic Foam insulation,IAFEU09035100,Thermal insulation,N,Reliably controls condensation,Offers effective reduction of thermal losses,Built-in Microban antimicrobial protection reduces mould and bacteria growth,Closed cell structure,Dust and fibre free,Xero GWP,Pre-slit tube for ease of installation,"Euroclass BL-s2,d0 fire performance",FM Approved,,,,,35 mm,,,,,,,,,,,,,,,,,,,,,,,
28,PM97913,JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 67-77mm,JET Range,5.45,"Offering excellent versatility, this JET Range twin screw rubber-lined pipe clip for 67 - 77mm pipes incorporates a phthalate-free EPDM rubber strip, allowing grip range to be extended while offering acoustic suppression, reducing noise transference through pipework. Compatible with plastic, copper and stainless steel pipes, the EPDM rubber has a rounded leading edge for easier pipework installation without the issue of the rubber being pulled out of the clip. Thanks to its BZP steel construction and strengthening ribs, the clip is able to handle high load weights with no deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 67-77mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/23/NW-M97904_M97923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97904 - M97923_RL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P129869,Armaflex evo self seal 19mm thk 28mm od 2m,Armaflex,20.03,"Offering flexible insulation against condensation, freezing and energy losses, this 2M length of Armaflex Evo self-seal 28mm elastomeric foam insulation can be used on pipes, air ducts and vessels. With a 19mm thickness, Armaflex Evo is suitable for hot and cold water services, air conditioning and refrigeration pipework, chilled water pipes and heating systems.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex evo self seal 19mm thk 28mm od 2m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/69/129869_wm.jpg,,,,Black,,,19mm,,N,Flexible Elastometic Foam insulation,IAFEU19028600,Thermal insulation,N,Reliable condensation control,effective reduction of thermal losses,built in Microban antimicrobial protection reducing mould & bacteria growth,"Euroclass BL-s2,d0 fire performance",FM Approved,closed cell structure,dust & fibre free,zero GWP,self-seal for quicker install,,,,,28 mm,,,,,,,,,,,,,,,,,,,,,,,
30,P511020,Center CB double hinged pipe clip 15mm,Center CB,0.21,"This Center CB double hinged pipe clip is sized for use on 15mm copper and uPVC pipe and can be used to support the Ellis Patents pipe cover. Designed with a special hinge to reduce the risk of stress cracking, each clip includes a central fixing hole allowing them to be assembled together using a unique locking mechanism.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Center CB double hinged pipe clip 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/21/NW-511020_511021_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Center_CB_LTD_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P190710,Climaflex Pipe Insulation slit pipe insulation 22mm x 19mm 1mtr,Climaflex,6.03,"Climaflex 19mm thick pipe insulation is made of flexible foamed, closed cell polyethylene with NMC Nature foam, containing at least 50% renewable raw materials for a more environmentally-friendly installation. Supplied in 1M lengths, this professional grade slit insulation is designed for 22mm pipes.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Climaflex Pipe Insulation slit pipe insulation 22mm x 19mm 1mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/10/190709_190710_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Climaflex_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Climaflex_Product_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Climaflex_H&S.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Climaflex_nmc_Nature_Foam_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Climaflex_Leaflet_2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Climaflex_Decla_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,
32,P621351,Armaflex Evo technical insulation 5/8in OD x 3/4in WT - 2mtr,Armaflex,4.66,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex Evo technical insulation 5/8in OD x 3/4in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,Black,15 mm,Evo,1.5 mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU19015000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,
33,PM97984,JET Range female backplate MRZF0810 BZP dual boss M8/M10,JET Range,2.87,"Made of 3mm mild steel, the JET Range female dual boss backplate offers high rigidity and strength with a dual threaded boss designed to accept both M8 and M10 threaded rod for versatility in a range of applications. This tough backplate offers a heavy-duty solution for installing threaded rod and studding to walls and ceilings.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> JET Range female backplate MRZF0810 BZP dual boss M8/M10",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/84/NW-M97984_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_M97984_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P190698,Climaflex Pipe Insulation slit pipe insulation 15 x 25mm,Climaflex,8.64,"Climaflex 25mm thick pipe insulation is made of flexible foamed, closed cell polyethylene with NMC Nature foam, containing at least 50% renewable raw materials for a more environmentally-friendly installation. Supplied in 2M lengths, this professional grade slit insulation is designed for 15mm pipes.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Climaflex Pipe Insulation slit pipe insulation 15 x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/02/190698_190702_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Climaflex_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Climaflex_Product_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Climaflex_H&S.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Climaflex_Leaflet_2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Climaflex_nmc_Nature_Foam_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Climaflex_Decla_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,
35,P257459,"Center ball chain stay 12"" and plug 1 1/2""",Center,1.69,"Offering secure plug fixing, this Center 12"" ball chain and hook is supplied with a 1 1/2"" black plug. Chrome-plated, the chain has a traditional ball design.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Center ball chain stay 12"" and plug 1 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/59/257459_wm.jpg,,,,Chrome,,,16,,N,Steel,PSWCHA374536,Ball Chain Hook & Plug,N,Steel construction,Chrome-plated,With hook,Ball style chain,Black waste plug with triangle,,,,,,,,1 1/2,,,,,,,,,,,,,,,,,,,,,,,,
36,P192842,Armaflex HT high temperature tubing 19mm x 35mm 2mtr,Armaflex,26.05,"Reliable and environmentally-friendly, HT/Armaflex 19mm thick flexible closed cell insulation is suitable for use at higher temperatures and includes built-in anti-corrosion measures. Supplied in 2M lengths, this easy-install, low-maintenance insulation is designed for 35mm pipes.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex HT high temperature tubing 19mm x 35mm 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/42/NW-192840_192842_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Armacell_Armaflex_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Armacell_ArmaflexApplication_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ds/01/Armacell_Armaflex_SDS01.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Armacell_HTArmaflex_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
37,P190699,Climaflex Pipe Insulation slit pipe insulation 22 x 25mm,Climaflex,9.56,"Climaflex 25mm thick pipe insulation is made of flexible foamed, closed cell polyethylene with NMC Nature foam, containing at least 50% renewable raw materials for a more environmentally-friendly installation. Supplied in 2M lengths, this professional grade slit insulation is designed for 22mm pipes.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Climaflex Pipe Insulation slit pipe insulation 22 x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/02/190698_190702_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Climaflex_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Climaflex_Product_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Climaflex_H&S.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Climaflex_nmc_Nature_Foam_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Climaflex_Leaflet_2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Climaflex_Decla_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,
38,PM32163,Warley galvanised slotted channel 41 x 41 x 1.5mm x 3mtr,Warley,70.67,This 3M length Warley 41 x 41 x 2.5mm plain channel is made from steel with a galvanised finish.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Warley galvanised slotted channel 41 x 41 x 1.5mm x 3mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/65/NW-M32161_M32165_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Warley_M32161_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Warley_M32161_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Warley_M32161_ChannelSafeLoadigGuide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
