,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Pack Quantity,Range,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Attachment 4,Model For Use With,Attachment 5,Warranty,Weight,For Use With
110,P660832,Fujitsu UTDLF25NA R410A Air Filter (Ary 25-45),Fujitsu,49.2,"This set of two Fujitsu washable air filters deodorise by powerfully decomposing absorbed odours for fresher air conditioning in ARXG 22/24/30/36/45 KMLA, ARYG 24/36/45 LMLA, ARYG 30/36 LMLE, ARXP 009/012/ 014/018 GLAH and ARXA 024/030/036/045 GLEH units.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Fujitsu UTDLF25NA R410A Air Filter (Ary 25-45),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/32/NW-660832_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Fujitsu_AR24_AO24_Tech_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Fujitsu_CS_OP_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,
111,P604637,Daikin 300464P Pcb Pc0418-1 Rzq100,Daikin,1363.97,A Daikin PC0418-1 RZQ100 PCB for air conditioning units.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin 300464P Pcb Pc0418-1 Rzq100,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/37/604637_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
112,P604611,Daikin 1829545 Compressor 20KW,Daikin,2783.9,The Daikin JT1FCVDKTYR 2.2kW compressor is compatible with REYQ and RXQ models.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin 1829545 Compressor 20KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/11/NW-604611_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
113,P604684,Daikin 110642J Air Filter 725 X 167,Daikin,60.21,A Daikin 725 x 167mm air filter for VAM500FJ.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin 110642J Air Filter 725 X 167,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/84/NW-604684_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
114,P674041,Fujitsu UTGUGYAW Perforated Fascia,Fujitsu,137.76,"This Fujitsu 950 x 950mm perforated panorama flow design cassette grille is compatible with AUYG 30/36 LRLE, AUYG 36/45/54 LRLA, AUXD 18/24 GALH and AUXA 18/24/30/36/45/54 GALH units.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Fujitsu UTGUGYAW Perforated Fascia,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/41/NW-674041_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Fujitsu_CS_OP_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,
115,P688397,Daikin BRC7FA532F Wireless Remote,Daikin,210.6,"Compact and user-friendly, the Daikin wireless remote control gives you total power of your air conditioning system. Simple to use, this remote incorporates a liquid crystal display and control buttons.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin BRC7FA532F Wireless Remote,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/97/NW-688397_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_BRC7FA532F_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_BRC7FA532F_Operation_Manual.pdf,,,,,,,,,,,,,,,,,,,,
116,P695431,Pump House 7 insulation wall clamp 1-1/8 inner diameter 3/4,Pump House,12.01,"The Pump House Klo-Shure 7 insulation coupling in 1 1/8"" x 3/4"" is a one-piece tubular sleeve with an internal configuration designed to support, secure and seal tubular insulation while supporting and levelling copper tubing in strut-mounted suspension devices and drop hangers. With Klo-Shure there's no need to double-wrap, glue and tape insulation and insulating copper tubing for refrigerant lines is faster. A patented clamp allows sections of closed-cell insulation to be secured at fixing points.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Pump House 7 insulation wall clamp 1-1/8 inner diameter 3/4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/34/NW-695426_695434_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pump_House_Klo-Shure_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pump_House_Klo-Shure_Line_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_Klo-Shure_Technical.pdf,,,,,
117,P688195,Daikin FXHQ100A Ceiling Mounted Vrv Fan Coil,Daikin,1668.48,"Using the Coanda effect for a discharge angle of up to 100°, the Daikin FXHQ100 ceiling-mounted VRV fan coil offers effective heating and coiling, even in high ceilinged spaces. Offering ease and economy of installation, the FXH is fitted without a ventilation device and thanks to its sleek design, with no visible grilles and flaps that lay flat when closed, it is ideal for applications where finished appearance is important.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin FXHQ100A Ceiling Mounted Vrv Fan Coil,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/95/688195_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
118,P678751,Fujitsu UTYRVNYM Wired Remote Controller For Splits And Multi,Fujitsu,86.72,"Suitable for use with a wide range of AC units, the Fujitsu wired remote control supports a variety of user languages, including English, German, French, Spanish, Russian, Portuguese, Italian, Greek and Turkish.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Fujitsu UTYRVNYM Wired Remote Controller For Splits And Multi,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/51/NW-678751_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Fujitsu_Control_System_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,
119,P695395,Pump House DiversiTech ice machine cleaner liquid,Pump House,91.17,"Suitable for ice machines, Pump House DiversiTech Pro-Care no-odour concentrated liquid cleaner with disinfectant is efficient and effective, killing MRSA, legionella and many other germs and protecting coils for up to six months.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Pump House DiversiTech ice machine cleaner liquid,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/95/NW-695395_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Pump_House_DiversiTech_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Pump_House_DiversiTech_Pro_Care_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Pump_House_DiversiTech_Pro_Care_SDS.pdf,,,,,,,,,,,,,,,,,,,
120,P700007,Fujitsu UTYTFSXH3 Wireless Lan Interface Utytfsxh3,Fujitsu,52.28,Control your indoor climate from anywhere thanks to this Fujitsu WLAN adapter. This wireless LAN adapter allows for the connection of your air con unit to the AIRSTAGE mobile app for complete on-the-go operation via smartphone.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Fujitsu UTYTFSXH3 Wireless Lan Interface Utytfsxh3,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/07/700007_wm.jpg,,,,N,UTYTFSXH3,Wireless Lan Interface,N,Suitable for split and VRF units,Check compatibility prior to order,,,Links to the AIRSTAGE mobile app,,,,,,,,,,
121,P696501,Pump House DiversiTech single shot drain line cleaner,Pump House,40.22,"Pump House DiversiTech Drain-Purge heavy duty single-shot condensate drain cleaner penetrates standing water, cleverly sinking to the point where an organic blockage is inhibiting the drain, effectively dissolving it. Drain-Purge is safe for use with condensate pumps.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Pump House DiversiTech single shot drain line cleaner,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/01/NW-696501_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Pump_House_DiversiTechDrainPruge_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Pump_House_DiversiTech_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,
122,P604671,Daikin 0695763 Plastic Fan Blade P52H-11S,Daikin,308.93,"This plastic Daikin P52H-11S fan blade is a replacement part compatible with various models, including those in the CRJ, EUWA and RSX ranges.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin 0695763 Plastic Fan Blade P52H-11S,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/71/NW-604671_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
